0.004,0.040,0.400
0.5781250000,0.5285750031,0.5190962553
0.5767499804,0.5285124779,0.5187287331
0.5770000219,0.5287125111,0.5190975070
0.5762500167,0.5289499760,0.5191112757
0.5832499862,0.5302125216,0.5191337466
0.5699999928,0.5246124864,0.5191037655
0.6143749952,0.5299124718,0.5194125175
0.5772500038,0.5287125111,0.5190849900
0.5896250010,0.5239375234,0.5194287300
0.6278749704,0.5286999941,0.5190474987
0.5903750062,0.5320125222,0.5191324949
0.5895000100,0.5234875083,0.5193587542
0.5793750286,0.5292124748,0.5190925002
0.5789999962,0.5282124877,0.5191125274
0.6141250134,0.5328624845,0.5186700225
0.5783749819,0.5276374817,0.5187537670
0.5737500191,0.5291125178,0.5192937255
0.6322500110,0.5287749767,0.5190899968
0.6218749881,0.5281000137,0.5192325115
0.6032500267,0.5248000026,0.5191149712
0.5816249847,0.5249500275,0.5191562772
0.6736249924,0.5282375216,0.5192312598
0.6401249766,0.5292375088,0.5194724798
0.5818750262,0.5300375223,0.5190274715
0.6363750100,0.5310624838,0.5186799765
0.5997499824,0.5299999714,0.5191299915
0.6298750043,0.5284000039,0.5191012621
0.5753750205,0.5294125080,0.5191100240
0.6434999704,0.5282499790,0.5196024776
0.6524999738,0.5281249881,0.5187600255
0.5831249952,0.5271000266,0.5191237330
0.6288750172,0.5272499919,0.5191062689
0.6683750153,0.5249500275,0.5193300247
0.5893750191,0.5293124914,0.5190237761
0.5975000262,0.5272499919,0.5192387700
0.5808749795,0.5290374756,0.5190487504
0.6359999776,0.5319250226,0.5195637345
0.5839999914,0.5299375057,0.5190525055
0.6342499852,0.5334749818,0.5190950036
0.6286249757,0.5325750113,0.5195762515
0.5793750286,0.5275624990,0.5192812681
0.5803750157,0.5234500170,0.5192499757
0.5824999809,0.5291875005,0.5192350149
0.5777500272,0.5282999873,0.5186937451
0.6493750215,0.5280874968,0.5191787481
0.5758749843,0.5286750197,0.5191699862
0.6296250224,0.5293750167,0.5191649795
0.5838750005,0.5288500190,0.5191749930
0.6102499962,0.5272125006,0.5190887451
0.5734999776,0.5306624770,0.5195112228
