time,I_AML1,I_AMD1,I_AMD2,I_AMIout,V_VMSw1,V_VMSw2,V_VML1,V_VMC1,V_VMp,V_VMD1,V_VMS1,V_VMD2,V_VMS2,V_VMout
0.0000095000,24.9576816559,436.4990234375,0.0000000000,436.4990234375,1000.0000000000,0.0000000000,1246.6787109375,-1402.0876464844,155.4089660645,0.0000000000,2.3539221287,-8.0708370209,-5.7169151306,2.3539221287
0.0000100000,33.1347656250,572.9030151367,0.0000000000,572.9030151367,0.0000000000,1000.0000000000,1615.6103515625,-809.4014892578,193.7911834717,0.0000000000,2.5986602306,-9.5600481033,-6.9613876343,2.5986602306
0.0000105000,43.6760787964,748.9690551758,0.0000000000,748.9690551758,0.0000000000,1000.0000000000,893.4221191406,-25.5511474609,132.1290588379,0.0000000000,2.9196767807,-8.2370872498,-5.3174104691,2.9196767807
0.0000110000,47.7183303833,815.4288940430,0.0000000000,815.4288940430,0.0000000000,1000.0000000000,28.6487007141,913.0913085938,58.2599906921,0.0000000000,3.3021302223,-6.6490616798,-3.3469314575,3.3021302223
0.0000115000,44.5831527710,760.8425903320,0.0000000000,760.8425903320,0.0000000000,1000.0000000000,-849.3558349609,1866.1166992188,-16.7608795166,0.0000000000,3.6891531944,-5.0341877937,-1.3450345993,3.6891531944
0.0000120000,34.6709938049,591.9642944336,0.0000000000,591.9642944336,0.0000000000,1000.0000000000,-1607.9027099609,2689.4951171875,-81.5923614502,0.0000000000,4.0224719048,-3.6369428635,0.3855290413,4.0224719048
0.0000125000,19.4116535187,332.9076843262,0.0000000000,332.9076843262,0.0000000000,1000.0000000000,-2131.0085449219,3257.3286132812,-126.3201141357,0.0000000000,4.2512083054,-2.6711409092,1.5800673962,4.2512083054
0.0000130000,1.0585761070,21.6770095825,0.0000000000,21.6770095825,0.0000000000,1000.0000000000,-2337.1123046875,3481.0832519531,-143.9710540771,0.0000000000,4.3396539688,-2.2872793674,2.0523746014,4.3396539688
0.0000135000,-17.6435508728,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,-2323.3666992188,3323.3666992188,0.0000000000,-4.2728261948,0.0000000000,-4.2728261948,0.0000000000,4.2728261948
0.0000140000,-20.7631530762,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,-1924.7023925781,2924.7023925781,0.0000000000,-4.2683777809,0.0000000000,0.0000000000,4.2683777809,4.2683777809
0.0000145000,-32.8227500916,0.0000000000,200.8382263184,200.8382263184,0.0000000000,1000.0000000000,-1197.3931884766,2381.1303710938,-183.7372283936,-11.8259887695,-7.5177783966,0.0000000000,4.3082098961,4.3082098961
0.0000150000,-40.0631828308,0.0000000000,320.4954528809,320.4954528809,1000.0000000000,0.0000000000,-1428.1654052734,1635.3599853516,-207.1945800781,-12.6923561096,-8.2638006210,0.0000000000,4.4285559654,4.4285559654
0.0000155000,-48.6326942444,0.0000000000,462.4529724121,462.4529724121,1000.0000000000,0.0000000000,-594.7549438477,727.6596069336,-132.9046630859,-10.7955532074,-6.1825208664,0.0000000000,4.6130328178,4.6130328178
0.0000160000,-49.9556541443,0.0000000000,482.2939147949,482.2939147949,1000.0000000000,0.0000000000,337.2009582520,-287.0333557129,-50.1675987244,-8.7143154144,-3.8749675751,0.0000000000,4.8393483162,4.8393483162
0.0000165000,-43.7574005127,0.0000000000,375.3868408203,375.3868408203,1000.0000000000,0.0000000000,1227.7316894531,-1256.7845458984,29.0528564453,-6.7065572739,-1.6605165005,0.0000000000,5.0460405350,5.0460405350
0.0000170000,-30.8982334137,0.0000000000,156.2412261963,156.2412261963,1000.0000000000,0.0000000000,1941.6917724609,-2034.8961181641,93.2042999268,-5.0214252472,0.1524043083,0.0000000000,5.1738295555,5.1738295555
0.0000175000,-13.2549829483,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,0.0000000000,2502.1520996094,-2502.1520996094,0.0000000000,-5.1746144295,0.0000000000,-5.1746144295,0.0000000000,5.1746144295
0.0000180000,-9.4135293961,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,0.0000000000,2738.2102050781,-2738.2102050781,0.0000000000,0.0000000000,5.1692271233,-5.1692271233,0.0000000000,5.1692271233
0.0000185000,10.5811347961,333.9646301270,0.0000000000,333.9646301270,1000.0000000000,0.0000000000,2426.6247558594,-2740.2314453125,313.6067810059,0.0000000000,5.2415413857,-17.0224552155,-11.7809143066,5.2415413857
0.0000190000,29.1724281311,644.2247314453,0.0000000000,644.2247314453,1000.0000000000,0.0000000000,2060.2922363281,-2343.7822265625,283.4899291992,0.0000000000,5.4733572006,-16.4886474609,-11.0152912140,5.4733572006
0.0000195000,43.5336036682,883.1091308594,0.0000000000,883.1091308594,1000.0000000000,0.0000000000,1378.5292968750,-1604.9100341797,226.3807678223,0.0000000000,5.8418169022,-15.3699121475,-9.5280952454,5.8418169022
0.0000200000,51.4487228394,1013.2477416992,0.0000000000,1013.2477416992,0.0000000000,1000.0000000000,1396.2480468750,-632.0377197266,235.7897033691,0.0000000000,6.3028993607,-16.3355979919,-10.0326986313,6.3028993607
0.0000205000,58.9472961426,1136.1197509766,0.0000000000,1136.1197509766,0.0000000000,1000.0000000000,352.4282836914,499.9082946777,147.6634063721,0.0000000000,6.8261232376,-14.5413370132,-7.7152137756,6.8261232376
0.0000210000,57.5978202820,1109.7392578125,0.0000000000,1109.7392578125,0.0000000000,1000.0000000000,-755.4338378906,1701.4097900391,54.0240707397,0.0000000000,7.3751449585,-12.6244449615,-5.2493000031,7.3751449585
0.0000215000,47.5135078430,936.0168457031,0.0000000000,936.0168457031,0.0000000000,1000.0000000000,-1760.4006347656,2791.2609863281,-30.8603897095,0.0000000000,7.8766136169,-10.8924331665,-3.0158193111,7.8766136169
0.0000220000,30.1301479340,639.1679687500,0.0000000000,639.1679687500,0.0000000000,1000.0000000000,-2509.3798828125,3603.2841796875,-93.9041900635,0.0000000000,8.2633342743,-9.6274471283,-1.3641130924,8.2633342743
0.0000225000,8.0025310516,262.2794799805,0.0000000000,262.2794799805,0.0000000000,1000.0000000000,-2886.4287109375,4011.6242675781,-125.1956634521,0.0000000000,8.4844951630,-9.0433263779,-0.5588309765,8.4844951630
0.0000230000,-15.5705184937,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,-2950.2036132812,3950.2036132812,0.0000000000,-8.5135192871,0.0000000000,-8.5135192871,0.0000000000,8.5135192871
0.0000235000,-19.6338443756,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,-2584.9404296875,3584.9404296875,0.0000000000,-8.5046558380,0.0000000000,0.0000000000,8.5046558380,8.5046558380
0.0000240000,-36.0677719116,0.0000000000,272.2984313965,272.2984313965,0.0000000000,1000.0000000000,-1718.9411621094,3022.6447753906,-303.7035522461,-21.6970176697,-13.1404285431,0.0000000000,8.5565891266,8.5565891266
0.0000245000,-47.2362327576,0.0000000000,455.8870849609,455.8870849609,0.0000000000,1000.0000000000,-938.3083496094,2172.3122558594,-234.0039215088,-19.9068260193,-11.1842308044,0.0000000000,8.7225961685,8.7225961685
0.0000250000,-51.3956756592,0.0000000000,521.3629150391,521.3629150391,1000.0000000000,0.0000000000,-922.7418823242,1159.1618652344,-236.4199676514,-20.3209476471,-11.3690023422,0.0000000000,8.9519453049,8.9519453049
0.0000255000,-55.1380195618,0.0000000000,579.6901855469,579.6901855469,1000.0000000000,0.0000000000,83.0684661865,64.3195648193,-147.3880310059,-18.1057147980,-8.8939733505,0.0000000000,9.2117414474,9.2117414474
0.0000260000,-50.6000366211,0.0000000000,498.4669494629,498.4669494629,1000.0000000000,0.0000000000,1086.6431884766,-1028.1400146484,-58.5031280518,-15.8893966675,-6.4214568138,0.0000000000,9.4679403305,9.4679403305
0.0000265000,-38.3831787109,0.0000000000,287.8379516602,287.8379516602,1000.0000000000,0.0000000000,1936.1386718750,-1953.3940429688,17.2553863525,-13.9518756866,-4.2979631424,0.0000000000,9.6539125443,9.6539125443
0.0000270000,-20.2567615509,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,0.0000000000,2570.2224121094,-2570.2224121094,0.0000000000,-9.7126474380,0.0000000000,-9.7126474380,0.0000000000,9.7126474380
0.0000275000,-16.2116069794,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,0.0000000000,2949.7004394531,-2949.7004394531,0.0000000000,0.0000000000,9.7025356293,-9.7025356293,0.0000000000,9.7025356293
0.0000280000,5.2450327873,356.2374267578,0.0000000000,356.2374267578,1000.0000000000,0.0000000000,2665.6081542969,-3077.7546386719,412.1464233398,0.0000000000,9.7758388519,-26.6948928833,-16.9190540314,9.7758388519
0.0000285000,26.1143684387,702.5067138672,0.0000000000,702.5067138672,1000.0000000000,0.0000000000,2379.6362304688,-2769.3835449219,389.7473754883,0.0000000000,10.0228004456,-26.4095191956,-16.3867187500,10.0228004456
0.0000290000,43.2335929871,985.4696044922,0.0000000000,985.4696044922,1000.0000000000,0.0000000000,1730.7696533203,-2067.0483398438,336.2786865234,0.0000000000,10.4260311127,-25.4493389130,-15.0233078003,10.4260311127
0.0000295000,53.9746322632,1160.8062744141,0.0000000000,1160.8062744141,1000.0000000000,0.0000000000,813.4308471680,-1073.2385253906,259.8076782227,0.0000000000,10.9438762665,-23.9879531860,-13.0440759659,10.9438762665
0.0000300000,56.6472358704,1200.0128173828,0.0000000000,1200.0128173828,0.0000000000,1000.0000000000,678.6538085938,64.4139022827,256.9322814941,0.0000000000,11.5164623260,-24.7612857819,-13.2448234558,11.5164623260
0.0000305000,58.0574378967,1217.6651611328,0.0000000000,1217.6651611328,0.0000000000,1000.0000000000,-410.6560974121,1245.0114746094,165.6446228027,0.0000000000,12.1028289795,-22.9691066742,-10.8662776947,12.1028289795
0.0000310000,50.6862297058,1087.1668701172,0.0000000000,1087.1668701172,0.0000000000,1000.0000000000,-1449.0181884766,2370.3681640625,78.6500549316,0.0000000000,12.6631660461,-21.2635250092,-8.6003589630,12.6631660461
0.0000315000,35.5586433411,825.8068237305,0.0000000000,825.8068237305,0.0000000000,1000.0000000000,-2278.8237304688,3269.4040527344,9.4197845459,0.0000000000,13.1282615662,-19.9349441528,-6.8066835403,13.1282615662
0.0000320000,14.8836650848,470.8406982422,0.0000000000,470.8406982422,0.0000000000,1000.0000000000,-2772.3906250000,3803.5222167969,-31.1315917969,0.0000000000,13.4421157837,-19.2187690735,-5.7766532898,13.4421157837
0.0000325000,-8.2677516937,74.0610046387,0.0000000000,74.0610046387,0.0000000000,1000.0000000000,-2851.5874023438,3887.9113769531,-36.3238525391,0.0000000000,13.5705490112,-19.2592182159,-5.6886692047,13.5705490112
0.0000330000,-30.4183750153,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,-2504.9294433594,3504.9294433594,0.0000000000,-13.5065908432,0.0000000000,-13.5065908432,0.0000000000,13.5065908432
0.0000335000,-33.6115455627,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,-1840.0268554688,2840.0268554688,0.0000000000,-13.4925289154,0.0000000000,0.0000000000,13.4925289154,13.4925289154
0.0000340000,-43.0220260620,0.0000000000,151.4775695801,151.4775695801,0.0000000000,1000.0000000000,-759.1734008789,2057.1513671875,-297.9779663086,-28.9473838806,-15.4372673035,0.0000000000,13.5101175308,13.5101175308
0.0000345000,-46.0576591492,0.0000000000,195.5997619629,195.5997619629,0.0000000000,1000.0000000000,79.6312713623,1141.5892333984,-221.2205047607,-26.8035049438,-13.2257061005,0.0000000000,13.5777978897,13.5777978897
0.0000350000,-42.1939239502,0.0000000000,123.5225830078,123.5225830078,1000.0000000000,0.0000000000,-0.0395660400,229.7133483887,-229.6737823486,-27.1445541382,-13.5041284561,0.0000000000,13.6404256821,13.6404256821
0.0000355000,-39.2377357483,0.0000000000,66.7013397217,66.7013397217,1000.0000000000,0.0000000000,769.9514160156,-611.2720336914,-158.6793518066,-25.1134395599,-11.4426012039,0.0000000000,13.6708383560,13.6708383560
0.0000360000,-30.3529853821,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,0.0000000000,1334.4431152344,-1334.4431152344,0.0000000000,-13.6501197815,0.0000000000,-13.6501197815,0.0000000000,13.6501197815
0.0000365000,-27.9564895630,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,0.0000000000,1940.6501464844,-1940.6501464844,0.0000000000,0.0000000000,13.6359081268,-13.6359081268,0.0000000000,13.6359081268
0.0000370000,-13.5194578171,236.0213165283,0.0000000000,236.0213165283,1000.0000000000,0.0000000000,1965.2609863281,-2378.0791015625,412.8181762695,0.0000000000,13.6784868240,-32.5587081909,-18.8802223206,13.6784868240
0.0000375000,3.0851771832,508.4868469238,0.0000000000,508.4868469238,1000.0000000000,0.0000000000,2071.7331542969,-2497.2597656250,425.5266723633,0.0000000000,13.8460168839,-33.1813201904,-19.3353023529,13.8460168839
0.0000380000,19.3682765961,775.4201660156,0.0000000000,775.4201660156,1000.0000000000,0.0000000000,1865.9488525391,-2277.4279785156,411.4791564941,0.0000000000,14.1467132568,-33.2207031250,-19.0739898682,14.1467132568
0.0000385000,32.8637123108,995.2328491211,0.0000000000,995.2328491211,1000.0000000000,0.0000000000,1375.8227539062,-1748.8811035156,373.0583496094,0.0000000000,14.5681285858,-32.7279205322,-18.1597919464,14.5681285858
0.0000390000,41.5016746521,1133.0203857422,0.0000000000,1133.0203857422,1000.0000000000,0.0000000000,672.5726318359,-988.9210815430,316.3484497070,0.0000000000,15.0788116455,-31.8338413239,-16.7550296783,15.0788116455
0.0000395000,43.9258689880,1165.9114990234,0.0000000000,1165.9114990234,1000.0000000000,0.0000000000,-139.6090240479,-110.6436614990,250.2526855469,0.0000000000,15.6328649521,-30.7301616669,-15.0972967148,15.6328649521
0.0000400000,39.7060432434,1086.6527099609,0.0000000000,1086.6527099609,0.0000000000,1000.0000000000,-23.9522094727,753.8015747070,270.1506347656,0.0000000000,16.1767292023,-32.1266250610,-15.9498968124,16.1767292023
0.0000405000,36.7057495117,1027.6550292969,0.0000000000,1027.6550292969,0.0000000000,1000.0000000000,-753.9400634766,1543.0150146484,210.9250488281,0.0000000000,16.6854724884,-31.1560554504,-14.4705829620,16.6854724884
0.0000410000,28.0989151001,874.0088500977,0.0000000000,874.0088500977,0.0000000000,1000.0000000000,-1377.3283691406,2216.5969238281,160.7314147949,0.0000000000,17.1426887512,-30.3725166321,-13.2298278809,17.1426887512
0.0000415000,15.1303634644,646.7100830078,0.0000000000,646.7100830078,0.0000000000,1000.0000000000,-1798.7114257812,2670.9870605469,127.7244262695,0.0000000000,17.5064868927,-29.9518127441,-12.4453248978,17.5064868927
0.0000420000,-0.2824177742,378.0990905762,0.0000000000,378.0990905762,0.0000000000,1000.0000000000,-1952.2611083984,2834.7297363281,117.5314178467,0.0000000000,17.7480106354,-30.0153350830,-12.2673244476,17.7480106354
0.0000425000,-15.8324127197,107.0852813721,0.0000000000,107.0852813721,0.0000000000,1000.0000000000,-1811.9884033203,2679.6132812500,132.3751373291,0.0000000000,17.8559284210,-30.6111335754,-12.7552051544,17.8559284210
0.0000430000,-29.1680774689,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,-1225.3837890625,2225.3837890625,0.0000000000,-17.8383197784,0.0000000000,-17.8383197784,0.0000000000,17.8383197784
0.0000435000,-30.5167331696,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,-106.8326416016,1605.3848876953,-498.5522460938,-46.8402252197,-29.0204772949,11.2007293701,29.0204772949,17.8197479248
0.0000440000,-30.9424438477,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,5.8543090820,966.8257446289,27.3199462891,-16.2109127045,1.5902824402,-19.3914775848,-1.5902824402,17.8011951447
0.0000445000,-30.4319667816,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,670.9772949219,329.0227050781,0.0000000000,0.0000000000,17.7826614380,-17.7826614380,0.0000000000,17.7826614380
0.0000450000,-25.5904140472,72.3286056519,0.0000000000,72.3286056519,1000.0000000000,0.0000000000,-43.8370971680,-251.5196228027,295.3567199707,0.0000000000,17.7834281921,-35.2699432373,-17.4865131378,17.7834281921
0.0000455000,-24.1491012573,87.4011611938,0.0000000000,87.4011611938,1000.0000000000,0.0000000000,425.6080627441,-764.9525756836,339.3445129395,0.0000000000,17.8067073822,-36.5914916992,-18.7847824097,17.8067073822
0.0000460000,-19.0674533844,163.7494506836,0.0000000000,163.7494506836,1000.0000000000,0.0000000000,835.5748291016,-1213.7452392578,378.1704101562,0.0000000000,17.8514671326,-37.7942123413,-19.9427452087,17.8514671326
0.0000465000,-11.0761260986,289.0537109375,0.0000000000,289.0537109375,1000.0000000000,0.0000000000,1123.4313964844,-1529.9111328125,406.4797973633,0.0000000000,17.9451332092,-38.7625503540,-20.8174190521,17.9451332092
0.0000470000,-1.3534669876,443.4438781738,0.0000000000,443.4438781738,1000.0000000000,0.0000000000,1244.3735351562,-1664.8146972656,420.4412231445,0.0000000000,18.1072711945,-39.4137420654,-21.3064689636,18.1072711945
0.0000475000,8.6481246948,602.4282226562,0.0000000000,602.4282226562,1000.0000000000,0.0000000000,1178.3859863281,-1596.7279052734,418.3419799805,0.0000000000,18.3465461731,-39.7106475830,-21.3640995026,18.3465461731
0.0000480000,17.4190959930,740.5512695312,0.0000000000,740.5512695312,1000.0000000000,0.0000000000,933.5261230469,-1334.3945312500,400.8684387207,0.0000000000,18.6592884064,-39.6678543091,-21.0085659027,18.6592884064
0.0000485000,23.6205120087,835.2348632812,0.0000000000,835.2348632812,1000.0000000000,0.0000000000,544.9942626953,-916.0214843750,371.0271911621,0.0000000000,19.0299129486,-39.3499755859,-20.3200607300,19.0299129486
0.0000490000,26.2883720398,870.2243041992,0.0000000000,870.2243041992,1000.0000000000,0.0000000000,70.0882873535,-403.8019409180,333.7136535645,0.0000000000,19.4331455231,-38.8623504639,-19.4292049408,19.4331455231
0.0000495000,24.9833126068,838.1125488281,0.0000000000,838.1125488281,1000.0000000000,0.0000000000,-420.2374267578,125.2462844849,294.9911499023,0.0000000000,19.8377456665,-38.3355636597,-18.4978179932,19.8377456665
0.0000500000,19.8624649048,741.5523681641,0.0000000000,741.5523681641,0.0000000000,1000.0000000000,63.0601806641,590.7791137695,346.1607055664,0.0000000000,20.2111587524,-40.3915023804,-20.1803455353,20.2111587524
0.0000505000,18.9549465179,715.7476196289,0.0000000000,715.7476196289,0.0000000000,1000.0000000000,-308.6474609375,991.2554321289,317.3920288086,0.0000000000,20.5526905060,-40.0614318848,-19.5087413788,20.5526905060
0.0000510000,15.1490602493,640.9721679688,0.0000000000,640.9721679688,0.0000000000,1000.0000000000,-637.4128417969,1345.2132568359,292.1996154785,0.0000000000,20.8697776794,-39.7993621826,-18.9295845032,20.8697776794
0.0000515000,8.9913644791,526.4464111328,0.0000000000,526.4464111328,0.0000000000,1000.0000000000,-873.0575561523,1598.1854248047,274.8721313477,0.0000000000,21.1403694153,-39.6977233887,-18.5573558807,21.1403694153
0.0000520000,1.3898372650,387.4860229492,0.0000000000,387.4860229492,0.0000000000,1000.0000000000,-978.9731445312,1710.4344482422,268.5386962891,0.0000000000,21.3483905792,-39.8239746094,-18.4755821228,21.3483905792
0.0000525000,-6.5197653770,243.2480773926,0.0000000000,243.2480773926,0.0000000000,1000.0000000000,-937.7996215820,1663.1162109375,274.6834106445,0.0000000000,21.4862442017,-40.2101440430,-18.7239017487,21.4862442017
0.0000530000,-13.5433731079,113.8730468750,0.0000000000,113.8730468750,0.0000000000,1000.0000000000,-754.2499389648,1461.3458251953,292.9041137695,0.0000000000,21.5560302734,-40.8476257324,-19.2915935516,21.5560302734
0.0000535000,-18.6086425781,17.4485015869,0.0000000000,17.4485015869,0.0000000000,1000.0000000000,-454.6239318848,1133.6706542969,320.9532775879,0.0000000000,21.5693283081,-41.6880035400,-20.1186752319,21.5693283081
0.0000540000,-20.9284381866,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,272.0064086914,727.9935913086,0.0000000000,-21.5455379486,0.0000000000,-21.5455379486,0.0000000000,21.5455379486
0.0000545000,-20.2197628021,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1000.0000000000,699.6674194336,300.3325805664,0.0000000000,0.0000000000,21.5231075287,-21.5231075287,0.0000000000,21.5231075287
0.0000550000,-16.3429775238,54.1564559937,0.0000000000,54.1564559937,1000.0000000000,0.0000000000,-259.1340332031,-79.0559005737,338.1899414062,0.0000000000,21.5148181915,-42.1105651855,-20.5957469940,21.5148181915
0.0000555000,-17.2642974854,27.5288772583,0.0000000000,27.5288772583,1000.0000000000,0.0000000000,57.0774536133,-424.6300048828,367.5525512695,0.0000000000,21.5146446228,-42.9691925049,-21.4545459747,21.5146446228
0.0000560000,-15.6000347137,44.4361038208,0.0000000000,44.4361038208,1000.0000000000,0.0000000000,367.9953002930,-764.3649291992,396.3696289062,0.0000000000,21.5112705231,-43.8070678711,-22.2957973480,21.5112705231
0.0000565000,-11.5746259689,101.0959548950,0.0000000000,101.0959548950,1000.0000000000,0.0000000000,626.5295410156,-1047.1453857422,420.6158447266,0.0000000000,21.5253467560,-44.5373725891,-23.0120258331,21.5253467560
0.0000570000,-5.7720127106,187.6633148193,0.0000000000,187.6633148193,1000.0000000000,0.0000000000,793.0298461914,-1229.9311523438,436.9013061523,0.0000000000,21.5742340088,-45.0869445801,-23.5127124786,21.5742340088
0.0000575000,0.9489965439,289.6575927734,0.0000000000,289.6575927734,1000.0000000000,0.0000000000,841.3601074219,-1284.3510742188,442.9909973145,0.0000000000,21.6693439484,-45.4075012207,-23.7381591797,21.6693439484
0.0000580000,7.5818119049,390.1058959961,0.0000000000,390.1058959961,1000.0000000000,0.0000000000,762.9917602539,-1201.1463623047,438.1546020508,0.0000000000,21.8143424988,-45.4831657410,-23.6688232422,21.8143424988
0.0000585000,13.1228170395,472.0855712891,0.0000000000,472.0855712891,1000.0000000000,0.0000000000,568.4755249023,-991.7681274414,423.2926025391,0.0000000000,22.0045185089,-45.3332214355,-23.3287048340,22.0045185089
0.0000590000,16.7232284546,521.2851562500,0.0000000000,521.2851562500,1000.0000000000,0.0000000000,286.0413513184,-686.8580322266,400.8166809082,0.0000000000,22.2274017334,-45.0095443726,-22.7821426392,22.2274017334
0.0000595000,17.8190937042,528.1968994141,0.0000000000,528.1968994141,1000.0000000000,0.0000000000,-42.4894409180,-331.8109436035,374.3003845215,0.0000000000,22.4645671844,-44.5890655518,-22.1245002747,22.4645671844
0.0000600000,16.2195396423,489.6047668457,0.0000000000,489.6047668457,0.0000000000,1000.0000000000,547.1333007812,19.9408740997,432.9258422852,0.0000000000,22.6943626404,-46.6480407715,-23.9536762238,22.6943626404
0.0000605000,19.4326000214,531.9249267578,0.0000000000,531.9249267578,0.0000000000,1000.0000000000,209.6244506836,384.9365539551,405.4390258789,0.0000000000,22.9234066010,-46.1870117188,-23.2636070251,22.9234066010
0.0000610000,19.7294578552,525.0241699219,0.0000000000,525.0241699219,0.0000000000,1000.0000000000,-162.9859619141,788.1372680664,374.8486938477,0.0000000000,23.1617298126,-45.6491012573,-22.4873714447,23.1617298126
0.0000615000,17.0358943939,467.6539306641,0.0000000000,467.6539306641,0.0000000000,1000.0000000000,-514.6908569336,1168.7493896484,345.9414672852,0.0000000000,23.3847084045,-45.1374435425,-21.7527332306,23.3847084045
