0.004,0.040,0.400
0.5836250186,0.5306624770,0.5194450021
0.5849999785,0.5261499882,0.5193974972
0.5931249857,0.5302249789,0.5197024941
0.5929999948,0.5298874974,0.5194575191
0.6107500196,0.5316874981,0.5201900005
0.5938749909,0.5316249728,0.5194137692
0.5878750086,0.5346000195,0.5194287300
0.6778749824,0.5304999948,0.5193924904
0.5958750248,0.5331875086,0.5193762779
0.6315000057,0.5339249969,0.5194299817
0.5995000005,0.5303500295,0.5189712644
0.6027500033,0.5317375064,0.5193412304
0.5891249776,0.5299999714,0.5194462538
0.5973749757,0.5295624733,0.5193849802
0.5936250091,0.5298749804,0.5193824768
0.5913749933,0.5296000242,0.5192762613
0.5842499733,0.5319499969,0.5194075108
0.6542500257,0.5341249704,0.5195287466
0.5799999833,0.5310375094,0.5196562409
0.6547499895,0.5310875177,0.5197575092
0.6702499986,0.5314000249,0.5193662643
0.5958750248,0.5311499834,0.5196337700
0.5861250162,0.5318999887,0.5187037587
0.6728749871,0.5319125056,0.5198450089
0.6517500281,0.5304625034,0.5192800164
0.6287500262,0.5298874974,0.5194187760
0.6075000167,0.5317749977,0.5191925168
0.6359999776,0.5308874846,0.5191249847
0.6897500157,0.5314624906,0.5194537640
0.5971249938,0.5315625072,0.5190724730
0.6168749928,0.5247250199,0.5193824768
0.6934999824,0.5316874981,0.5194000006
0.6200000048,0.5313374996,0.5195199847
0.6573749781,0.5245249867,0.5194299817
0.6230000257,0.5353624821,0.5194712281
0.6175000072,0.5287500024,0.5193725228
0.6187499762,0.5258749723,0.5193325281
0.6533750296,0.5290250182,0.5192412734
0.6588749886,0.5305749774,0.5192924738
0.6134999990,0.5359500051,0.5193262696
0.6438750029,0.5318124890,0.5193637609
0.6483749747,0.5304625034,0.5194125175
0.6137499809,0.5321000218,0.5193524957
0.6157500148,0.5346500278,0.5193024874
0.6098750234,0.5343000293,0.5195350051
0.5901250243,0.5304874778,0.5190799832
0.5855000019,0.5309875011,0.5196624994
0.5951250196,0.5322874784,0.5191487670
0.6094999909,0.5327625275,0.5186887383
0.6340000033,0.5319499969,0.5196937323
