time,Current: AML1,Current: AMD1,Current: AMD2,Current: AMIout,Voltage: VMSw1,Voltage: VMSw2,Voltage: VML1,Voltage: VMC1,Voltage: VMp,Voltage: VMD1,Voltage: VMS1,Voltage: VMD2,Voltage: VMS2,Voltage: VMout
0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.3333333333333335e-07,0.978168785572052,0.0,0.0,0.0,0.0,1000.0,993.199462890625,6.800557613372803,0.0,0.0,0.0,0.0,0.0,0.0
6.666666666666667e-07,5.933137893676758,83.4274673461914,0.0,83.4274673461914,0.0,1000.0,864.40771484375,55.08158874511719,80.51067352294922,0.0,0.01401696540415287,-2.3760082721710205,-2.3619914054870605,0.01401696540415287
1.0000000000000002e-06,10.469314575195312,159.79403686523438,0.0,159.79403686523438,0.0,1000.0,758.9312133789062,169.6665802001953,71.40221405029297,0.0,0.05480625852942467,-2.1706578731536865,-2.115851640701294,0.05480625852942467
1.3333333333333334e-06,14.266158103942871,223.6938934326172,0.0,223.6938934326172,0.0,1000.0,599.8262329101562,342.4649963378906,57.70880126953125,0.0,0.11907630413770676,-1.8663556575775146,-1.747279405593872,0.11907630413770676
1.6666666666666667e-06,17.05537223815918,270.60235595703125,0.0,270.60235595703125,0.0,1000.0,398.3360595703125,561.2727661132812,40.391178131103516,0.0,0.20187343657016754,-1.4837853908538818,-1.2819119691848755,0.20187343657016754
2.0000000000000003e-06,18.63986587524414,297.195556640625,0.0,297.195556640625,0.0,1000.0,168.69918823242188,810.6347045898438,20.666114807128906,0.0,0.29693204164505005,-1.0491564273834229,-0.7522245645523071,0.29693204164505005
2.3333333333333336e-06,18.90768051147461,301.5854187011719,0.0,301.5854187011719,0.0,1000.0,-72.85709381103516,1072.9366455078125,-0.07955169677734375,0.0,0.3971173167228699,-0.5923513770103455,-0.19523406028747559,0.3971173167228699
2.666666666666667e-06,17.839900970458984,283.4529724121094,0.0,283.4529724121094,0.0,1000.0,-309.2631530761719,1329.6500244140625,-20.386878967285156,0.0,0.49492955207824707,-0.14481401443481445,0.3501155376434326,0.49492955207824707
3e-06,15.511991500854492,244.07090759277344,0.0,244.07090759277344,0.0,1000.0,-562.6416015625,1562.6416015625,0.0,0.0,0.583034098148346,-0.583034098148346,0.0,0.583034098148346
3.3333333333333333e-06,12.088460922241211,186.21368408203125,0.0,186.21368408203125,0.0,1000.0,-755.454345703125,1755.454345703125,0.0,0.0,0.6547797918319702,0.0,0.6547797918319702,0.6547797918319702
3.666666666666667e-06,7.779313564300537,126.23387145996094,12.939866065979004,139.17373657226562,0.0,1000.0,-835.8488159179688,1894.26025390625,-58.411415100097656,0.0,0.7086398005485535,0.0,0.7086398005485535,0.7086398005485535
4.000000000000001e-06,2.912482261657715,59.95791244506836,29.020755767822266,88.97866821289062,0.0,1000.0,-905.667724609375,1968.958251953125,-63.290550231933594,0.0,0.7462310194969177,0.0,0.7462310194969177,0.7462310194969177
4.333333333333334e-06,-2.1631388664245605,-9.086230278015137,45.86661911010742,36.78038787841797,0.0,1000.0,-974.1934814453125,1974.1934814453125,0.0,0.0,0.766703724861145,0.0,0.766703724861145,0.766703724861145
4.666666666666667e-06,-7.083688259124756,0.0,60.9973030090332,60.9973030090332,0.0,1000.0,-909.590576171875,1909.590576171875,0.0,-0.7696008682250977,0.0,0.0,0.7696008682250977,0.7696008682250977
5e-06,-11.33845329284668,0.0,132.3668975830078,132.3668975830078,0.0,1000.0,-702.1907958984375,1780.897705078125,-78.70689392089844,-3.5026297569274902,-2.701037645339966,0.0,0.8015919923782349,0.8015919923782349
