"Time / s","Am1-source:Measured current","AmD1:Measured current","AmD4:Measured current","AmD3:Measured current","AmD2:Measured current","VmD1:Measured voltage","VmD4:Measured voltage","VmD3:Measured voltage","VmD2:Measured voltage","VmC1:Measured voltage"
2.3e-05,1.2727080569317195,1.2727080569317195,0,0,1.2727080569317195,0,-2.8674885704757265,-2.8674885704757265,0,2.8674885704757265
2.4000000000000001e-05,1.272816740321673,1.272816740321673,0,0,1.272816740321673,0,-2.9917836150119248,-2.9917836150119248,0,2.9917836150119248
2.4999999999999998e-05,1.272875175086142,1.272875175086142,0,0,1.272875175086142,0,-3.1159605490537552,-3.1159605490537552,0,3.1159605490537552
2.5999999999999998e-05,1.2728833589181932,1.2728833589181932,0,0,1.2728833589181932,0,-3.240014470308489,-3.240014470308489,0,3.240014470308489
2.6999999999999999e-05,1.2728412914948422,1.2728412914948422,0,0,1.2728412914948422,0,-3.3639404813397289,-3.3639404813397289,0,3.3639404813397289
2.8e-05,1.2727489744767126,1.2727489744767126,0,0,1.2727489744767126,0,-3.4877336897607534,-3.4877336897607534,0,3.4877336897607534
2.9e-05,1.2726064115083773,1.2726064115083773,0,0,1.2726064115083773,0,-3.6113892084276631,-3.6113892084276631,0,3.6113892084276631
2.9999999999999997e-05,1.2724136082179029,1.2724136082179029,0,0,1.2724136082179029,0,-3.7349021556323123,-3.7349021556323123,0,3.7349021556323123
3.1000000000000001e-05,1.2721705722170213,1.2721705722170213,0,0,1.2721705722170213,0,-3.8582676552950348,-3.8582676552950348,0,3.8582676552950348
3.1999999999999999e-05,1.2718773131001626,1.2718773131001626,0,0,1.2718773131001626,0,-3.9814808371571382,-3.9814808371571382,0,3.9814808371571382
3.2999999999999996e-05,1.2715338424447395,1.2715338424447395,0,0,1.2715338424447395,0,-4.1045368369731783,-4.1045368369731783,0,4.1045368369731783
3.4e-05,1.2711401738105792,1.2711401738105792,0,0,1.2711401738105792,0,-4.2274307967029872,-4.2274307967029872,0,4.2274307967029872
3.4999999999999997e-05,1.2706963227388428,1.2706963227388428,0,0,1.2706963227388428,0,-4.350157864703462,-4.350157864703462,0,4.350157864703462
3.6000000000000001e-05,1.2702023067519121,1.2702023067519121,0,0,1.2702023067519121,0,-4.4727131959201039,-4.4727131959201039,0,4.4727131959201039
3.6999999999999998e-05,1.2696581453530484,1.2696581453530484,0,0,1.2696581453530484,0,-4.5950919520782803,-4.5950919520782803,0,4.5950919520782803
3.7999999999999995e-05,1.2690638600245165,1.2690638600245165,0,0,1.2690638600245165,0,-4.7172893018742466,-4.7172893018742466,0,4.7172893018742466
3.8999999999999999e-05,1.2684194742278692,1.2684194742278692,0,0,1.2684194742278692,0,-4.839300421165869,-4.839300421165869,0,4.839300421165869
