time,Current: AML1,Current: AMD1,Current: AMD2,Current: AMIout,Voltage: VMSw1,Voltage: VMSw2,Voltage: VML1,Voltage: VMC1,Voltage: VMp,Voltage: VMD1,Voltage: VMS1,Voltage: VMD2,Voltage: VMS2,Voltage: VMout
0.0025815,10.30672836303711,152.2243194580078,0.0,152.2243194580078,0.0,1000.0,309.35418701171875,85.78824615478516,604.8575439453125,0.0,34.21709060668945,-68.9323501586914,-34.71525955200195,34.21709060668945
0.002582,12.048863410949707,163.87399291992188,0.0,163.87399291992188,0.0,1000.0,99.09332275390625,314.87103271484375,586.0357055664062,0.0,34.2589225769043,-68.44444274902344,-34.185516357421875,34.2589225769043
0.0025824999999999997,11.99284553527832,145.22677612304688,0.0,145.22677612304688,0.0,1000.0,-128.19647216796875,562.5869750976562,565.6094970703125,0.0,34.29939651489258,-67.90756225585938,-33.60816192626953,34.29939651489258
0.002583,10.129691123962402,96.13569641113281,0.0,96.13569641113281,0.0,1000.0,-338.30645751953125,791.80322265625,546.5032348632812,0.0,34.32350540161133,-67.38478088378906,-33.061279296875,34.32350540161133
0.0025835,6.723703861236572,21.06271743774414,0.0,21.06271743774414,0.0,1000.0,32.1748046875,967.8251953125,0.0,0.0,34.3172492980957,-34.3172492980957,0.0,34.3172492980957
0.002584,2.27530837059021,0.0,0.0,0.0,0.0,1000.0,-63.6702880859375,1063.6702880859375,0.0,-34.2697639465332,0.0,-34.2697639465332,0.0,34.2697639465332
0.0025845,2.1486105918884277,0.0,0.0,0.0,0.0,1000.0,-19.35101318359375,1109.6556396484375,-90.30462646484375,-39.49067306518555,-5.256587982177734,-28.977497100830078,5.256587982177734,34.23408508300781
0.002585,1.956844449043274,0.0,0.0,0.0,1000.0,0.0,-527.5352172851562,1152.340576171875,-624.8052978515625,-69.48793029785156,-35.28948211669922,0.0,34.19844436645508,34.19844436645508
0.0025854999999999997,-2.3871357440948486,0.0,55.48211669921875,55.48211669921875,1000.0,0.0,-526.6153564453125,1150.9481201171875,-624.3328247070312,-69.43966674804688,-35.264217376708984,0.0,34.175453186035156,34.175453186035156
0.0025859999999999998,-6.418097972869873,0.0,105.69963836669922,105.69963836669922,1000.0,0.0,-446.14862060546875,1063.0616455078125,-616.9130249023438,-69.22734069824219,-35.04874801635742,0.0,34.17859649658203,34.17859649658203
0.0025865,-9.524087905883789,0.0,140.33670043945312,140.33670043945312,1000.0,0.0,-297.48828125,901.00439453125,-603.51611328125,-68.87181854248047,-34.668949127197266,0.0,34.2028694152832,34.2028694152832
0.002587,-11.22677230834961,0.0,151.33094787597656,151.33094787597656,1000.0,0.0,-102.4207763671875,688.4248657226562,-586.0040893554688,-68.41322326660156,-34.174530029296875,0.0,34.23869705200195,34.23869705200195
0.0025875,-11.255182266235352,0.0,134.11709594726562,134.11709594726562,1000.0,0.0,110.02252197265625,456.8358154296875,-566.8583374023438,-67.90505981445312,-33.63172912597656,0.0,34.27333068847656,34.27333068847656
0.002588,-9.588835716247559,0.0,88.35429382324219,88.35429382324219,1000.0,0.0,307.88250732421875,240.92828369140625,-548.810791015625,-67.40623474121094,-33.11347961425781,0.0,34.29275131225586,34.29275131225586
0.0025885,-6.463421821594238,0.0,18.021902084350586,18.021902084350586,1000.0,0.0,-73.35615539550781,73.35615539550781,0.0,-34.283782958984375,0.0,0.0,34.283782958984375,34.283782958984375
0.0025889999999999997,-2.3377814292907715,0.0,0.0,0.0,1000.0,0.0,20.224544525146484,-20.224544525146484,0.0,-34.23609161376953,0.0,-34.23609161376953,0.0,34.23609161376953
0.0025895,-2.2734134197235107,0.0,0.0,0.0,1000.0,0.0,12.026039123535156,-68.14756774902344,56.12152862548828,-30.93364143371582,3.26680588722229,-37.467254638671875,-3.26680588722229,34.20044708251953
0.00259,-2.1402244567871094,0.0,0.0,0.0,0.0,1000.0,492.9951171875,-114.02696228027344,621.0318603515625,0.0,34.16484069824219,-69.32722473144531,-35.162384033203125,34.16484069824219
0.0025905,1.9412931203842163,51.08054733276367,0.0,51.08054733276367,0.0,1000.0,497.8526611328125,-118.93240356445312,621.0797119140625,0.0,34.14088821411133,-69.29275512695312,-35.1518669128418,34.14088821411133
0.002591,5.774341106414795,97.98426818847656,0.0,97.98426818847656,0.0,1000.0,427.5740966796875,-42.131568908691406,614.5574951171875,0.0,34.14114761352539,-69.10235595703125,-34.961212158203125,34.14114761352539
0.0025915,8.777567863464355,130.91140747070312,0.0,130.91140747070312,0.0,1000.0,292.01654052734375,105.6758804321289,602.3075561523438,0.0,34.16127014160156,-68.774169921875,-34.6129035949707,34.16127014160156
0.0025919999999999997,10.489167213439941,142.0782928466797,0.0,142.0782928466797,0.0,1000.0,111.0145263671875,302.9604797363281,586.0250244140625,0.0,34.19253921508789,-68.34471893310547,-34.15217971801758,34.19253921508789
0.0025924999999999998,10.637969970703125,126.91629028320312,0.0,126.91629028320312,0.0,1000.0,-88.5185546875,520.50830078125,568.0101928710938,0.0,34.22313690185547,-67.86358642578125,-33.64044952392578,34.22313690185547
0.002593,9.186429023742676,84.79673767089844,0.0,84.79673767089844,0.0,1000.0,-276.5885009765625,725.7613525390625,550.8271484375,0.0,34.239906311035156,-67.38607788085938,-33.14617156982422,34.239906311035156
0.0025935,6.338709354400635,19.167329788208008,0.0,19.167329788208008,0.0,1000.0,112.29180908203125,887.7081909179688,0.0,0.0,34.2303352355957,-34.2303352355957,0.0,34.2303352355957
0.002594,2.512289047241211,0.0,0.0,0.0,0.0,1000.0,18.40850830078125,981.5914916992188,0.0,-34.184452056884766,0.0,-34.184452056884766,0.0,34.184452056884766
0.0025945,2.5015695095062256,0.0,0.0,0.0,0.0,1000.0,-5.945556640625,1033.69140625,-27.745849609375,-35.76393508911133,-1.6150741577148438,-32.53378677368164,1.6150741577148438,34.148860931396484
0.002595,2.4151456356048584,0.0,0.0,0.0,1000.0,0.0,-467.03826904296875,1084.7919921875,-617.7537231445312,-69.15416717529297,-35.04085922241211,0.0,34.11330795288086,34.11330795288086
0.0025954999999999997,-1.4787296056747437,0.0,47.94791793823242,47.94791793823242,1000.0,0.0,-478.7371826171875,1097.1632080078125,-618.426025390625,-69.13700866699219,-35.04829025268555,0.0,34.088714599609375,34.088714599609375
0.002596,-5.191887378692627,0.0,92.86041259765625,92.86041259765625,1000.0,0.0,-418.2618408203125,1031.043701171875,-612.7817993164062,-68.96940612792969,-34.882362365722656,0.0,34.0870475769043,34.0870475769043
0.0025965,-8.161810874938965,0.0,125.25534057617188,125.25534057617188,1000.0,0.0,-294.01727294921875,895.5564575195312,-601.5391845703125,-68.66683197021484,-34.562232971191406,0.0,34.10459899902344,34.10459899902344
0.002597,-9.932621955871582,0.0,137.44900512695312,137.44900512695312,1000.0,0.0,-124.141845703125,710.39013671875,-586.248291015625,-68.26268005371094,-34.12928771972656,0.0,34.13339614868164,34.13339614868164
0.0025975,-10.225144386291504,0.0,124.73773956298828,124.73773956298828,1000.0,0.0,66.13601684570312,502.9294128417969,-569.0654296875,-67.80343627929688,-33.64107894897461,0.0,34.162357330322266,34.162357330322266
0.002598,-8.98095989227295,0.0,86.140869140625,86.140869140625,1000.0,0.0,248.24166870117188,304.1916198730469,-552.4332885742188,-67.34178161621094,-33.1628303527832,0.0,34.178951263427734,34.178951263427734
0.0025984999999999997,-6.3735175132751465,0.0,24.58809471130371,24.58809471130371,1000.0,0.0,-144.1719207763672,144.1719207763672,0.0,-34.17107391357422,0.0,0.0,34.17107391357422,34.17107391357422
0.0025989999999999997,-2.784285068511963,0.0,0.0,0.0,1000.0,0.0,-47.29513168334961,47.29513168334961,0.0,-34.128883361816406,0.0,-34.128883361816406,0.0,34.128883361816406
0.0025995,-2.811565637588501,0.0,0.0,0.0,1000.0,0.0,1.9141998291015625,-10.847132682800293,8.93293285369873,-33.573368072509766,0.5199815034866333,-34.61333084106445,-0.5199815034866333,34.09334945678711
0.0026,-2.7537758350372314,0.0,0.0,0.0,0.0,1000.0,453.1531982421875,-68.6837158203125,615.530517578125,0.0,34.05785369873047,-69.00609588623047,-34.9482421875,34.05785369873047
0.0026005,1.0531330108642578,46.512298583984375,0.0,46.512298583984375,0.0,1000.0,472.0040283203125,-88.866943359375,616.8629150390625,0.0,34.033016204833984,-69.00787353515625,-34.974857330322266,34.033016204833984
0.002601,4.742457389831543,91.05238342285156,0.0,91.05238342285156,0.0,1000.0,419.772705078125,-31.745140075683594,611.9724731445312,0.0,34.030643463134766,-68.86126708984375,-34.830623626708984,34.030643463134766
0.0026015,7.755934238433838,124.20985412597656,0.0,124.20985412597656,0.0,1000.0,303.6282958984375,94.90022277832031,601.4714965820312,0.0,34.047569274902344,-68.57945251464844,-34.53187942504883,34.047569274902344
0.0026019999999999997,9.631789207458496,138.20156860351562,0.0,138.20156860351562,0.0,1000.0,140.48236083984375,272.7122497558594,586.8053588867188,0.0,34.07635498046875,-68.19355773925781,-34.11720275878906,34.07635498046875
0.0026024999999999998,10.07558822631836,128.06651306152344,0.0,128.06651306152344,0.0,1000.0,-45.46875,475.4266357421875,570.0421142578125,0.0,34.10637283325195,-67.7481689453125,-33.64179611206055,34.10637283325195
0.002603,9.006502151489258,92.44608306884766,0.0,92.44608306884766,0.0,1000.0,-226.32977294921875,672.763427734375,553.5663452148438,0.0,34.125389099121094,-67.29470825195312,-33.1693229675293,34.125389099121094
0.0026035,6.571736812591553,33.82736587524414,0.0,33.82736587524414,0.0,1000.0,165.03363037109375,834.9663696289062,0.0,0.0,34.12139129638672,-34.12139129638672,0.0,34.12139129638672
0.002604,3.126610517501831,0.0,0.0,0.0,0.0,1000.0,62.69024658203125,937.3097534179688,0.0,-34.084415435791016,0.0,-34.084415435791016,0.0,34.084415435791016
0.0026045,3.1711952686309814,0.0,0.0,0.0,0.0,1000.0,-0.48419189453125,1002.74365234375,-2.25946044921875,-34.18045425415039,-0.13152313232421875,-33.91740798950195,0.13152313232421875,34.04893112182617
0.0026049999999999997,3.119833469390869,0.0,0.0,0.0,1000.0,0.0,-453.32086181640625,1068.119873046875,-614.7989501953125,-68.91825103759766,-34.90476989746094,0.0,34.01348114013672,34.01348114013672
0.0026054999999999997,-0.7140361666679382,0.0,46.98906326293945,46.98906326293945,1000.0,0.0,-478.83343505859375,1095.586669921875,-616.7532348632812,-68.93850708007812,-34.94967269897461,0.0,33.988834381103516,33.988834381103516
0.002606,-4.4815168380737305,0.0,92.8676986694336,92.8676986694336,1000.0,0.0,-432.29925537109375,1044.7015380859375,-612.4022827148438,-68.80860900878906,-34.821529388427734,0.0,33.987083435058594,33.987083435058594
0.0026065,-7.613048553466797,0.0,128.0349884033203,128.0349884033203,1000.0,0.0,-320.0155029296875,922.299560546875,-602.2840576171875,-68.54014587402344,-34.534698486328125,0.0,34.00544738769531,34.00544738769531
0.002607,-9.62940788269043,0.0,144.4134979248047,144.4134979248047,1000.0,0.0,-158.29083251953125,746.0831909179688,-587.7922973632812,-68.16311645507812,-34.12636947631836,0.0,34.03675079345703,34.03675079345703
0.0026075,-10.21513557434082,0.0,136.68763732910156,136.68763732910156,1000.0,0.0,28.9185791015625,542.0560302734375,-570.974609375,-67.7216796875,-33.65121078491211,0.0,34.070472717285156,34.070472717285156
0.002608,-9.267945289611816,0.0,103.13692474365234,103.13692474365234,1000.0,0.0,213.5545654296875,340.6746826171875,-554.229248046875,-67.26754760742188,-33.173248291015625,0.0,34.09429931640625,34.09429931640625
0.0026084999999999997,-6.91639518737793,0.0,45.933963775634766,45.933963775634766,1000.0,0.0,-172.287109375,172.287109375,0.0,-34.095977783203125,0.0,0.0,34.095977783203125,34.095977783203125
0.0026089999999999998,-3.502816677093506,0.0,0.0,0.0,1000.0,0.0,-62.5406379699707,62.5406379699707,0.0,-34.0651741027832,0.0,-34.0651741027832,0.0,34.0651741027832
0.0026095,-3.541564464569092,0.0,0.0,0.0,1000.0,0.0,1.8796987533569336,-10.651625633239746,8.771926879882812,-33.519100189208984,0.5106094479560852,-34.54031753540039,-0.5106094479560852,34.02970886230469
0.00261,-3.4731557369232178,0.0,0.0,0.0,0.0,1000.0,467.73565673828125,-83.54996490478516,615.8142700195312,0.0,33.99427795410156,-68.919189453125,-34.92491149902344,33.99427795410156
0.0026105,0.500339686870575,49.34968185424805,0.0,49.34968185424805,0.0,1000.0,498.673828125,-116.956298828125,618.2825317382812,0.0,33.97023010253906,-68.95537567138672,-34.985145568847656,33.97023010253906
0.002611,4.440848350524902,98.15071868896484,0.0,98.15071868896484,0.0,1000.0,454.6197509765625,-68.81341552734375,614.1936645507812,0.0,33.97037124633789,-68.83598327636719,-34.86561584472656,33.97037124633789
0.0026114999999999997,7.752979755401611,136.36654663085938,0.0,136.36654663085938,0.0,1000.0,341.4649658203125,54.4837532043457,604.05126953125,0.0,33.99209976196289,-68.57184600830078,-34.57974624633789,33.99209976196289
0.0026119999999999997,9.930267333984375,155.46031188964844,0.0,155.46031188964844,0.0,1000.0,175.61553955078125,235.12730407714844,589.2571411132812,0.0,34.028194427490234,-68.19316101074219,-34.16496276855469,34.028194427490234
0.0026125,10.63270378112793,149.70242309570312,0.0,149.70242309570312,0.0,1000.0,-18.3819580078125,446.47271728515625,571.9092407226562,0.0,34.067867279052734,-67.7451171875,-33.67725372314453,34.067867279052734
0.002613,9.739892959594727,117.06698608398438,0.0,117.06698608398438,0.0,1000.0,-211.46990966796875,656.978515625,554.4913940429688,0.0,34.09836959838867,-67.28131103515625,-33.18294143676758,34.09836959838867
0.0026135,7.371524810791016,59.577049255371094,0.0,59.577049255371094,0.0,1000.0,165.07257080078125,834.9274291992188,0.0,0.0,34.106895446777344,-34.106895446777344,0.0,34.106895446777344
0.002614,3.871741533279419,0.0,0.0,0.0,0.0,1000.0,46.77728271484375,953.2227172851562,0.0,-34.08251953125,0.0,-34.08251953125,0.0,34.08251953125
