"Time / s","Vmout:Measured voltage","Vp:Measured voltage","Vs1:Measured voltage","Vs2:Measured voltage","VD1:Measured voltage","VD2:Measured voltage","AM_D1:Measured current","AM_D2:Measured current","VC1:Measured voltage","AML1:Measured current","AMI0:Measured current","Vsw1:Measured voltage","Vsw2:Measured voltage","VL1:Measured voltage"
0,0,85.285129287576922,0,-2.4846704938118904,0,-2.4846704938118904,0,0,0,0,0,0,1000,914.71487071242314
3.3333333333333335e-07,0.014172397301038586,82.511466691088359,0.014172397301038586,-2.4109423337441425,0,-2.425114731045181,84.548919101575507,0,35.081491800970539,5.0217776564098529,84.548919101575507,0,1000,882.40704150794113
6.6666666666666671e-07,0.055673679361679343,74.386191845972306,0.055673679361679343,-2.1949522644782631,0,-2.2506259438399425,163.11553317364528,0,137.84770608868405,9.6888163061664248,163.11553317364528,0,1000,787.76610206534372
1.0000000000000002e-06,0.1215476522424277,61.482896117006405,0.1215476522424277,-1.8519345515197831,0,-1.9734822037622108,230.1401741656351,0,301.0392382063161,13.671438058603805,230.1401741656351,0,1000,637.47786567667754
1.3333333333333334e-06,0.20711321993654452,44.712637446174533,0.20711321993654452,-1.4060935484103994,0,-1.6132067683469438,280.87854418041678,0,513.12827775574044,16.68831438092155,280.87854418041678,0,1000,442.15908479808508
1.6666666666666667e-06,0.30629507453713822,25.259580929207623,0.30629507453713822,-0.88889384322840659,0,-1.1951889177655448,311.73685380460552,0,759.13296314860713,18.526339147089743,311.73685380460552,0,1000,215.6074559221853
2.0000000000000003e-06,0.41205287346535002,4.4973471908871119,0.41205287346535002,-0.33683754465450466,0,-0.74889041811985479,320.52568594888555,0,1021.6757292882602,19.05568230361694,320.52568594888555,0,1000,-26.173076479147198
2.3333333333333336e-06,0.51687858584862212,-16.108022127759625,0.51687858584862212,0.21111427556990803,0,-0.3057643102787142,306.61465243590811,0,1282.2108846483256,18.238960771866029,306.61465243590811,0,1000,-266.10286252056585
2.6666666666666668e-06,0.61063816433169649,-33.824673473925714,0.61063816433169649,0.61063816433169649,0,0,268.14110399083864,0.82889739150590147,1515.2818843157022,15.917055327556158,268.97000138234455,0,1000,-481.4572108417766
3.0000000000000001e-06,0.69250474877082546,-46.95065502249156,0.69250474877082546,0.69250474877082546,0,0,218.47605910869419,5.5335026892521597,1715.2418487792754,12.703981805205959,224.00956179794633,0,1000,-668.29119375678385
