time,Current: AMD1,Current: AM1-IL,Current: AM2-MOSFET,Current: AM3-Resistor,Voltage: VMD1,Voltage: VM1-VR,Voltage: VM2-Vin
0.0,0.0,0.01919961980950872,0.01919961980950872,0.0001900952456387002,-12.0,0.0004752381140967505,12.0
2e-07,0.0,0.038397726415541344,0.038397726415541344,0.0007566017380522909,-12.0,0.0018915043451307272,12.0
4e-07,0.0,0.05759282916993351,0.05759282916993351,0.0016920210658678382,-12.0,0.004230052664669595,12.0
6e-07,0.0,0.07678346717964593,0.07678346717964593,0.0029889740779256973,-12.0,0.007472435194814242,12.0
8e-07,0.0,0.09596820883327765,0.09596820883327765,0.004640199106213541,-12.0,0.011600497765533851,12.0
1e-06,0.0,0.11514565133463586,0.11514565133463586,0.006638550214683703,-12.0,0.016596375536709257,12.0
1.2e-06,0.0,0.13431442024325935,0.13431442024325935,0.008976995473580019,-12.0,0.022442488683950046,12.0
1.4e-06,0.0,0.15347316902179436,0.15347316902179436,0.011648615258905698,-12.0,0.029121538147264245,12.0
1.6e-06,0.0,0.1726205785901232,0.1726205785901232,0.014646600576669125,-12.0,0.03661650144167281,12.0
1.8e-06,0.0,0.19175535688614676,0.19175535688614676,0.01796425141154964,-12.0,0.04491062852887409,12.0
2e-06,0.0,0.2108762384331244,0.2108762384331244,0.021594975099630546,-12.0,0.05398743774907636,12.0
2.2e-06,0.0,0.22998198391347544,0.22998198391347544,0.02553228472485172,-12.0,0.06383071181212929,12.0
2.4e-06,0.0,0.24907137974894805,0.24907137974894805,0.029769797538839043,-12.0,0.07442449384709761,12.0
2.5999999999999997e-06,0.0,0.26814323768706283,0.26814323768706283,0.03430123340377303,-12.0,0.08575308350943257,12.0
2.8e-06,0.0,0.2871963943937394,0.2871963943937394,0.039120413257963685,-12.0,0.0978010331449092,12.0
3e-06,0.0,0.3062297110520159,0.3062297110520159,0.04422125760380357,-12.0,0.11055314400950891,12.0
3.2e-06,0.0,0.32524207296677277,0.32524207296677277,0.04959778501777566,-12.0,0.12399446254443915,12.0
3.3999999999999996e-06,0.0,0.34423238917537285,0.34423238917537285,0.05524411068219738,-12.0,0.13811027670549345,12.0
3.6e-06,0.0,0.3631995920641317,0.3631995920641317,0.06115444493838659,-12.0,0.15288611234596647,12.0
3.8e-06,0.0,0.3821426369905331,0.3821426369905331,0.06732309186093997,-12.0,0.16830772965234994,12.0
4e-06,0.0,0.4010605019111056,0.4010605019111056,0.07374444785281878,-12.0,0.18436111963204693,12.0
4.2e-06,0.0,0.41995218701487813,0.41995218701487813,0.080413000260941,-12.0,0.2010325006523525,12.0
4.4e-06,0.0,0.4388167143623323,0.4388167143623323,0.08732332601198385,-12.0,0.21830831502995962,12.0
4.6e-06,0.0,0.45765312752977216,0.45765312752977216,0.09447009026810402,-12.0,0.23617522567026003,12.0
4.8e-06,0.0,0.4764604912590314,0.4764604912590314,0.10184804510228813,-12.0,0.25462011275572033,12.0
4.9999999999999996e-06,0.0,0.49523789111244076,0.49523789111244076,0.1094520281930495,-12.0,0.2736300704826237,12.0
5.199999999999999e-06,0.0,0.5139844331329783,0.5139844331329783,0.1172769615381913,-12.0,0.29319240384547823,12.0
5.4e-06,0.0,0.5326992435095271,0.5326992435095271,0.12531785018736083,-12.0,0.3132946254684021,12.0
5.6e-06,0.0,0.5513814682471662,0.5513814682471662,0.13356978099312294,-12.0,0.33392445248280733,12.0
5.7999999999999995e-06,0.0,0.5700302728424194,0.5700302728424194,0.14202792138028472,-12.0,0.3550698034507118,12.0
6e-06,0.0,0.5886448419633924,0.5886448419633924,0.15068751813320794,-12.0,0.37671879533301983,12.0
6.2e-06,0.0,0.6072243791347243,0.6072243791347243,0.15954389620084852,-12.0,0.3988597405021213,12.0
6.4e-06,0.0,0.625768106427284,0.625768106427284,0.16859245751926746,-12.0,0.42148114379816864,12.0
6.5999999999999995e-06,0.0,0.6442752641525427,0.6442752641525427,0.1778286798513595,-12.0,0.4445716996283987,12.0
6.799999999999999e-06,0.0,0.6627451105615528,0.6627451105615528,0.18724811564355137,-12.0,0.4681202891088784,12.0
7e-06,0.0,0.6811769215484673,0.6811769215484673,0.19684639089922382,-12.0,0.4921159772480595,12.0
7.2e-06,0.0,0.6995699903585316,0.6995699903585316,0.20661920406861542,-12.0,0.5165480101715385,12.0
7.3999999999999995e-06,0.0,0.7179236273004844,0.7179236273004844,0.21656232495496974,-12.0,0.5414058123874244,12.0
7.6e-06,0.0,0.7362371594633011,0.7362371594633011,0.22667159363669098,-12.0,0.5666789840917275,12.0
7.8e-06,0.0,0.7545099304372173,0.7545099304372173,0.23694291940527648,-12.0,0.5923572985131912,12.0
8e-06,0.0,0.7727413000389691,0.7727413000389691,0.2473722797187976,-12.0,0.618430699296994,12.0
8.2e-06,0.0,0.7909306440411901,0.7909306440411901,0.2579557191707042,-12.0,0.6448892979267605,12.0
8.4e-06,0.0,0.8090773539059012,0.8090773539059012,0.26868934847373077,-12.0,0.6717233711843269,12.0
8.599999999999999e-06,0.0,0.8271808365220363,0.8271808365220363,0.279569343458686,-12.0,0.698923358646715,12.0
8.8e-06,0.0,0.8452405139469431,0.8452405139469431,0.29059194408790984,-12.0,0.7264798602197746,12.0
9e-06,0.0,0.8632558231518009,0.8632558231518009,0.3017534534831864,-12.0,0.7543836337079659,12.0
9.2e-06,0.0,0.8812262157708988,0.8812262157708988,0.31305023696790246,-12.0,0.7826255924197562,12.0
9.4e-06,0.0,0.8991511578547164,0.8991511578547164,0.32447872112324716,-12.0,0.8111968028081178,12.0
9.6e-06,0.0,0.9170301296267535,0.9170301296267535,0.3360353928582469,-12.0,0.8400884821456173,12.0
9.8e-06,0.0,0.9348626252440501,0.9348626252440501,0.3477167984934382,-12.0,0.8692919962335953,12.0
9.999999999999999e-06,0.0,0.9526481525613473,0.9526481525613473,0.359519542857978,-12.0,0.8987988571449449,12.0
1.0199999999999999e-05,0.9703862328988313,0.9703862328988313,0.0,0.3714402884,0.0,0.9286007209999999,12.0
1.0399999999999999e-05,0.9688767810039026,0.9688767810039026,0.0,0.3832856590643835,0.0,0.9582141476609587,12.0
1.06e-05,0.9673204774579356,0.9673204774579356,0.0,0.3948661139191664,0.0,0.9871652847979159,12.0
1.08e-05,0.9657183732671523,0.9657183732671523,0.0,0.4061859814725006,0.0,1.0154649536812514,12.0
1.1e-05,0.9640715022538846,0.9640715022538846,0.0,0.41724952516137226,0.0,1.0431238129034306,12.0
1.12e-05,0.962380881314957,0.962380881314957,0.0,0.42806094430242275,0.0,1.0701523607560568,12.0
1.14e-05,0.9606475106762942,0.9606475106762942,0.0,0.43862437502902085,0.0,1.096560937572552,12.0
1.1599999999999999e-05,0.9588723741438065,0.9588723741438065,0.0,0.44894389121478373,0.0,1.1223597280369593,12.0
1.1799999999999999e-05,0.9570564393506096,0.9570564393506096,0.0,0.4590235053837426,0.0,1.1475587634593565,12.0
1.2e-05,0.9552006580006275,0.9552006580006275,0.0,0.4688671696073441,0.0,1.1721679240183602,12.0
1.22e-05,0.9533059661086358,0.9533059661086358,0.0,0.4784787763884786,0.0,1.1961969409711963,12.0
1.24e-05,0.9513732842367935,0.9513732842367935,0.0,0.4878621595327209,0.0,1.2196553988318022,12.0
1.26e-05,0.9494035177277141,0.9494035177277141,0.0,0.49702109500696906,0.0,1.2425527375174226,12.0
1.28e-05,0.947397556934129,0.947397556934129,0.0,0.5059593017856611,0.0,1.2648982544641527,12.0
1.3e-05,0.9453562774451882,0.9453562774451882,0.0,0.5146804426847501,0.0,1.2867011067118752,12.0
1.3199999999999999e-05,0.9432805403094515,0.9432805403094515,0.0,0.5231881251836129,0.0,1.3079703129590323,12.0
1.3399999999999999e-05,0.9411711922546142,0.9411711922546142,0.0,0.5314859022350669,0.0,1.328714755587667,12.0
1.3599999999999999e-05,0.9390290659040168,0.9390290659040168,0.0,0.5395772730636658,0.0,1.3489431826591645,12.0
1.38e-05,0.9368549799899846,0.9368549799899846,0.0,0.5474656839524447,0.0,1.3686642098811117,12.0
1.4e-05,0.9346497395640432,0.9346497395640432,0.0,0.5551545290182778,0.0,1.3878863225456943,12.0
1.42e-05,0.9324141362040547,0.9324141362040547,0.0,0.5626471509760157,0.0,1.4066178774400393,12.0
1.44e-05,0.9301489482183195,0.9301489482183195,0.0,0.5699468418915637,0.0,1.4248671047289092,12.0
1.4599999999999999e-05,0.9278549408466883,0.9278549408466883,0.0,0.5770568439240575,0.0,1.4426421098101438,12.0
1.4799999999999999e-05,0.9255328664587256,0.9255328664587256,0.0,0.5839803500572981,0.0,1.4599508751432453,12.0
1.4999999999999999e-05,0.9231834647489698,0.9231834647489698,0.0,0.5907205048205961,0.0,1.4768012620514903,12.0
1.52e-05,0.9208074629293304,0.9208074629293304,0.0,0.5972804049991814,0.0,1.4932010124979536,12.0
1.5399999999999998e-05,0.9184055759186633,0.9184055759186633,0.0,0.6036631003343262,0.0,1.5091577508358156,12.0
1.56e-05,0.915978506529568,0.915978506529568,0.0,0.6098715942133319,0.0,1.5246789855333298,12.0
1.5799999999999998e-05,0.9135269456524423,0.9135269456524423,0.0,0.6159088443495235,0.0,1.5397721108738087,12.0
1.6e-05,0.9110515724368385,0.9110515724368385,0.0,0.6217777634523971,0.0,1.5544444086309928,12.0
1.62e-05,0.9085530544701577,0.9085530544701577,0.0,0.6274812198880625,0.0,1.5687030497201562,12.0
1.64e-05,0.9060320479537214,0.9060320479537214,0.0,0.6330220383301195,0.0,1.5825550958252985,12.0
1.66e-05,0.9034891978762589,0.9034891978762589,0.0,0.638403000401107,0.0,1.5960075010027672,12.0
1.68e-05,0.9009251381848474,0.9009251381848474,0.0,0.6436268453046603,0.0,1.6090671132616505,12.0
1.7e-05,0.8983404919533411,0.8983404919533411,0.0,0.6486962704485104,0.0,1.621740676121276,12.0
1.7199999999999998e-05,0.8957358715483272,0.8957358715483272,0.0,0.6536139320584575,0.0,1.6340348301461436,12.0
1.74e-05,0.8931118787926434,0.8931118787926434,0.0,0.6583824457834481,0.0,1.6459561144586201,12.0
1.76e-05,0.8904691051264928,0.8904691051264928,0.0,0.663004387291886,0.0,1.657510968229715,12.0
1.78e-05,0.8878081317661904,0.8878081317661904,0.0,0.667482292859301,0.0,1.6687057321482526,12.0
1.8e-05,0.8851295298605769,0.8851295298605769,0.0,0.6718186599475007,0.0,1.6795466498687517,12.0
1.82e-05,0.8824338606451313,0.8824338606451313,0.0,0.6760159477753295,0.0,1.6900398694383236,12.0
1.84e-05,0.8797216755938184,0.8797216755938184,0.0,0.6800765778811542,0.0,1.7001914447028852,12.0
1.8599999999999998e-05,0.8769935165687017,0.8769935165687017,0.0,0.6840029346771958,0.0,1.7100073366929893,12.0
1.88e-05,0.8742499159673557,0.8742499159673557,0.0,0.6877973659958261,0.0,1.719493414989565,12.0
1.8999999999999998e-05,0.8714913968681082,0.8714913968681082,0.0,0.6914621836279431,0.0,1.7286554590698575,12.0
1.92e-05,0.8687184731731452,0.8687184731731452,0.0,0.6949996638535407,0.0,1.7374991596338516,12.0
1.94e-05,0.865931649749509,0.865931649749509,0.0,0.6984120479645859,0.0,1.7460301199114647,12.0
1.96e-05,0.8631314225680192,0.8631314225680192,0.0,0.7017015427803122,0.0,1.7542538569507804,12.0
1.98e-05,0.8603182788401486,0.8603182788401486,0.0,0.7048703211550404,0.0,1.762175802887601,12.0
1.9999999999999998e-05,0.8574926971528812,0.8574926971528812,0.0,0.7079205224786339,0.0,1.7698013061965847,12.0
2.02e-05,0.0,0.8546551476015846,0.8546551476015846,0.7108542531696953,-12.0,1.7771356329242383,12.0
2.0399999999999998e-05,0.0,0.8710057117304307,0.8710057117304307,0.7138636824072461,-12.0,1.784659206018115,12.0
2.06e-05,0.0,0.8873437100293771,0.8873437100293771,0.7171371681195758,-12.0,1.7928429202989395,12.0
2.0799999999999997e-05,0.0,0.9036680972485613,0.9036680972485613,0.7206692222882767,-12.0,1.8016730557206915,12.0
2.1e-05,0.0,0.9199778499138125,0.9199778499138125,0.7244544450861561,-12.0,1.81113611271539,12.0
2.12e-05,0.0,0.936271965976523,0.936271965976523,0.7284875235586117,-12.0,1.821218808896529,12.0
2.14e-05,0.0,0.9525494644687572,0.9525494644687572,0.732763230324236,-12.0,1.83190807581059,12.0
2.16e-05,0.0,0.96880938516352,0.96880938516352,0.7372764222943727,-12.0,1.8431910557359317,12.0
2.1799999999999998e-05,0.0,0.9850507882401085,0.9850507882401085,0.7420220394113517,-12.0,1.8550550985283791,12.0
2.2e-05,0.0,1.0012727539544757,1.0012727539544757,0.7469951034051326,-12.0,1.8674877585128316,12.0
2.2199999999999998e-05,0.0,1.0174743823145294,1.0174743823145294,0.7521907165680904,-12.0,1.880476791420226,12.0
2.24e-05,0.0,1.033654792760298,1.033654792760298,0.757604060547681,-12.0,1.8940101513692025,12.0
2.26e-05,0.0,1.0498131238488893,1.0498131238488893,0.7632303951567287,-12.0,1.9080759878918219,12.0
2.28e-05,0.0,1.0659485329441738,1.0659485329441738,0.7690650572010812,-12.0,1.922662643002703,12.0
2.3e-05,0.0,1.082060195911123,1.082060195911123,0.7751034593243795,-12.0,1.9377586483109488,12.0
2.3199999999999998e-05,0.0,1.098147306814735,1.098147306814735,0.7813410888696973,-12.0,1.9533527221742433,12.0
2.34e-05,0.0,1.11420907762348,1.11420907762348,0.7877735067578044,-12.0,1.969433766894511,12.0
2.3599999999999998e-05,0.0,1.130244737917201,1.130244737917201,0.794396346381815,-12.0,1.9859908659545373,12.0
2.38e-05,0.0,1.1462535345994014,1.1462535345994014,0.801205312517983,-12.0,2.0030132812949573,12.0
2.4e-05,0.0,1.1622347316138608,1.1622347316138608,0.8081961802524115,-12.0,2.0204904506310286,12.0
2.42e-05,0.0,1.1781876096655093,1.1781876096655093,0.8153647939234466,-12.0,2.0384119848086164,12.0
2.44e-05,0.0,1.1941114659455034,1.1941114659455034,0.8227070660795269,-12.0,2.056767665198817,12.0
2.4599999999999998e-05,0.0,1.21000561386044,1.21000561386044,0.8302189764522684,-12.0,2.075547441130671,12.0
2.48e-05,0.0,1.2258693827656466,1.2258693827656466,0.8378965709445609,-12.0,2.0947414273614022,12.0
2.4999999999999998e-05,0.0,1.2417021177024907,1.2417021177024907,0.845735960633462,-12.0,2.114339901583655,12.0
2.52e-05,0.0,1.2575031791396485,1.2575031791396485,0.8537333207876721,-12.0,2.13433330196918,12.0
2.5399999999999997e-05,0.0,1.2732719427182746,1.2732719427182746,0.8618848898993807,-12.0,2.154712224748452,12.0
2.56e-05,0.0,1.2890077990010154,1.2890077990010154,0.8701869687302772,-12.0,2.175467421825693,12.0
2.58e-05,0.0,1.304710153224812,1.304710153224812,0.8786359193715175,-12.0,2.1965897984287936,12.0
2.6e-05,0.0,1.3203784250574342,1.3203784250574342,0.8872281643174502,-12.0,2.2180704107936253,12.0
2.62e-05,0.0,1.3360120483576936,1.3360120483576936,0.8959601855528979,-12.0,2.2399004638822446,12.0
2.6399999999999998e-05,0.0,1.3516104709392804,1.3516104709392804,0.9048285236538005,-12.0,2.2620713091345013,12.0
2.66e-05,0.0,1.3671731543381709,1.3671731543381709,0.9138297769010267,-12.0,2.2845744422525667,12.0
2.6799999999999998e-05,0.0,1.3826995735835546,1.3826995735835546,0.922960600407162,-12.0,2.307401501017905,12.0
2.7e-05,0.0,1.398189216972228,1.398189216972228,0.9322177052560874,-12.0,2.3305442631402182,12.0
2.7199999999999997e-05,0.0,1.4136415858464058,1.4136415858464058,0.9415978576551611,-12.0,2.3539946441379027,12.0
2.74e-05,0.0,1.4290561943748958,1.4290561943748958,0.9510978780998243,-12.0,2.3777446952495604,12.0
2.76e-05,0.0,1.4444325693375955,1.4444325693375955,0.9607146405504464,-12.0,2.401786601376116,12.0
2.7799999999999998e-05,0.0,1.4597702499132523,1.4597702499132523,0.970445071621238,-12.0,2.426112679053095,12.0
2.8e-05,0.0,1.4750687874704478,1.4750687874704478,0.980286149781052,-12.0,2.45071537445263,12.0
2.8199999999999998e-05,0.0,1.490327745361754,1.490327745361754,0.9902349045659045,-12.0,2.475587261414761,12.0
2.84e-05,0.0,1.5055466987210162,1.5055466987210162,1.0002884158030427,-12.0,2.5007210395076065,12.0
2.8599999999999997e-05,0.0,1.5207252342637174,1.5207252342637174,1.0104438128463957,-12.0,2.526109532115989,12.0
2.88e-05,0.0,1.5358629500903782,1.5358629500903782,1.0206982738232402,-12.0,2.5517456845581004,12.0
2.9e-05,0.0,1.550959455492948,1.550959455492948,1.031049024891922,-12.0,2.577622562229805,12.0
2.9199999999999998e-05,0.0,1.5660143707641434,1.5660143707641434,1.0414933395104689,-12.0,2.603733348776172,12.0
2.94e-05,0.0,1.5810273270096906,1.5810273270096906,1.052028537715943,-12.0,2.6300713442898576,12.0
2.9599999999999998e-05,0.0,1.5959979659634302,1.5959979659634302,1.062651985414371,-12.0,2.6566299635359276,12.0
2.98e-05,0.0,1.6109259398052393,1.6109259398052393,1.0733610936811029,-12.0,2.6834027342027573,12.0
2.9999999999999997e-05,0.0,1.6258109109817345,1.6258109109817345,1.084153318071447,-12.0,2.7103832951786178,12.0
3.02e-05,1.6406525520297088,1.6406525520297088,0.0,1.0950261579414329,0.0,2.737565394853582,12.0
3.04e-05,1.6362509255927602,1.6362509255927602,0.0,1.105787060532914,0.0,2.7644676513322852,12.0
3.06e-05,1.6318068568820858,1.6318068568820858,0.0,1.1162472948042905,0.0,2.7906182370107264,12.0
3.0799999999999996e-05,1.6273215383205797,1.6273215383205797,0.0,1.1264119859487864,0.0,2.8160299648719658,12.0
3.1e-05,1.6227961419865191,1.6227961419865191,0.0,1.1362861810815539,0.0,2.8407154527038845,12.0
3.12e-05,1.6182318199235841,1.6182318199235841,0.0,1.1458748503859795,0.0,2.8646871259649487,12.0
3.14e-05,1.6136297044463255,1.6136297044463255,0.0,1.155182888243385,0.0,2.8879572206084623,12.0
3.1599999999999996e-05,1.608990908441146,1.608990908441146,0.0,1.1642151143463622,0.0,2.9105377858659054,12.0
3.18e-05,1.6043165256628613,1.6043165256628613,0.0,1.1729762747959789,0.0,2.9324406869899473,12.0
3.2e-05,1.5996076310269032,1.5996076310269032,0.0,1.181471043183086,0.0,2.9536776079577147,12.0
3.22e-05,1.5948652808972292,1.5948652808972292,0.0,1.189704021653957,0.0,2.9742600541348923,12.0
3.24e-05,1.5900905133700005,1.5900905133700005,0.0,1.1976797419604848,0.0,2.994199354901212,12.0
3.26e-05,1.5852843485530892,1.5852843485530892,0.0,1.2054026664951594,0.0,3.013506666237898,12.0
3.28e-05,1.580447788841477,1.580447788841477,0.0,1.212877189311043,0.0,3.032192973277607,12.0
3.2999999999999996e-05,1.575581819188601,1.575581819188601,0.0,1.2201076371269637,0.0,3.050269092817409,12.0
3.32e-05,1.570687407373711,1.570687407373711,0.0,1.227098270318136,0.0,3.0677456757953396,12.0
3.34e-05,1.5657655042652898,1.5657655042652898,0.0,1.2338532838924203,0.0,3.0846332097310505,12.0
3.36e-05,1.5608170440806002,1.5608170440806002,0.0,1.2403768084524307,0.0,3.1009420211310763,12.0
3.38e-05,1.555842944641408,1.555842944641408,0.0,1.2466729111436896,0.0,3.1166822778592236,12.0
3.4e-05,1.5508441076259425,1.5508441076259425,0.0,1.252745596589036,0.0,3.1318639914725894,12.0
3.42e-05,1.5458214188171455,1.5458214188171455,0.0,1.2585988078094816,0.0,3.1464970195237036,12.0
3.4399999999999996e-05,1.5407757483472633,1.5407757483472633,0.0,1.2642364271317137,0.0,3.160591067829284,12.0
3.46e-05,1.535707950938835,1.535707950938835,0.0,1.2696622770824333,0.0,3.174155692706083,12.0
3.48e-05,1.5306188661421307,1.5306188661421307,0.0,1.2748801212697214,0.0,3.1872003031743033,12.0
3.5e-05,1.525509318569088,1.525509318569088,0.0,1.2798936652516202,0.0,3.19973416312905,12.0
3.52e-05,1.5203801181238006,1.5203801181238006,0.0,1.2847065573921117,0.0,3.211766393480279,12.0
3.54e-05,1.515232060229607,1.515232060229607,0.0,1.2893223897046777,0.0,3.2233059742616943,12.0
3.56e-05,1.5100659260528304,1.5100659260528304,0.0,1.2937446986836192,0.0,3.2343617467090477,12.0
3.5799999999999996e-05,1.5048824827232166,1.5048824827232166,0.0,1.2979769661233105,0.0,3.2449424153082758,12.0
3.6e-05,1.4996824835511189,1.4996824835511189,0.0,1.3020226199255651,0.0,3.2550565498139123,12.0
3.62e-05,1.4944666682414773,1.4944666682414773,0.0,1.3058850348952826,0.0,3.2647125872382063,12.0
3.64e-05,1.4892357631046378,1.4892357631046378,0.0,1.3095675335245456,0.0,3.2739188338113636,12.0
3.6599999999999995e-05,1.483990481264058,1.483990481264058,0.0,1.3130733867653337,0.0,3.2826834669133342,12.0
3.68e-05,1.4787315228609454,1.4787315228609454,0.0,1.3164058147910203,0.0,3.2910145369775505,12.0
