time,Current: AM1-source,Current: AMD1,Current: AMD4,Current: AMD3,Current: AMD2,Voltage: VMD1,Voltage: VMD4,Voltage: VMD3,Voltage: VMD2,Voltage: VM1-C1
0.001414,0.0,0.0,0.0,0.0,0.0,-3.3484381764050566,-13.63722885203522,-13.637228852035221,-3.348438176405052,16.985667028440275
0.0014141,0.0,0.0,0.0,0.0,0.0,-3.3529779495107848,-13.630990597150735,-13.630990597150738,-3.3529779495107803,16.98396854666152
0.0014142,0.0,0.0,0.0,0.0,0.0,-3.3575198363346663,-13.62475039838778,-13.624750398387782,-3.357519836334662,16.982270234722446
0.0014142999999999998,0.0,0.0,0.0,0.0,0.0,-3.3620638347398826,-13.618508257866196,-13.6185082578662,-3.362063834739878,16.980572092606078
0.0014144,0.0,0.0,0.0,0.0,0.0,-3.3666099425889024,-13.612264177706528,-13.612264177706532,-3.366609942588898,16.97887412029543
0.0014145,0.0,0.0,0.0,0.0,0.0,-3.3711581577433094,-13.606018160030214,-13.606018160030217,-3.371158157743305,16.977176317773523
0.0014146,0.0,0.0,0.0,0.0,0.0,-3.3757084780639017,-13.599770206959478,-13.59977020695948,-3.3757084780638973,16.97547868502338
0.0014146999999999999,0.0,0.0,0.0,0.0,0.0,-3.380260901410715,-13.593520320617309,-13.593520320617312,-3.3802609014107103,16.973781222028023
0.0014148,0.0,0.0,0.0,0.0,0.0,-3.3848154256429854,-13.587268503127497,-13.587268503127499,-3.384815425642981,16.97208392877048
0.0014149,0.0,0.0,0.0,0.0,0.0,-3.3893720486191103,-13.581014756614668,-13.58101475661467,-3.389372048619106,16.970386805233776
0.001415,0.0,0.0,0.0,0.0,0.0,-3.3939307681967525,-13.57475908320419,-13.574759083204192,-3.393930768196748,16.968689851400942
0.0014150999999999999,0.0,0.0,0.0,0.0,0.0,-3.3984915822327233,-13.568501485022285,-13.568501485022288,-3.398491582232719,16.966993067255007
0.0014152,0.0,0.0,0.0,0.0,0.0,-3.4030544885830984,-13.562241964195906,-13.562241964195909,-3.403054488583094,16.965296452779004
0.0014153,0.0,0.0,0.0,0.0,0.0,-3.407619485103102,-13.555980522852863,-13.555980522852867,-3.4076194851030976,16.963600007955964
0.0014154,0.0,0.0,0.0,0.0,0.0,-3.4121865696472318,-13.549717163121693,-13.549717163121695,-3.4121865696472273,16.961903732768924
0.0014154999999999999,0.0,0.0,0.0,0.0,0.0,-3.416755740069129,-13.543451887131795,-13.543451887131798,-3.4167557400691244,16.960207627200923
0.0014156,0.0,0.0,0.0,0.0,0.0,-3.4213269942216984,-13.537184697013302,-13.537184697013306,-3.421326994221694,16.958511691235
0.0014157,0.0,0.0,0.0,0.0,0.0,-3.4259003299570496,-13.530915594897145,-13.530915594897149,-3.425900329957045,16.956815924854194
0.0014157999999999998,0.0,0.0,0.0,0.0,0.0,-3.4304757451264596,-13.524644582915087,-13.524644582915089,-3.430475745126455,16.955120328041545
0.0014158999999999999,0.0,0.0,0.0,0.0,0.0,-3.4350532375804708,-13.51837166319963,-13.518371663199632,-3.4350532375804663,16.9534249007801
