time,Vo,Io,VC1,ILr
3.109439216437698e-05,14.662747765424395,58.65099106169758,223.42634665604487,66.71304634934813
3.124457469987458e-05,14.823592503015778,59.29437001206311,390.0605860061067,66.20117009469524
3.1394757235372176e-05,14.977531629308507,59.910126517234026,552.0824199520189,63.03810257711433
3.1544939770869774e-05,15.117458903647076,60.469835614588305,703.0512610075531,57.388776169106464
3.169512230636737e-05,15.236873125116643,60.94749250046657,837.0631585660526,49.51614750265382
3.184530484186497e-05,15.330132261934002,61.32052904773601,948.9815531076941,39.76922334793027
3.199548737736257e-05,15.39266938336053,61.57067753344212,1034.6338556372073,28.567780939533435
3.214566991286017e-05,15.421162212620564,61.684648850482255,1090.9663957820203,16.38444527545032
3.222658047636844e-05,15.42174615420455,61.6869846168182,1108.4768456455809,9.585447786816738
3.2226580476368876e-05,15.421746154204524,61.686984616818094,1108.4768456456497,9.585447786780161
3.2376763011866474e-05,15.416735121680311,61.666940486721245,1127.7592899441888,5.800348511732156
3.259606830846144e-05,15.425993456448133,61.70397382579253,1138.3738243837747,2.4300561562995426e-12
3.259606830846187e-05,15.42599345644817,61.70397382579268,1138.373824383775,-9.130474154517287e-12
3.281745978176942e-05,15.455327337535675,61.8213093501427,1127.6952891396459,-5.754958658867645
