time,V_D2,VS1,VS2,Vp,Vo,Io,VC1,I_D2,ILr,I_D1,V_D1
0.0012450000000000135,0.0,-14.317413185499099,14.022777702402243,251.02485306032577,14.022777702402243,0.0,-11.116861940265816,0.0,-1.75668967380431,0.0,-28.340190887901336
0.0012450000000000273,4.290198044967178e-13,-14.31741318550166,14.022777702402268,251.02485306041328,14.022777702401838,4.2901980449671777e-10,-11.116861941287569,4.2901980449671777e-10,-1.7566896737668893,0.0,-28.340190887903493
0.0012454244680366623,0.014132717419393679,-14.372823282853025,14.02747727043963,252.8462064682969,14.013344553020238,14.132717419393678,-31.624259647014256,14.132717419393678,-0.5520316811939385,0.0,-28.386167835873263
0.0012456086543354763,0.020757684917797954,-14.382314593248099,14.031939213694729,253.0954933795943,14.01118152877693,20.757684917797953,-33.741500873881904,20.757684917797953,-7.294165271787278e-14,0.0,-28.393496122025027
0.0012456086543354901,0.02075768491829432,-14.382314593248449,14.031939213695106,253.09549337959984,14.011181528776811,20.75768491829432,-33.74150087388289,20.75768491829432,4.13567236012824e-11,0.0,-28.393496122025258
0.0012460331223721251,0.03559688900170338,-14.36813132273352,14.04637580556753,252.36115122466876,14.010778916565826,35.59688900170338,-22.64879317382172,35.59688900170338,1.246985616216202,0.0,-28.378910239299344
0.0012464575904087602,0.04802661095504764,-14.305307807961102,14.064229050130786,249.89867908653156,14.016202439175737,48.026610955047644,9.338134273600165,48.026610955047644,2.351285965653342,0.0,-28.321510247136835
0.0012468820584453952,0.055957087135782735,-14.199535435099808,14.081930598336605,245.9646086433075,14.025973511200823,55.957087135782736,58.57938420955352,55.957087135782736,3.1888256256215515,0.0,-28.22550894630063
0.0012473065264820302,0.057812762881949524,-14.061052540173405,14.095646332058614,240.97609993576557,14.037833569176664,57.812762881949524,119.50059464518888,57.812762881949524,3.6659731913714735,0.0,-28.09888610935007
0.0012477309945186652,0.052709047682728306,-13.903477199892967,14.10171078724311,235.46342950143716,14.049001739560381,52.709047682728304,185.2274320012508,52.709047682728304,3.7300381000195824,0.0,-27.95247893945335
0.0012481554625553002,0.0405505816031943,-13.742261351819117,14.09704147261012,230.00982549939926,14.056490891006927,40.5505816031943,248.36528009645554,40.5505816031943,3.3751168168596886,0.0,-27.79875224282604
0.0012485799305919352,0.022040115327099364,-13.592941801301139,14.079486342265353,225.18547711340656,14.057446226938254,22.040115327099365,301.8356966854982,22.040115327099365,2.642640001673054,0.0,-27.650388028239394
0.001248980833765804,8.675726803630824e-15,-13.475385814151352,14.05017537724128,221.65294580324525,14.05017537724127,8.675726803630823e-12,338.0592571891361,8.675726803630823e-12,1.6795751228195748,0.0,-27.52556119139262
0.001248980833765818,-11.0890787455325,-2.961096631707548,2.961096631707548,50.87170553921425,14.050175377240862,0.0,338.0592571901044,0.0,1.67957512278268,0.0,-17.01127200894841
0.001249405301802453,-12.526965886911722,-1.5107891783456608,1.5107891783456608,25.95539145519598,14.037755065257384,0.0,368.3089470567466,0.0,1.7379189051535229,0.0,-15.548544243603045
0.0012499999999999996,-14.584192107042963,0.5638223942382652,-0.5638223942382652,-9.686481187060622,14.020369712804696,0.0,411.58664944057244,0.0,1.7550628657257874,0.0,-13.45654731856643
0.0012500000000000135,-14.584192107090647,0.5638223942863618,-0.5638223942863618,-9.686481187886955,14.020369712804289,0.0,411.5866494415759,0.0,1.7550628657253522,0.0,-13.456547318517927
0.0012500000000000273,-28.336666991204034,14.020369712803882,-14.316297278400153,-251.02783386118907,14.020369712803882,0.0,411.58664944260136,0.0,1.7550628657248502,0.0,0.0
0.0012500000000000412,-28.336666991206183,14.020369712803905,-14.316297278402711,-251.0278338612765,14.020369712803474,4.3110343695207406e-10,411.58664944362226,0.0,1.7550628656873073,4.3110343695207406e-10,4.311034369520741e-13
0.0012504310207955439,-28.382968319993655,14.02527009170462,-14.372114871504527,-252.85973156437043,14.010853448489124,14.41664321549647,432.1814203790542,0.0,0.5279624115286384,14.41664321549647,0.01441664321549647
0.0012506066766479029,-28.389811948225784,14.029577153098975,-14.380995178955406,-253.09070146330066,14.008816769270378,20.760383828595906,434.1118564715545,0.0,4.971578704271451e-13,20.760383828595906,0.020760383828595907
0.0012506066766479168,-28.389811948226022,14.029577153099355,-14.380995178955759,-253.0907014633063,14.008816769270261,20.760383829093946,434.1118564715557,0.0,-4.102970740937906e-11,20.760383829093946,0.020760383829093947
0.0012510376974434194,-28.374670072311858,14.04432600976836,-14.366202090407212,-252.33007397124823,14.008467981904644,35.85802786371651,422.6566483405305,0.0,-1.2679252984141856,35.85802786371651,0.03585802786371651
0.001251468718238922,-28.315358687368096,14.062555257505586,-14.301234878381239,-249.78757406089537,14.014123808986856,48.431448518731116,389.6648806287487,0.0,-2.3863674920975457,48.431448518731116,0.048431448518731116
0.0012518997390344247,-28.21639259932165,14.080512784693147,-14.192179568790994,-245.73642974884518,14.024213030530655,56.29975416249106,339.0048640735763,0.0,-3.2258381125091518,56.29975416249106,0.05629975416249106
0.0012523307598299273,-28.086271917997244,14.09417763971582,-14.049930378484419,-240.61951703914477,14.036341539512827,57.836100202993286,276.58592312346275,0.0,-3.6896523301288138,57.836100202993286,0.05783610020299329
0.00125276178062543,-27.936483841217605,14.099729485022799,-13.888910080775274,-234.99738852509822,14.04757376044233,52.15572458046937,209.66535425065396,0.0,-3.72509619513582,52.15572458046937,0.05215572458046937
0.0012531928014209326,-27.780159500324487,14.093993540817934,-13.725383087246255,-229.48274238950782,14.054776413078232,39.217127739702065,146.00030431818826,0.0,-3.329447352160208,39.217127739702065,0.03921712773970207
0.0012536238222164353,-27.63054308472537,14.074809297575195,-13.575558634235371,-224.6689937937468,14.054984450490002,19.824847085192896,92.94367974700492,0.0,-2.5501618913687554,19.824847085192896,0.019824847085192897
0.0012539803424370056,-27.52035921755677,14.048100963561756,-13.472258253995015,-221.5811585800397,14.048100963561755,1.0551559626037488e-12,61.473681332650315,0.0,-1.6802892432746641,1.0551559626037488e-12,1.0551559626037487e-15
0.0012539803424370195,-16.98680544278249,2.938704479221146,-2.938704479221146,-50.48700786488655,14.048100963561344,0.0,61.473681331686024,0.0,-1.680289243237831,0.0,-11.109396484339378
0.0012544113632325222,-15.501034985055457,1.465542409624311,-1.465542409624311,-25.17805096912549,14.035492575431146,0.0,30.747173970837657,0.0,-1.7382636547099293,0.0,-12.569950165806835
0.0012549999999999855,-13.430653149420433,-0.5876420565119254,0.5876420565119254,10.095703511065107,14.018295205932358,0.0,-12.08365017080978,0.0,-1.754183783407096,0.0,-14.605937262444282
0.0012549999999999994,-13.43065314937183,-0.5876420565601223,0.5876420565601223,10.09570351189313,14.018295205931953,0.0,-12.083650171815282,0.0,-1.7541837834066327,0.0,-14.605937262492075
0.0012550000000000133,0.0,-14.315565184240489,14.018295205931548,251.03827146320953,14.018295205931548,0.0,-12.083650172838617,0.0,-1.7541837834061147,0.0,-28.33386039017203
0.0012550000000000271,4.328126886658814e-13,-14.315565184243047,14.018295205931572,251.0382714632969,14.018295205931139,4.328126886658814e-10,-12.083650173858874,4.328126886658814e-10,-1.7541837833684724,0.0,-28.33386039017418
0.0012554238810174177,0.014222385371677488,-14.37080923266012,14.023120727942596,252.8517659027265,14.008898342570918,14.222385371677488,-32.476153679244774,14.222385371677488,-0.5448201842848934,0.0,-28.379707575231034
0.0012556048276330769,0.020773705675285446,-14.380117056451109,14.027558359937919,253.09517152829153,14.006784654262633,20.773705675285445,-34.52882477871498,20.773705675285445,-5.238448563815723e-13,0.0,-28.38690171071374
0.0012556048276330908,0.020773705675785025,-14.380117056451464,14.027558359938302,253.0951715282972,14.006784654262518,20.773705675785024,-34.528824778716,20.773705675785024,4.109267093266311e-11,0.0,-28.38690171071398
0.0012560287086504814,0.035687045935263395,-14.365983694259281,14.04209603064313,252.36080950660846,14.006408984707866,35.68704593526339,-23.41800973838544,35.68704593526339,1.250770549767671,0.0,-28.372392678967145
0.001256452589667872,0.048189942405183844,-14.303137925675367,14.060072541202068,249.89546018304458,14.011882598796884,48.18994240518384,8.624540230359127,48.18994240518384,2.358801049465841,0.0,-28.315020524472253
0.0012568764706852626,0.05619121366808908,-14.197262702722258,14.0779194581366,245.95536718519895,14.02172824446851,56.19121366808908,57.96229849146714,56.19121366808908,3.199932384057192,0.0,-28.218990947190765
0.0012573003517026532,0.058112768499472556,-14.058585559312402,14.091801705346915,240.95733620049964,14.033688936847442,58.11276849947255,119.02489999184537,58.11276849947255,3.6803831288405986,0.0,-28.092274496159845
0.0012577242327200438,0.053066168322975206,-13.900715771141913,14.09805091707941,235.43139142403464,14.044984748756436,53.0661683229752,184.94046875341652,53.0661683229752,3.7472348926728074,0.0,-27.94570051989835
0.0012581481137374343,0.04095106134253557,-13.739103638129016,14.093578960951945,229.96080151746781,14.052627899609409,40.951061342535574,248.31292458766737,40.951061342535574,3.3942883905334362,0.0,-27.791731537738425
0.001258571994754825,0.022464600688830768,-13.589296388672183,14.076225105080896,225.11626234769545,14.053760504392065,22.464600688830767,302.05634885949144,22.464600688830767,2.662642466926221,0.0,-27.643056893064248
0.0012589794828412805,8.217039271229965e-13,-13.46937863275217,14.046465099298135,221.51036303092934,14.046465099297313,8.217039271229964e-10,339.06105004584435,8.217039271229964e-10,1.679962567528678,0.0,-27.51584373204948
0.0012589794828412944,-11.133391560048278,-2.9130735392486216,2.9130735392486216,50.04666775000703,14.046465099296904,0.0,339.06105004681376,0.0,1.6799625674915601,0.0,-16.959538638545524
0.001259403363858685,-12.569060411854164,-1.4650048422398925,1.4650048422398925,25.168815549587066,14.034065254094058,0.0,369.2641664027005,0.0,1.7370042994377553,0.0,-15.49907009633395
0.0012599999999999857,-14.630880158813607,0.6142518324590043,-0.6142518324590043,-10.552860049608626,14.016628326354601,0.0,412.6389419204092,0.0,1.7524528268697823,0.0,-13.402376493895597
0.0012599999999999996,-14.63088015886122,0.6142518325070263,-0.6142518325070263,-10.552860050433594,14.016628326354192,0.0,412.638941921411,0.0,1.7524528268693054,0.0,-13.402376493847166
0.0012600000000000137,-28.331992748816013,14.016628326353782,-14.315364422462231,-251.05995822924186,14.016628326353782,0.0,412.6389419224509,0.0,1.7524528268687514,0.0,0.0
0.0012600000000000276,-28.331992748818163,14.016628326353809,-14.31536442246479,-251.0599582293292,14.016628326353374,4.3515186802814705e-10,412.63894192347027,0.0,1.7524528268309714,4.3515186802814705e-10,4.3515186802814707e-13
0.0012604305199118292,-28.378161270443464,14.021666952419864,-14.371012617198883,-252.88367123562972,14.007148653244581,14.518299175282904,433.1127794586813,0.0,0.5198426160950288,14.518299175282904,0.014518299175282905
0.0012606026231874352,-28.384857705538916,14.025942245123733,-14.379692913947911,-253.10832052098223,14.005164791591003,20.777453532730462,434.9748408089,0.0,4.140407461328266e-11,20.777453532730462,0.02077745353273046
0.0012606026231874491,-28.384857705539165,14.025942245124119,-14.379692913948281,-253.10832052098831,14.005164791590888,20.777453533231952,434.9748408089014,0.0,-3.24462678946702e-13,20.777453533231952,0.020777453533231953
0.0012610331430992507,-28.369784538085444,14.040805210545336,-14.364939224223958,-252.34708903717902,14.004845313861487,35.95989668384941,423.49239586926984,0.0,-1.272435909296494,35.95989668384941,0.035959896683849406
0.0012614636630110523,-28.310460038537926,14.05917396537843,-14.299900772058534,-249.79975206350787,14.010559266479392,48.61469889903619,390.41915053830377,0.0,-2.3951885746003736,48.61469889903619,0.04861469889903619
0.001261894182922854,-28.211397258780373,14.07729252384805,-14.190662238668141,-245.7395578809844,14.020735020112232,56.557503735817534,339.6243322375698,0.0,-3.238564309837853,56.557503735817534,0.056557503735817534
0.0012623247028346555,-28.0810967475026,14.091134979534598,-14.048119319500595,-240.6095181935389,14.032977428002003,58.15755153259482,277.01972809389304,0.0,-3.7056463295295687,58.15755153259482,0.058157551532594824
0.001262755222746457,-27.93105053379964,14.096874466245435,-13.886701808187013,-234.97053849382428,14.04434872561263,52.5257406328047,209.867925683028,0.0,-3.7434634834913165,52.5257406328047,0.0525257406328047
0.0012631857426582587,-27.77440144380573,14.09132784683669,-13.72268967653489,-229.43599434449055,14.05171176727084,39.61607956584932,145.93549694208428,0.0,-3.3490270806907145,39.61607956584932,0.03961607956584932
0.0012636162625700603,-27.624414323297238,14.072324555974978,-13.572318741785685,-224.6003856855379,14.05209558151155,20.228974463428813,92.58985910387867,0.0,-2.5695481343047937,20.228974463428813,0.020228974463428813
0.0012639789034546362,-27.512039527346754,14.045172111649432,-13.46686741569733,-221.44633433140436,14.045172111649425,7.608580432361123e-12,60.421771322118026,0.0,-1.6808940288393452,7.608580432361123e-12,7.608580432361122e-15
0.00126397890345465,-16.933450076072567,2.8882779644235543,-2.8882779644235543,-49.620679226812825,14.045172111649013,0.0,60.421771321152946,0.0,-1.680894028802284,0.0,-11.15689414722464
0.0012644094233664517,-15.449486399962115,1.4169054155676952,-1.4169054155676952,-24.342466336909727,14.03258098439442,0.0,29.732459073226035,0.0,-1.737499498356514,0.0,-12.615675568826724
0.001264999999999985,-13.374259716242655,-0.6410705058052737,0.6410705058052737,11.013605450084468,14.015330222047929,0.0,-13.198501426986436,0.0,-1.7516233383041913,0.0,-14.656400727853203
0.001264999999999999,-13.374259716194128,-0.6410705058533955,0.6410705058533955,11.013605450911204,14.015330222047524,0.0,-13.19850142799038,0.0,-1.7516233383036837,0.0,-14.65640072790092
0.001265000000000013,0.0,-14.315523924885493,14.015330222047114,251.08768842417462,14.015330222047114,0.0,-13.198501429028273,0.0,-1.7516233383031108,0.0,-28.33085414693261
0.001265000000000027,4.370221809402595e-13,-14.315523924888053,14.015330222047144,251.08768842426196,14.015330222046707,4.370221809402595e-10,-13.198501430046997,4.370221809402595e-10,-1.7516233382652209,0.0,-28.330854146934758
0.0012654232305869477,0.014321791595255434,-14.370591295584163,14.02029351982022,252.8927563885451,14.005971728224964,14.321791595255434,-33.46732172005014,14.321791595255434,-0.5369903961519795,0.0,-28.376563023809126
0.0012656006615344977,0.020792742929948246,-14.379701477240337,14.024703501645604,253.12985209048708,14.003910758715655,20.792742929948247,-35.45099969553889,20.792742929948247,-4.1757527990959886e-11,0.0,-28.383612235955994
0.0012656006615345116,0.02079274293045141,-14.379701477240708,14.024703501645991,253.12985209049313,14.00391075871554,20.79274293045141,-35.45099969553994,20.79274293045141,6.962486143180513e-14,0.0,-28.383612235956246
0.0012660238921214323,0.03578877236561414,-14.365621192576207,14.039352528930216,252.3954027766524,14.003563756564603,35.788772365614136,-24.31948011178867,35.788772365614136,1.255048960793724,0.0,-28.36918494914081
0.001266447122708353,0.04837317045138962,-14.302745503953114,14.057464964790311,249.92669609058098,14.009091794338921,48.37317045138962,7.786560631807545,48.37317045138962,2.3672898970874066,0.0,-28.311837298292033
0.0012668703532952737,0.05645307607953316,-14.196748297031972,14.075472100604522,245.97966917851582,14.019019024524988,56.45307607953316,57.23414974177576,56.45307607953316,3.212464496317931,0.0,-28.21576732155696
0.0012672935838821944,0.05844750540159032,-14.057845637965189,14.089537606148127,240.97075560383828,14.031090100746537,58.44750540159032,118.45707609854821,58.44750540159032,3.6966202253110234,0.0,-28.088935738711726
0.001267716814469115,0.05346370881855237,-13.899637705191932,14.0959897196537,235.42972552559377,14.042526010835147,53.46370881855237,184.58585466302338,53.46370881855237,3.766583431862128,0.0,-27.942163716027075
0.0012681400450560358,0.04139579382393872,-13.737573705582754,14.091733909241327,229.93991980330094,14.050338115417388,41.395793823938725,248.2224359026685,41.395793823938725,3.4158265437487554,0.0,-27.787911821000137
0.0012685632756429565,0.02293473685573733,-13.587213115855786,14.074599715747883,225.07262149093629,14.051664978892147,22.934736855737327,302.27229625173146,22.934736855737327,2.6850822417686224,0.0,-27.63887809474793
0.0012689779788295445,8.166728959757564e-13,-13.464669417723238,14.04434592730974,221.38505361767758,14.044345927308923,8.166728959757563e-10,340.14759857856296,8.166728959757563e-10,1.6806579862543851,0.0,-27.50901534503216
0.0012689779788295583,-11.183359745059025,-2.8609861822494764,2.8609861822494764,49.1518058062249,14.044345927308516,0.0,340.14759857953374,0.0,1.6806579862170166,0.0,-16.905332109557992
0.001269401209416479,-12.6168076899751,-1.415159302993164,1.415159302993164,24.312468084310126,14.031966992968266,0.0,370.30408861834735,0.0,1.7362870784748907,0.0,-15.44712629596143
0.0012699999999999842,-14.684085636237125,0.6696153783202128,-0.6696153783202128,-11.504006990407333,14.014470257916914,0.0,413.79416438246113,0.0,1.7498696303349703,0.0,-13.344854879596701
0.0012699999999999981,-14.684085636284667,0.6696153783681638,-0.6696153783681638,-11.504006991231165,14.014470257916507,0.0,413.7941643834616,0.0,1.7498696303344468,0.0,-13.344854879548343
0.0012700000000000122,-28.33065882008576,14.014470257916095,-14.316188562169664,-251.12524543761197,14.014470257916095,0.0,413.7941643845,0.0,1.7498696303338446,0.0,0.0
0.001270000000000026,-28.33065882008791,14.014470257916125,-14.316188562172222,-251.12524543769925,14.014470257915686,4.3945076519817734e-10,413.7941643855178,0.0,1.749869630295811,4.3945076519817734e-10,4.3945076519817733e-13
0.0012704299865665429,-28.376690892384016,14.019653809812098,-14.371663154439537,-252.94051494114169,14.005027737944477,14.626071867620597,434.1428278846537,0.0,0.5113721970485987,14.626071867620597,0.014626071867620598
0.0012705983950574038,-28.38323482695007,14.023894473837007,-14.380136846496807,-253.15866631043357,14.003097980453262,20.796493383745045,435.93495201352704,0.0,1.3011813848606835e-13,20.796493383745045,0.020796493383745045
0.0012705983950574177,-28.38323482695031,14.023894473837395,-14.38013684649717,-253.1586663104393,14.003097980453145,20.796493384250212,435.93495201352823,0.0,-4.181566204408682e-11,20.796493384250212,0.02079649338425021
0.0012710283816239345,-28.368231391897016,14.038877698314984,-14.365422997644323,-252.39674056404505,14.002808394252694,36.06930406228912,424.4231356754761,0.0,-1.2772914782044054,36.06930406228912,0.03606930406228912
0.0012714583681904513,-28.308887538911,14.05739362385227,-14.30030468827259,-249.8441393616076,14.008582850638414,48.81077321385634,391.2620529798095,0.0,-2.404682903666438,48.81077321385634,0.048810773213856344
0.001271888354756968,-28.209714541266006,14.075682047938166,-14.190865290213013,-245.77413833394732,14.018849251052995,56.83279688517181,340.32199129828757,0.0,-3.252258612976055,56.83279688517181,0.05683279688517181
0.0012723183413234848,-28.07921359321277,14.089711689863607,-14.04800230343366,-240.62990326380134,14.031211289779112,58.50040008449606,277.5174899062905,0.0,-3.722852059835557,58.50040008449606,0.05850040008449606
0.0012727483278900016,-27.92888211262822,14.095648636361755,-13.886153305277572,-234.9727276345903,14.042728807350647,52.91982901110863,210.11693070809312,0.0,-3.7632163549462376,52.91982901110863,0.052919829011108636
0.0012731783144565184,-27.771875659975425,14.09030076761444,-13.721615186802214,-229.41672175761428,14.05026047317321,40.040294441229335,145.89709449265266,0.0,-3.370078323764689,40.040294441229335,0.040040294441229335
0.0012736083010230351,-27.621481365284435,14.071486744645595,-13.570652425069472,-224.55755401626206,14.050828940214963,20.657804430632986,92.24101834834481,0.0,-2.5903880612383916,20.657804430632986,0.020657804430632986
0.001273977368666448,-27.50677702340293,14.043866027311726,-13.462910996091203,-221.33292427999402,14.043866027311726,8.668621376273222e-13,59.327938792544714,0.0,-1.6817843967933612,8.668621376273222e-13,8.668621376273222e-16
0.0012739773686664619,-16.879706539709304,2.8358405123979855,-2.8358405123979855,-48.71980264274365,14.043866027311317,0.0,59.32793879157862,0.0,-1.6817843967560557,0.0,-11.208025514912503
0.0012744073552329786,-15.397438645804275,1.3661469955948933,-1.3661469955948933,-23.470435560594563,14.031291650209381,0.0,28.673511163298105,0.0,-1.7369655400470219,0.0,-12.665144654614487
0.0012749999999999984,-13.316714025154718,-0.6972677173011627,0.6972677173011627,11.979074784901556,14.013981742455881,0.0,-14.371099901367447,0.0,-1.74919480298729,0.0,-14.711249459757044
0.0012750000000000122,-13.316714025106263,-0.6972677173492123,0.6972677173492123,11.979074785727052,14.013981742455476,0.0,-14.37109990236989,0.0,-1.7491948029867352,0.0,-14.711249459804689
0.0012750000000000263,0.0,-14.317158863002845,14.013981742455066,251.1669259045123,14.013981742455066,0.0,-14.371099903406435,0.0,-1.7491948029861133,0.0,-28.33114060545791
0.0012750000000000402,4.4131782115404973e-13,-14.317158863005403,14.013981742455098,251.16692590459954,14.013981742454657,4.413178211540497e-10,-14.371099904423705,4.413178211540497e-10,-1.7491948029479696,0.0,-28.33114060546006
0.0012754225702685832,0.014423145700303789,-14.372052625889626,14.019083895994122,252.96365425077303,14.004660750293818,14.423145700303788,-34.51706038236397,14.423145700303788,-0.5291431715305951,0.0,-28.376713376183442
0.001275596487269921,0.02081309842038686,-14.380966549057723,14.023464821790647,253.19451162485538,14.00265172337026,20.813098420386858,-36.432838591960966,20.813098420386858,-2.2004620348070603e-13,0.0,-28.38361827242798
0.0012755964872699348,0.0208130984208937,-14.380966549058085,14.023464821791036,253.1945116248611,14.002651723370143,20.8130984208937,-36.43283859196204,20.8130984208937,4.182482138403998e-11,0.0,-28.383618272428222
0.0012760190575384779,0.03589390592505878,-14.366938286049445,14.03822679431506,252.45991153978238,14.00233288839,35.89390592505878,-25.279599037669968,35.89390592505878,1.2594850750732514,0.0,-28.369271174439447
0.001276441627807021,0.04856174209385946,-14.30402713200056,14.05647720022779,249.98762209221013,14.00791545813393,48.56174209385946,6.892929743138968,48.56174209385946,2.376085125284381,0.0,-28.311942590134485
0.001276864198075564,0.05672192188688678,-14.197898072757503,14.07464685312374,246.03328313785948,14.017924931236854,56.72192188688678,56.45518529671473,56.72192188688678,3.2254340798201593,0.0,-28.215823003994355
0.001277286768344107,0.05879043514895747,-14.058756078542325,14.088897939011561,241.012972816034,14.030107503862604,58.79043514895747,117.84487394847041,58.79043514895747,3.713400360044632,0.0,-28.088863582404926
0.00127770933861265,0.05387010376270812,-13.900192805577118,14.095555050539122,235.456231266474,14.041684946776414,53.87010376270812,184.1945756233065,53.87010376270812,3.786548073367223,0.0,-27.94187775235353
0.001278131908881193,0.041849399252335766,-13.737657138471372,14.091516995438923,229.94650247626112,14.049667596186588,41.849399252335765,248.10386223689213,41.849399252335765,3.438015697594781,0.0,-27.787324734657957
0.001278554479149736,0.02341305472034998,-13.586721753466332,14.074603325575934,225.05569382264264,14.051190270855583,23.41305472034998,302.46912299728876,23.41305472034998,2.708165782138754,0.0,-27.637912024321913
0.0012789764428678162,3.978190693532113e-14,-13.461496850116523,14.043851209089992,221.28463844510333,14.043851209089953,3.978190693532113e-11,341.23557411346866,3.978190693532113e-11,1.6815910024035405,0.0,-27.505348059206476
0.0012789764428678301,-11.235021926538217,-2.808829282550537,2.808829282550537,48.255749117324285,14.04385120908955,0.0,341.235574114441,0.0,1.6815910023659142,0.0,-16.852680491640086
0.0012793990131363731,-12.666414259434422,-1.3650777798661196,1.3650777798661196,23.452066410756686,14.03149203930054,0.0,371.3489101564881,0.0,1.7358063045014571,0.0,-15.39656981916666
0.0012799999999999832,-14.739545170586798,0.7256129017991491,-0.7256129017991491,-12.466045680682441,14.013932268787645,0.0,414.9625917782446,0.0,1.7474940544118005,0.0,-13.288319366988496
0.001279999999999997,-14.73954517063429,0.7256129018470467,-0.7256129018470467,-12.46604568150525,14.013932268787242,0.0,414.9625917792438,0.0,1.7474940544112307,0.0,-13.288319366940195
0.0012800000000000114,-28.332513884945605,14.013932268786826,-14.318581616158781,-251.2166094291536,14.013932268786826,0.0,414.96259178029675,0.0,1.7474940544105697,0.0,0.0
0.0012800000000000253,-28.33251388494776,14.013932268786863,-14.318581616161339,-251.2166094292409,14.01393226878642,4.436760011627158e-10,414.96259178131317,0.0,1.7474940543722859,4.436760011627158e-10,4.436760011627158e-13
0.0012804294616645593,-28.378415881686728,14.019256589217385,-14.373891121085304,-253.0237989821282,14.00452476060142,14.731828615964094,435.1910947583313,0.0,0.5031791007834622,14.731828615964094,0.014731828615964095
0.0012805943106354012,-28.384813413806018,14.023462314672564,-14.382167035892994,-253.23576074602332,14.002646377913024,20.81593675954057,436.91695268386366,0.0,4.198677516775717e-11,20.81593675954057,0.02081593675954057
0.001280594310635415,-28.384813413806278,14.023462314672958,-14.382167035893369,-253.23576074602946,14.002646377912908,20.81593676004939,436.91695268386485,0.0,-1.751931932858497e-13,20.81593676004939,0.020815936760049388
0.001281023772299949,-28.369875625028875,14.038562914611855,-14.367490562418942,-252.47310554797522,14.002385062609932,36.17785200192339,425.37587055609754,0.0,-1.282121967818207,36.17785200192339,0.03617785200192339
0.001281453233964483,-28.310507909896796,14.057222610653545,-14.302290023312828,-249.91521697560538,14.008217886583967,49.004724069576795,392.12729064497694,0.0,-2.4141269287626006,49.004724069576795,0.049004724069576795
0.001281882695629017,-28.211219875722644,14.075676962397345,-14.192647618154394,-245.83540307926242,14.01857225756825,57.104704829095816,341.0426235550087,0.0,-3.265877425182402,57.104704829095816,0.05710470482909582
0.001282312157293551,-28.080513521283674,14.08988930544894,-14.049462841544916,-240.67699040711284,14.031050679738756,58.83862571018402,278.0392409374863,0.0,-3.7399584250854705,58.83862571018402,0.05883862571018402
0.001282741618958085,-27.929891799971703,14.096018699353081,-13.887181224447977,-235.00166592444546,14.042710575523728,53.30812382935258,210.3913800733443,0.0,-3.7828498393280467,53.30812382935258,0.053308123829352586
0.001283171080622619,-27.772523072541055,14.090864102987064,-13.722116642759092,-229.4242758903358,14.050406429781965,40.45767320509866,145.88603394180444,0.0,-3.3909976140508977,40.45767320509866,0.04045767320509866
0.001283600542287153,-27.621716675752506,14.072233509804546,-13.570562119144292,-224.54165139258365,14.051154556608212,21.078953196333654,91.92177345087325,0.0,-2.6110950295544857,21.078953196333654,0.021078953196333655
0.001283975855582928,-27.504720207770387,14.044155934180402,-13.460564273589991,-221.24740384119073,14.044155934180393,9.566125669380199e-12,58.27293743395438,0.0,-1.6828776453625482,9.566125669380199e-12,9.566125669380199e-15
0.0012839758555829419,-16.829419405640202,2.7852634714602154,-2.7852634714602154,-47.85088796225675,14.044155934179987,0.0,58.27293743298712,0.0,-1.682877645325,0.0,-11.258892462718947
0.0012844053172474759,-15.348621103153532,1.3170244724559674,-1.3170244724559674,-22.62650952802006,14.031596630697564,0.0,27.648715752521042,0.0,-1.7366846849668145,0.0,-12.714572158241596
0.0012849999999999806,-13.262188693156306,-0.7520377964393264,0.7520377964393264,12.920025954289573,14.014226489595632,0.0,-15.513896824114275,0.0,-1.7470612038020632,0.0,-14.766264286034959
0.0012849999999999945,-13.262188693107914,-0.7520377964873123,0.7520377964873123,12.92002595511397,14.014226489595227,0.0,-15.513896825115388,0.0,-1.7470612038014628,0.0,-14.76626428608254
0.001285000000000009,0.0,-14.320230397752285,14.014226489594801,251.2681588018489,14.014226489594801,0.0,-15.513896826182616,0.0,-1.7470612038007718,0.0,-28.334456887347088
0.0012850000000000229,4.4538813770880486e-13,-14.320230397754846,14.01422648959484,251.26815880193612,14.014226489594394,4.4538813770880487e-10,-15.513896827198606,4.4538813770880487e-10,-1.7470612037623858,0.0,-28.33445688734924
0.0012854219483037263,0.014519119099326856,-14.37496577554653,14.019458644971698,253.0572218387567,14.00493952587237,14.519119099326856,-35.54650286386949,14.519119099326856,-0.5218362442567837,0.0,-28.379905301418898
0.0012855926026671112,0.02083324195046406,-14.383698606379989,14.023811306094814,253.28234788856648,14.002978064144349,20.83324195046406,-37.40018321049116,20.83324195046406,-5.926925616961398e-13,0.0,-28.386676670524338
0.001285592602667125,0.02083324195097442,-14.383698606380355,14.023811306095208,253.2823478885723,14.002978064144234,20.83324195097442,-37.40018321049226,20.83324195097442,4.1661091243483384e-11,0.0,-28.386676670524587
0.0012860145509708285,0.035994750804236975,-14.369717660707638,14.038679692809326,252.547547530305,14.00268494200509,35.99475080423697,-26.2258058319186,35.99475080423697,1.263753123868115,0.0,-28.372402602712725
