time,V_D2,VS1,VS2,Vp,Vo,Io,VC1,I_D2,ILr,I_D1,V_D1
0.00046138631401321825,-29.38443546719846,14.578084363624054,-14.858852724367718,-260.0890514071612,14.525582742830746,52.50162079330719,417.37916244772566,0.0,-2.5886633081912653,52.50162079330719,0.05250162079330719
0.00046180616435140726,-29.281865676960205,14.598811927505668,-14.744884156601994,-255.8217709559308,14.536981520358214,61.830407147454515,363.6936951693377,0.0,-3.5185486573811495,61.830407147454515,0.06183040714745452
0.00046222601468959626,-29.146037028707102,14.615526407641793,-14.595105565073423,-250.39413084122953,14.550931463633676,64.59494400811812,297.0883240466845,0.0,-4.0590451676185255,64.59494400811812,0.06459494400811812
0.00046264586502778527,-28.988517747367563,14.624267977117933,-14.424062898468218,-244.37330306776514,14.564454848899343,59.813128218589604,224.9225725393664,0.0,-4.15166714892157,59.813128218589604,0.059813128218589605
0.0004630657153659743,-28.822669575649094,14.621679710976544,-14.2483303631929,-238.38574216573676,14.574339212456195,47.34049852034812,155.14716699709047,0.0,-3.787584945756352,47.34049852034812,0.04734049852034812
0.0004634855657041633,-28.66216769524345,14.605377955763032,-14.084673952362868,-233.04779939854473,14.577493742880582,27.88421288244953,95.42366578271618,0.0,-3.0084755088627215,27.88421288244953,0.02788421288244953
0.0004639054160423523,-28.519489840338338,14.574214226958594,-13.9481984636381,-228.89762993328893,14.571291376700238,2.922850258355524,52.278278313206286,0.0,-1.9017877047763454,2.922850258355524,0.002922850258355524
0.0004639500779465621,-28.50573099688956,14.570006045561852,-13.935724951327717,-228.5416297436397,14.570006045561842,1.1217249351602732e-11,48.850593078788314,0.0,-1.7681231483895443,1.1217249351602732e-11,1.1217249351602732e-14
0.00046395007794656557,-16.903198042287297,2.333191996725557,-2.333191996725557,-40.08429004068941,14.57000604556174,0.0,48.8505930785322,0.0,-1.7681231483791076,0.0,-12.236814048835967
0.0004643699282847546,-15.38918680407476,0.8319189619124551,-0.8319189619124551,-14.29238614158102,14.557267842162304,0.0,17.53591234426942,0.0,-1.8087202949246683,0.0,-13.725348880249848
0.00046500000000000154,-13.101135966400404,-1.4370343952497486,1.4370343952497486,24.688282652468384,14.538170361650153,0.0,-29.79891324018797,0.0,-1.7971569495220905,0.0,-15.9752047568999
0.000465000000000005,-13.10113596638797,-1.4370343952620763,1.4370343952620763,24.688282652680172,14.538170361650046,0.0,-29.798913240445174,0.0,-1.7971569495217983,0.0,-15.975204756912122
0.0004650000000000102,0.0,-14.852509804362533,14.53817036164989,260.5556393437439,14.53817036164989,0.0,-29.79891324083877,0.0,-1.7971569495213293,0.0,-29.390680166012423
0.0004650000000000137,1.1435676266502009e-13,-14.85250980436319,14.538170361649899,260.55563934376636,14.538170361649785,1.1435676266502008e-10,-29.79891324110003,1.1435676266502008e-10,-1.7971569495114426,0.0,-29.390680166012974
0.00046541851087226327,0.01478844773321783,-14.908386892355397,14.543346584667113,262.3848499709066,14.528558136933896,14.78844773321783,-50.31236507765042,14.78844773321783,-0.545438421540781,0.0,-29.436945029289287
0.0004655917160987857,0.02136925492610781,-14.917512726290216,14.5478173415857,262.62144097121023,14.526448086659592,21.369254926107807,-52.27915042772203,21.369254926107807,-1.2989609388114332e-14,0.0,-29.443960812949804
0.00046559171609878916,0.021369254926238857,-14.917512726290305,14.547817341585796,262.62144097121165,14.526448086659558,21.369254926238856,-52.279150427722286,21.369254926238856,1.0867612365572654e-11,0.0,-29.443960812949864
0.00046601022697103874,0.03682421660400269,-14.903264026254067,14.562811109060501,261.87530048160676,14.525986892456498,36.824216604002686,-40.95195715469821,36.824216604002686,1.2916804227610617,0.0,-29.429250918710565
0.0004664287378432883,0.049850863967484706,-14.839334776971725,14.581375029059968,259.36269035835215,14.531524165092483,49.850863967484706,-8.253167484559082,49.850863967484706,2.439567424699705,0.0,-29.370858942064206
0.0004668472487155379,0.05833611853035126,-14.731352293427365,14.599925421381187,255.33820591172116,14.541589302850836,58.336118530351264,42.1973956121683,58.336118530351264,3.3182039536683527,0.0,-29.2729415962782
0.0004672657595877875,0.06067180700939607,-14.589485553952724,14.614602812941953,250.2170612108546,14.553931005932558,60.67180700939607,104.84380211173213,60.67180700939607,3.8320252345795303,0.0,-29.14341655988528
0.0004676842704600371,0.055930172592105254,-14.427317397557546,14.621697294422402,244.5290852678999,14.565767121830296,55.93017259210525,172.8091958134473,55.93017259210525,3.925781359640644,0.0,-28.99308451938784
0.00046810278133228666,0.043964200240088236,-14.260344594141431,14.618056427648238,238.86024429516715,14.57409222740815,43.96420024008823,238.6545311529805,43.96420024008823,3.59050504845533,0.0,-28.834436821549577
0.00046852129220453624,0.02542192436933862,-14.10427149165513,14.601430938572031,233.7881452244246,14.576009014202693,25.42192436933862,295.197157162273,25.42192436933862,2.864380223715161,0.0,-28.68028050585782
0.0004689398030767858,0.0016733635797350787,-13.973285203079493,14.570720377603838,229.81862059910242,14.569047014024102,1.6733635797350788,336.29917613689133,1.6733635797350788,1.8284288173458783,0.0,-28.542332217103596
0.00046896664056779783,6.3704597152991485e-15,-13.965971857245442,14.568258405881696,229.60980276868736,14.56825840588169,6.370459715299148e-12,338.3105980467694,6.370459715299148e-12,1.7530340987923008,0.0,-28.53423026312713
0.0004689666405678013,-11.619561999836051,-2.948696406045322,2.948696406045322,50.65866938843362,14.568258405881586,0.0,338.31059804702375,0.0,1.7530340987825226,0.0,-17.516954811926908
0.0004693851514400509,-13.097542812986536,-1.4580180483389462,1.4580180483389462,25.048782276040356,14.55556086132548,0.0,369.4026495060427,0.0,1.8097201590832754,0.0,-16.013578909664425
0.00047000000000000145,-15.309294589086942,0.7723700890377181,-0.7723700890377181,-13.269335190241861,14.536924500049222,0.0,415.93050259259144,0.0,1.8226156698788984,0.0,-13.764554411011504
0.0004700000000000049,-15.309294589099327,0.7723700890502059,-0.7723700890502059,-13.269335190456331,14.536924500049121,0.0,415.93050259285195,0.0,1.822615669878747,0.0,-13.764554410998915
0.0004700000000000101,-29.353794589872653,14.536924500048961,-14.816870089823693,-259.3536828208049,14.536924500048961,0.0,415.9305025932514,0.0,1.8226156698784908,0.0,0.0
0.0004700000000000136,-29.353794589873203,14.536924500048956,-14.816870089824349,-259.3536828208275,14.536924500048855,1.0202665223237438e-10,415.9305025935165,0.0,1.8226156698693365,1.0202665223237438e-10,1.0202665223237438e-13
0.00047043237685817575,-29.40197412108603,14.540612943746403,-14.875190973033305,-261.29228278664067,14.526783148052726,13.829795693677926,437.9952495522677,0.0,0.6155156926752595,13.829795693677926,0.013829795693677926
0.0004706399196315283,-29.410276759522752,14.545199970515895,-14.886151835955506,-261.589866892907,14.524124923567246,21.075046948648477,440.6562057607809,0.0,1.0218353940771863e-11,21.075046948648477,0.02107504694864848
0.00047063991963153175,-29.410276759522795,14.545199970515979,-14.886151835955586,-261.58986689290833,14.52412492356721,21.075046948769028,440.65620576078106,0.0,-3.802513859341161e-14,21.075046948769028,0.02107504694876903
0.0004710722964896939,-29.39405832784319,14.559113122039877,-14.870701362845995,-260.8210027369708,14.523356964997197,35.756157042679995,429.25434157320154,0.0,-1.2580219620720965,35.756157042679995,0.035756157042679995
0.0004715046733478561,-29.33363319857397,14.576353317641232,-14.80519909378783,-258.27709405441396,14.52843410478614,47.91921285509185,396.4237032537041,0.0,-2.366904400509742,47.91921285509185,0.04791921285509185
0.00047193705020601823,-29.233527252119853,14.593173105658076,-14.695743080936506,-254.2317017642452,14.53778417118335,55.38893447472642,346.0356963894182,0.0,-3.1974882752439866,55.38893447472642,0.05538893447472642
0.0004723694270641804,-29.102252667572085,14.605558522868098,-14.553240290131056,-249.1280196610408,14.549012377441027,56.54614542707011,284.00215481169295,0.0,-3.6535401493710093,56.54614542707011,0.05654614542707011
0.00047280180392234256,-28.951302229729865,14.60970066256409,-14.392117643615062,-243.52654677203367,14.5591845861148,50.51607644929058,217.5777416584442,0.0,-3.6829354515755375,50.51607644929058,0.050516076449290584
0.0004732341807805047,-28.793797344462337,14.602442061373457,-14.228624288816514,-238.03916046376037,14.565173055645827,37.26900572763051,154.50692195121766,0.0,-3.2836473075032675,37.26900572763051,0.037269005727630505
0.0004736665576386669,-28.642948986057174,14.58164569716264,-14.078924967854498,-233.2573459751383,14.564024018202678,17.621678959961923,102.11580381613285,0.0,-2.503853179251874,17.621678959961923,0.017621678959961924
0.00047398410210229645,-28.543311810163267,14.557195670733284,-13.98611613943003,-230.4909107158632,14.557195670733236,4.828404343015791e-11,74.01724524913485,0.0,-1.7411018521889747,4.828404343015791e-11,4.828404343015791e-14
0.0004739841021022999,-18.09688806857917,3.539692397846038,-3.539692397846038,-60.81199358184383,14.557195670733131,0.0,74.01724524888552,0.0,-1.7411018521799952,0.0,-11.017503272886938
0.0004744164789604621,-16.546769141206205,2.0026797776191128,-2.0026797776191128,-34.40608281588855,14.544089363587094,0.0,41.960243037828725,0.0,-1.8142818996405197,0.0,-12.541409585967981
0.0004750000000000005,-14.394599182402839,-0.1318271130438187,0.1318271130438187,2.264792713969152,14.526426295446658,0.0,-2.565317767294569,0.0,-1.8478767109654457,0.0,-14.658253408490477
0.00047500000000000396,-14.394599182390024,-0.13182711305652633,0.13182711305652633,2.2647927141874695,14.526426295446552,0.0,-2.565317767559671,0.0,-1.8478767109654255,0.0,-14.658253408503079
0.0004750000000000092,0.0,-14.773707967127127,14.526426295446393,258.05215002890844,14.526426295446393,0.0,-2.5653177679677643,0.0,-1.8478767109653778,0.0,-29.30013426257352
0.0004750000000000127,9.021855534921995e-14,-14.77370796712778,14.526426295446377,258.0521500289311,14.526426295446287,9.021855534921994e-11,-2.5653177682366604,9.021855534921994e-11,-1.8478767109569272,0.0,-29.300134262574066
0.00047543427577954834,0.012491410111631783,-14.833599777274573,14.52844796682057,260.0732472918757,14.515956556708938,12.491410111631783,-25.898363302014953,12.491410111631783,-0.7188774018119127,0.0,-29.34955633398351
0.00047569170670287394,0.020730685597204028,-14.847665548804496,14.533179485203041,260.4749286682026,14.512448799605837,20.730685597204026,-29.753806488849474,20.730685597204026,-9.59640700237685e-12,0.0,-29.360114348410328
0.0004756917067028774,0.02073068559731506,-14.847665548804569,14.533179485203117,260.47492866820375,14.512448799605803,20.73068559731506,-29.75380648884947,20.73068559731506,9.191519073636911e-14,0.0,-29.36011434841037
0.00047612598248241307,0.03431539789614892,-14.832146488275983,14.545614947689625,259.72904452274634,14.511299549793476,34.31539789614892,-18.881856921836775,34.31539789614892,1.1942545716333353,0.0,-29.34344603806946
0.0004765602582619487,0.04549125835724559,-14.768771464724566,14.561058473098262,257.2889555409142,14.515567214741017,45.491258357245584,12.412745093170022,45.491258357245584,2.2458123217378683,0.0,-29.28433867946558
0.0004769945340414844,0.052178044255142796,-14.663409797627256,14.575919460070743,253.41768238149209,14.5237414158156,52.178044255142794,60.40994258492463,52.178044255142794,3.0311543465375435,0.0,-29.187151213442856
0.00047742880982102004,0.05283204376409444,-14.526547029895253,14.58635470973472,248.54102602857677,14.533522665970626,52.83204376409444,119.43222762468814,52.83204376409444,3.4585276793326774,0.0,-29.060069695865874
0.0004778630856005557,0.046627128540718335,-14.372035212134698,14.588723862404471,243.1968636601639,14.542096733863753,46.62712854071833,182.52033391123794,46.62712854071833,3.478699138307003,0.0,-28.91413194599845
0.00047829736138009136,0.033550596655250335,-14.215448898051363,14.580019746600101,237.9713408556393,14.546469149944851,33.55059665525033,242.25854935058607,33.55059665525033,3.090658924588718,0.0,-28.761918047996215
0.000478731637159627,0.014402688886503083,-14.072242059621976,14.558222876561004,233.42953090544273,14.5438201876745,14.402688886503082,291.65177767845813,14.402688886503082,2.341613535405178,0.0,-28.616062247296476
0.0004790028992709721,2.1465818011989768e-13,-13.995648520508805,14.537556227138255,231.15481360542267,14.53755622713804,2.1465818011989768e-10,314.65301907322197,2.1465818011989768e-10,1.7283158373836631,0.0,-28.533204747646845
0.000479002899270976,-10.45470832717221,-4.08284789996571,4.08284789996571,70.1434171058043,14.53755622713792,0.0,314.65301907350016,0.0,1.728315837374263,0.0,-18.62040412710363
0.00047943717505051167,-11.980962628776506,-2.5434451346753555,2.5434451346753555,43.696443594864434,14.52440776345186,0.0,346.7583580933704,0.0,1.816746842941953,0.0,-17.067852898127214
0.0004800000000000013,-14.035823371864101,-0.47154839956900574,0.47154839956900574,8.101211920439425,14.507371771433107,0.0,389.97594559794317,0.0,1.8686849866613486,0.0,-14.978920171002112
0.0004800000000000048,-14.035823371876798,-0.47154839955620176,0.47154839955620176,8.101211920219498,14.507371771433002,0.0,389.9759455982102,0.0,1.8686849866614486,0.0,-14.978920170989204
0.00048000000000001015,-29.231732442181585,14.507371771432839,-14.724360670748748,-256.68500792643704,14.507371771432839,0.0,389.97594559863217,0.0,1.8686849866615838,0.0,0.0
0.0004800000000000136,-29.231732442182135,14.507371771432814,-14.7243606707494,-256.68500792645983,14.507371771432734,7.933241714817779e-11,389.9759455989043,0.0,1.868684986653784,7.933241714817779e-11,7.933241714817779e-14
0.00048044518841606733,-29.282885955789595,14.507924984390108,-14.786455702228045,-258.80690569701846,14.496430253561552,11.494730828556547,414.7560900196971,0.0,0.7896945339103121,11.494730828556547,0.011494730828556546
0.0004807446821115017,-29.295136521603126,14.51244913530128,-14.802988661958718,-259.29682734304623,14.492147859644408,20.30127565687075,419.6836298993547,0.0,3.54230533794464e-14,20.30127565687075,0.02030127565687075
0.00048074468211150515,-29.29513652160315,14.512449135301345,-14.80298866195878,-259.2968273430472,14.492147859644373,20.30127565697328,419.6836298993546,0.0,-9.143671930722519e-12,20.30127565697328,0.020301275656973282
0.00048118987052755887,-29.277183057048997,14.52375989602629,-14.786553449379369,-258.538779165807,14.490629607669625,33.130288356664444,408.86857935866345,0.0,-1.1585284471157085,33.130288356664444,0.03313028835666444
0.0004816350589436126,-29.21677058956061,14.537828827461022,-14.722450681364952,-256.0972774299964,14.49431990819566,43.50891926536248,377.80181584013405,0.0,-2.171870129572003,43.50891926536248,0.04350891926536248
0.0004820802473596663,-29.118498217259567,14.550979732916057,-14.616851845661126,-252.24718206528627,14.501646371598444,49.33336131761264,330.35753220319674,0.0,-2.9150976207275088,49.33336131761264,0.049333361317612644
0.00048252543577572,-28.990921263868945,14.559295887648044,-14.480696503028588,-247.4311385662056,14.510224760840359,49.07112680768659,272.4240873175683,0.0,-3.2971120429077723,49.07112680768659,0.04907112680768659
0.0004829706241917737,-28.845481559515274,14.55910730990917,-14.32832394653729,-242.20425633132942,14.517157612977984,41.94969693118549,211.16846763712056,0.0,-3.2718477717819963,41.94969693118549,0.04194969693118549
0.00048341581260782744,-28.69508283288627,14.547446197449974,-14.175687065462295,-237.16499216215564,14.519395767423973,28.05043002600167,154.14418641328663,0.0,-2.8438630408241865,28.05043002600167,0.02805043002600167
0.00048386100102388116,-28.552488814997393,14.522414142741239,-14.038371011644031,-232.88084620952353,14.51411780335336,8.296339387878742,108.35365876131505,0.0,-2.0676383530351226,8.296339387878742,0.008296339387878743
0.00048402160078758104,-28.50505142841993,14.509934604306567,-13.995116824113362,-231.6101223156308,14.509934604306565,1.3726797476465435e-12,95.67253970756273,0.0,-1.7179307611056696,1.3726797476465435e-12,1.3726797476465436e-15
0.0004840216007875845,-19.08779098252822,4.5778563782217585,-4.5778563782217585,-78.64767369628743,14.509934604306459,0.0,95.67253970731595,0.0,-1.7179307610978618,0.0,-9.932078226084517
0.0004844667892036382,-17.498918700704692,3.0024344959623734,-3.0024344959623734,-51.58189096020767,14.496484204742318,0.0,62.817248323928325,0.0,-1.8209501510471857,0.0,-11.494049708779944
0.0004849999999999982,-15.507959423070655,1.0275612833603998,-1.0275612833603998,-17.65352554552166,14.480398139710255,0.0,21.625106361160025,0.0,-1.886824844551512,0.0,-13.452836856349855
0.00048500000000000165,-15.507959423057562,1.0275612833474115,-1.0275612833474115,-17.653525545298518,14.48039813971015,0.0,21.625106360889088,0.0,-1.8868248445517288,0.0,-13.452836856362739
0.00048500000000000707,0.0,-14.669960394509024,14.480398139709987,255.28019384957662,14.480398139709987,0.0,21.625106360459956,0.0,-1.8868248445520686,0.0,-29.150358534219006
0.00048500000000001054,6.943799412437551e-14,-14.66996039450967,14.48039813970995,255.2801938495995,14.48039813970988,6.943799412437551e-11,21.62510636018512,6.943799412437551e-11,-1.8868248445448619,0.0,-29.15035853421955
0.0004854508659356299,0.010431873682932313,-14.733736408074689,14.479531500291237,257.4841331885186,14.469099626608305,10.431873682932313,-4.373404063361522,10.431873682932313,-0.866674268126175,0.0,-29.202836034682992
0.0004857977980272015,0.019833704994607133,-14.753285925040746,14.483726380754746,258.0832418999405,14.463892675760139,19.83370499460713,-10.640662967634887,19.83370499460713,-1.1958489753993717e-13,0.0,-29.21717860080088
0.00048579779802720497,0.01983370499470243,-14.753285925040801,14.483726380754808,258.08324189994136,14.463892675760105,19.83370499470243,-10.640662967634627,19.83370499470243,8.624018166258907e-12,0.0,-29.217178600800906
0.00048624866396282433,0.03186359223502802,-14.736408334998984,14.49385421689103,257.3302899789406,14.461990624656002,31.86359223502802,-0.09465924584716193,31.86359223502802,1.115307799027177,0.0,-29.198398959654984
0.0004866995298984437,0.04147776140606355,-14.672956470984541,14.50648859008609,254.93572499730686,14.465010828680025,41.47776140606355,30.166819233787106,41.47776140606355,2.087454488733842,0.0,-29.137967299664567
0.00048715039583406306,0.046607749976127585,-14.569118227253984,14.517992333345864,251.17430088572652,14.471384583369737,46.607749976127586,76.27766111908349,46.607749976127586,2.7936064523904784,0.0,-29.04050281062372
0.0004876012617696824,0.04576173319728745,-14.435819769734277,14.524499845207984,246.48732688431846,14.478738112010697,45.76173319728745,132.37416653246348,45.76173319728745,3.1450745017915476,0.0,-28.914557881744972
0.0004880521277053018,0.03821274996476179,-14.287324824114508,14.522410096784313,241.4261364150028,14.48419734681955,38.21274996476179,191.34580524142706,38.21274996476179,3.098493738628139,0.0,-28.771522170934055
0.0004885029936409211,0.024089194100289556,-14.139413633076199,14.508844742137493,236.58172658350577,14.484755548037203,24.089194100289554,245.74240685720673,24.089194100289554,2.6612118190689724,0.0,-28.6241691811134
0.0004889538595765405,0.004356335577383634,-14.007374198804984,14.482013197336087,232.5095494387725,14.477656861758703,4.356335577383634,288.72204489408495,4.356335577383634,1.8902165354439544,0.0,-28.48503106056368
0.0004890409074494999,4.5125281289415396e-13,-13.98471401699945,14.475230079445343,231.84804267950005,14.475230079444891,4.51252812894154e-10,295.2716990708864,4.51252812894154e-10,1.7088101980326922,0.0,-28.459944096444342
0.0004890409074495089,-9.463239403940097,-5.011990675504515,5.011990675504515,86.10611051302396,14.47523007944462,0.0,295.27169907152665,0.0,1.7088101980136239,0.0,-19.487220754949135
0.0004894917733851283,-11.043305560245518,-3.4183318574075496,3.4183318574075496,58.727016816426215,14.461637417653069,0.0,328.50606122080956,0.0,1.8256121638718625,0.0,-17.879969275060617
0.0004899999999999939,-12.921225597930675,-1.5250844221525561,1.5250844221525561,26.200984059560483,14.446310020083233,0.0,367.99426783526087,0.0,1.902515209871211,0.0,-15.97139444223579
0.0004900000000000009,-12.921225597956553,-1.525084422126472,1.525084422126472,26.20098405911233,14.446310020083025,0.0,367.994267835805,0.0,1.9025152098718545,0.0,-15.971394442209498
0.0004900000000000078,-29.058156778554004,14.446310020082818,-14.611846758471186,-253.86989481297087,14.446310020082818,0.0,367.9942678363601,0.0,1.9025152098724833,0.0,0.0
0.0004900000000000147,-29.05815677855508,14.446310020082725,-14.611846758472478,-253.86989481301677,14.446310020082604,1.2156057021975795e-10,367.99426783691456,0.0,1.902515209859113,1.2156057021975795e-10,1.2156057021975794e-13
0.0004904577668480244,-29.111998338185458,14.444181899727377,-14.677339183835851,-256.1543766289845,14.434659154349607,9.522745377770365,395.164968028818,0.0,0.9312043077951173,9.522745377770365,0.009522745377770364
0.0004908490134633471,-29.128298345858774,14.447904609456758,-14.699756197144287,-256.86000591584246,14.428542148714488,19.362460742269807,402.76648540366807,0.0,4.693467836602849e-14,19.362460742269807,0.019362460742269806
0.000490849013463354,-29.12829834585879,14.447904609456861,-14.69975619714438,-256.8600059158439,14.428542148714413,19.362460742448484,402.76648540366756,0.0,-1.6716628081780982e-11,19.362460742448484,0.019362460742448483
0.0004913067803113638,-29.10860178406878,14.457029501555745,-14.682320364360065,-256.10508755391066,14.426281419708719,30.748081847026178,392.37522216063695,0.0,-1.0821615542744754,30.748081847026178,0.03074808184702618
0.0004917645471593735,-29.047648448615277,14.468445920479978,-14.618923880990149,-253.73330470447485,14.428724567625126,39.72135285485065,362.59751464003784,0.0,-2.0213371210919098,39.72135285485065,0.03972135285485065
0.0004922223140073832,-28.950153954567863,14.47850699355694,-14.515871171580446,-250.02357754382052,14.434282782987417,44.22421056952325,317.3501387489063,0.0,-2.695304188249276,44.22421056952325,0.044224210569523255
0.0004926800808553929,-28.82479936692049,14.48334886704688,-14.384241267226646,-245.42243237222078,14.440558099693844,42.79076735303605,262.55780395250133,0.0,-3.016905702517514,42.79076735303605,0.04279076735303605
0.0004931378477034026,-28.683085510612568,14.479398371041487,-14.238424942642625,-240.4850858804551,14.444660567969946,34.73780307154142,205.37180130590318,0.0,-2.9453651580431135,34.73780307154142,0.03473780307154142
0.0004935956145514124,-28.537821406679882,14.463841297057503,-14.094232352872384,-235.80246229718665,14.443589053807496,20.252243250006348,153.23021138720995,0.0,-2.4914970894516273,20.252243250006348,0.02025224325000635
0.0004940533813994221,-28.401445777434237,14.434990079999954,-13.966820152313648,-231.92373901467883,14.434625625120587,0.36445487936781756,112.88317060872478,0.0,-1.7161476484968465,0.36445487936781756,0.00036445487936781755
0.0004940608439507226,-28.39934305898423,14.434404030590953,-13.964939028393285,-231.86921785815235,14.434404030590944,8.518408201041439e-12,112.34821525818286,0.0,-1.701111164660165,8.518408201041439e-12,8.518408201041439e-15
0.0004940608439507296,-19.81169444616031,5.377290415569575,-5.377290415569575,-92.38196811630146,14.434404030590736,0.0,112.34821525768783,0.0,-1.701111164646166,0.0,-9.057113615020832
0.0004945186107987393,-18.18193119151099,3.761285155050457,-3.761285155050457,-64.61896204528948,14.420646036460536,0.0,78.64876026363076,0.0,-1.828777800649509,0.0,-10.659360881410079
0.0004950000000000006,-16.368093140342204,1.9618926013685698,-1.9618926013685698,-33.70535822697261,14.406200538973634,0.0,41.119259438249514,0.0,-1.9132444835419669,0.0,-12.444307937605064
0.0004950000000000076,-16.368093140315636,1.9618926013422129,-1.9618926013422129,-33.7053582265198,14.406200538973424,0.0,41.11925943769975,0.0,-1.9132444835427964,0.0,-12.444307937631212
0.0004950000000000145,0.0,-14.551172193584122,14.406200538973216,252.4749263522889,14.406200538973216,0.0,41.1192594371431,0.0,-1.9132444835436315,0.0,-28.957372732557335
0.0004950000000000215,1.0674242529560048e-13,-14.551172193585407,14.40620053897311,252.47492635233482,14.406200538973003,1.0674242529560047e-10,41.11925943658525,1.0674242529560047e-10,-1.9132444835311584,0.0,-28.957372732558408
0.0004954648009182705,0.008742058045656633,-14.618185322916576,14.402966974004134,254.83055790256975,14.394224915958477,8.742058045656634,12.914680045956798,8.742058045656634,-0.9832272966148401,0.0,-29.012410238875052
0.000495895933370684,0.018880992206876907,-14.64318659893678,14.406124824560978,255.63457500262933,14.3872438323541,18.880992206876908,4.057526130732239,18.880992206876908,-1.6129500512995776e-11,0.0,-29.030430431290878
0.000495895933370691,0.018880992207045828,-14.643186598936866,14.40612482456107,255.63457500263073,14.387243832354024,18.88099220704583,4.057526130732629,18.88099220704583,3.6692870963861424e-14,0.0,-29.030430431290885
0.00049636073428894,0.029737229519275425,-14.625169976369726,14.414379276187697,254.87464457588254,14.384642046668422,29.737229519275424,14.353014227601205,29.737229519275424,1.0557486546659542,0.0,-29.009812023038148
0.0004968255352071891,0.038171048052434466,-14.561561640461042,14.424739534274156,252.51369733947658,14.386568486221721,38.171048052434465,43.8156513835536,38.171048052434465,1.9678889030989006,0.0,-28.94813012668276
0.0004972903361254382,0.042123647925727564,-14.458820111627382,14.433528539838047,248.83646026615588,14.39140489191232,42.12364792572756,88.45512862174878,42.12364792572756,2.6141496984933594,0.0,-28.850225003539702
0.0004977551370436873,0.040147745626516095,-14.32824076648273,14.436863250814335,244.29721458715105,14.396715505187819,40.14774562651609,142.25223218015566,40.14774562651609,2.9084719150561247,0.0,-28.724956271670546
0.0004982199379619364,0.03160129380498995,-14.184419612436983,14.431180269366058,239.45805397033263,14.399578975561068,31.60129380498995,197.9765568679698,31.60129380498995,2.8125156275501237,0.0,-28.58399858799805
0.0004986847388801854,0.0167320253189118,-14.04327622799884,14.413716957688017,234.91277439905255,14.396984932369104,16.732025318911802,248.16530217068706,16.732025318911802,2.3406974721362435,0.0,-28.440261160367942
0.000499078272489384,1.807887173299605e-14,-13.937151386248104,14.388505229059627,231.70233233927243,14.388505229059609,1.807887173299605e-11,281.3207868607444,1.807887173299605e-11,1.6946535793414834,0.0,-28.32565661530771
0.000499078272489391,-8.707705613376522,-5.68079961568257,5.68079961568257,97.596262878336,14.3885052290594,0.0,281.32078686123054,0.0,1.69465357932848,0.0,-20.06930484474197
0.0004995430734076401,-10.333981299770958,-4.040594699910143,4.040594699910143,69.41750619553568,14.374575999681102,0.0,315.52396292556125,0.0,1.8335097985971023,0.0,-18.415170699591243
0.0004999999999999935,-12.03601202832878,-2.324858999301288,2.324858999301288,39.941128960876256,14.36087102763007,0.0,351.3078020509707,0.0,1.9225563939384618,0.0,-16.68573002693136
0.0005000000000000004,-12.036012028354953,-2.324858999274909,2.324858999274909,39.94112896042304,14.360871027629862,0.0,351.3078020515209,0.0,1.9225563939394428,0.0,-16.68573002690477
0.0005000000000000074,-28.850247055760494,14.360871027629653,-14.48937602813084,-251.13095429990813,14.360871027629653,0.0,351.30780205208174,0.0,1.9225563939404315,0.0,0.0
0.0005000000000000143,-28.850247055761567,14.360871027629537,-14.489376028132124,-251.13095429995417,14.360871027629443,9.48494309515328e-11,351.3078020526425,0.0,1.9225563939286843,9.48494309515328e-11,9.48494309515328e-14
0.0005004685939066997,-28.9061897043616,14.35674194335929,-14.557509856006156,-253.5404065243941,14.348679848355447,8.062095003844165,380.30516247498656,0.0,1.0308879838958211,8.062095003844165,0.008062095003844165
0.0005009366183311175,-28.925974365791525,14.359360693612903,-14.585090655658659,-254.44220714805772,14.340883710132863,18.47698348004031,390.406215854115,0.0,1.5633579283566568e-11,18.47698348004031,0.018476983480040312
0.0005009366183311245,-28.925974365791525,14.359360693612986,-14.585090655658739,-254.442207148059,14.340883710132784,18.4769834802021,390.406215854115,0.0,-8.93358737680261e-14,18.4769834802021,0.018476983480202103
0.0005014052122378098,-28.904799786797216,14.366892935436079,-14.566789148057445,-253.684880104999,14.338010638739773,28.882296696305538,380.26919270694447,0.0,-1.030970016033381,28.882296696305538,0.02888229669630554
0.0005018738061444951,-28.843037480832834,14.376382049848546,-14.50354117874495,-251.35123760351374,14.33949630208788,36.885747760666234,351.281667823973,0.0,-1.9195332946909676,36.885747760666234,0.036885747760666235
0.0005023424000511805,-28.745543085694052,14.384174005252216,-14.401819066553545,-247.72608544737486,14.343724019140508,40.44998611170904,307.4308431359967,0.0,-2.5446881126727234,40.44998611170904,0.04044998611170904
0.0005028109939578658,-28.621177545191756,14.386417031035872,-14.272913658095723,-243.26301324420768,14.348263887096032,38.1531439398404,254.72232630782423,0.0,-2.8218800402018327,38.1531439398404,0.0381531439398404
0.0005032795878645511,-28.481583497473782,14.379591381590908,-14.131374294419151,-238.52176446559824,14.350209203054627,29.382178536280286,200.35125465757136,0.0,-2.714487227754064,29.382178536280286,0.029382178536280286
0.0005037481817712365,-28.339584078834186,14.360992179468786,-13.993006702592147,-234.0912369260423,14.346577376242037,14.414803226750065,151.7127431212037,0.0,-2.2387031908090353,14.414803226750065,0.014414803226750065
