"Time / s","Vc:Measured voltage","AMLr:Measured current","VD1:Measured voltage","VD2:Measured voltage","VD3:Measured voltage","VD4:Measured voltage","Vmout:Measured voltage","Am1:Measured current","Am2:Measured current","Am3:Measured current","Am4:Measured current","AMIo:Measured current"
0,0,0,0,0,0,0,0,0,0,0,0,0
4.9999999999999998e-07,128.37857055664063,29.633255004882813,0,-0.14115923643112183,-0.14115923643112183,0,0.14115923643112183,543.366943359375,0,0,543.366943359375,0.5646369457244873
9.9999999999999995e-07,457.36868286132813,46.315399169921875,0,-0.50236523151397705,-0.50236523151397705,0,0.50236523151397705,848.6043701171875,0,0,848.6043701171875,2.0094609260559082
1.5e-06,843.2606201171875,42.77294921875,0,-0.92478400468826294,-0.92478400468826294,0,0.92478400468826294,781.9761962890625,0,0,781.9761962890625,3.6991360187530518
1.9999999999999999e-06,1117.598876953125,20.565017700195313,0,-1.2226406335830688,-1.2226406335830688,0,1.2226406335830688,372.1533203125,0,0,372.1533203125,4.8905625343322754
2.4999999999999998e-06,1160.7283935546875,-10.602519989013672,-1.2643296718597412,0,0,-1.2643296718597412,1.2643296718597412,0,202.398681640625,202.398681640625,0,5.0573186874389648
3.0000000000000001e-06,963.912353515625,-34.830947875976563,-1.4814094305038452,0,0,-1.4814094305038452,1.4814094305038452,0,643.615478515625,643.615478515625,0,5.9256377220153809
3.4999999999999999e-06,623.12432861328125,-43.842742919921875,-1.8545728921890259,0,0,-1.8545728921890259,1.8545728921890259,0,805.0457763671875,805.0457763671875,0,7.4182915687561035
3.9999999999999998e-06,287.18350219726563,-33.715202331542969,-2.2194883823394775,0,0,-2.2194883823394775,2.2194883823394775,0,614.56982421875,614.56982421875,0,8.8779535293579102
4.5000000000000001e-06,102.68820190429688,-8.8825740814208984,-2.4146163463592529,0,0,-2.4146163463592529,2.4146163463592529,0,153.72625732421875,153.72625732421875,0,9.6584653854370117
4.9999999999999996e-06,150.02410888671875,19.804588317871094,0,-2.3517272472381592,-2.3517272472381592,0,2.3517272472381592,377.97000122070313,0,0,377.97000122070313,9.4069089889526367
5.4999999999999999e-06,133.11557006835938,-23.701889038085938,-2.3343656063079834,0,0,-2.3343656063079834,2.3343656063079834,0,425.4481201171875,425.4481201171875,0,9.3374624252319336
6.0000000000000002e-06,-197.46817016601563,-52.61456298828125,-2.6871345043182373,0,0,-2.6871345043182373,2.6871345043182373,0,949.947021484375,949.947021484375,0,10.748538017272949
6.4999999999999996e-06,-679.0130615234375,-58.55706787109375,-3.2019917964935303,0,0,-3.2019917964935303,3.2019917964935303,0,1052.1234130859375,1052.1234130859375,0,12.807967185974121
