time,Current: AMS1,Current: AMS2,Current: AMLr,Current: AMD1,Current: AMD2,Current: AMOut,Voltage: VMLp,Voltage: VMCr,Voltage: VMD1,Voltage: VMD2,Voltage: VMout
0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0.0,0.0,0.0
2.5e-07,15.476896286010742,0.0,15.476896286010742,283.83026123046875,0.004642139188945293,0.13379359245300293,600.0,30.44260597229004,0.0,-11.195001602172852,0.03344839811325073
5e-07,29.34780502319336,0.0,29.34780502319336,538.134033203125,0.008722897619009018,0.5349326133728027,600.0,121.67288208007812,0.0,-9.567092895507812,0.13373315334320068
7.5e-07,40.0965461730957,0.0,40.0965461730957,735.0347900390625,0.011912225745618343,1.1606589555740356,600.0,264.0768737792969,0.0,-7.028013229370117,0.2901647388935089
1e-06,46.5389404296875,0.0,46.5389404296875,852.7601928710938,0.01382292341440916,1.9435794353485107,600.0,442.4249572753906,0.0,-3.8491225242614746,0.4858948588371277
1.2499999999999999e-06,47.95322799682617,0.0,47.95322799682617,878.0398559570312,0.014241045340895653,2.798797369003296,600.0,637.5039672851562,0.0,-0.37266263365745544,0.699699342250824
1.5e-06,44.160823822021484,0.0,44.160823822021484,807.5902709960938,0.013113890774548054,3.6330580711364746,600.0,828.1867065429688,0.0,0.0,0.9082645177841187
1.75e-06,34.28022003173828,0.0,34.28022003173828,689.7382202148438,67.66828918457031,4.410879135131836,600.0,991.1970825195312,0.0,0.0,1.102719783782959
2e-06,19.884286880493164,0.0,19.884286880493164,524.8148193359375,173.02694702148438,5.133151531219482,600.0,1104.661865234375,0.0,0.0,1.2832878828048706
2.25e-06,2.806950807571411,0.0,2.806950807571411,330.4105224609375,299.24774169921875,5.79094934463501,600.0,1153.5146484375,0.0,0.0,1.4477373361587524
2.4999999999999998e-06,-14.757047653198242,0.0,-14.757047653198242,127.55609893798828,426.1554260253906,6.376155376434326,600.0,1130.9573974609375,0.0,0.0,1.5940388441085815
2.75e-06,-30.53409767150879,0.0,-30.53409767150879,0.0,532.8822021484375,6.881563663482666,600.0,1039.4012451171875,-1.7203909158706665,0.0,1.7203909158706665
3e-06,-39.468421936035156,0.0,-39.468421936035156,0.0,694.661376953125,7.478893280029297,600.0,895.6624755859375,-8.759325981140137,0.0,1.8697233200073242
3.25e-06,-44.159793853759766,0.0,-44.159793853759766,0.0,778.4361572265625,8.199166297912598,600.0,723.3519897460938,-5.674027442932129,0.0,2.0497915744781494
3.5e-06,-44.077369689941406,0.0,-44.077369689941406,0.0,774.4466552734375,8.96033763885498,600.0,541.0454711914062,-2.41037917137146,0.0,2.240084409713745
3.7499999999999997e-06,-39.2067756652832,0.0,-39.2067756652832,0.0,682.4295043945312,9.675250053405762,600.0,368.49639892578125,0.0,0.0,2.4188125133514404
4e-06,-29.526063919067383,0.0,-29.526063919067383,28.575275421142578,529.25048828125,10.285107612609863,600.0,225.5387725830078,0.0,0.0,2.571276903152466
4.25e-06,-15.947819709777832,0.0,-15.947819709777832,90.32942962646484,336.0745849609375,10.766556739807129,600.0,130.10113525390625,0.0,0.0,2.6916391849517822
4.5e-06,-0.2043991982936859,0.0,-0.2043991982936859,169.82000732421875,119.98416900634766,11.11373233795166,600.0,94.89818572998047,0.0,0.0,2.778433084487915
4.749999999999999e-06,15.678683280944824,0.0,15.678683280944824,248.88397216796875,-99.15501403808594,11.322443962097168,600.0,124.92683410644531,0.0,0.0,2.830610990524292
4.9999999999999996e-06,0.0,23.936676025390625,23.936676025390625,491.5784606933594,0.007118892855942249,11.703208923339844,600.0,201.75375366210938,0.0,-12.449197769165039,2.925802230834961
5.25e-06,0.0,0.6242365837097168,0.6242365837097168,60.60822677612305,3.571123306755908e-05,11.975982666015625,600.0,254.80126953125,0.0,0.0,2.9939956665039062
5.5e-06,0.0,-26.2723388671875,-26.2723388671875,0.0,177.79661560058594,11.950362205505371,600.0,205.09796142578125,-2.9875905513763428,0.0,2.9875905513763428
5.75e-06,0.0,-44.277809143066406,-44.277809143066406,0.0,504.51177978515625,12.266172409057617,600.0,61.11751937866211,-17.817880630493164,0.0,3.0665431022644043
6e-06,0.0,-57.59563446044922,-57.59563446044922,0.0,745.12646484375,12.864859580993652,600.0,-148.0417938232422,-13.961404800415039,0.0,3.216214895248413
6.2499999999999995e-06,0.0,-64.7549057006836,-64.7549057006836,0.0,872.59619140625,13.648041725158691,600.0,-400.1179504394531,-9.339949607849121,0.0,3.412010431289673
