time,Current: AML1,Current: AMD1,Current: AMD2,Current: AMIout,Voltage: VMSw1,Voltage: VMSw2,Voltage: VML1,Voltage: VMC1,Voltage: VMp,Voltage: VMD1,Voltage: VMS1,Voltage: VMD2,Voltage: VMS2,Voltage: VMout
0.0021609999999999997,4.608145236968994,55.88566207885742,0.0,55.88566207885742,0.0,1000.0,280.666015625,113.47679138183594,605.8572387695312,0.0,34.4346923828125,-69.28744506835938,-34.85275650024414,34.4346923828125
0.0021615,6.523311614990234,70.34767150878906,0.0,70.34767150878906,0.0,1000.0,177.04119873046875,226.81515502929688,596.1436157226562,0.0,34.42932891845703,-68.99528503417969,-34.565956115722656,34.42932891845703
0.002162,7.478060722351074,68.64110565185547,0.0,68.64110565185547,0.0,1000.0,45.69500732421875,370.3931884765625,583.9118041992188,0.0,34.42729949951172,-68.63445281982422,-34.2071533203125,34.42729949951172
0.0021625,7.319136619567871,48.18592071533203,0.0,48.18592071533203,0.0,1000.0,-93.7884521484375,522.9526977539062,570.8357543945312,0.0,34.420013427734375,-68.24105834960938,-33.821041107177734,34.420013427734375
0.002163,6.060178756713867,9.216691970825195,0.0,9.216691970825195,0.0,1000.0,-220.392333984375,661.6800537109375,558.7122802734375,0.0,34.39826583862305,-67.85386657714844,-33.455596923828125,34.39826583862305
0.0021635,3.881376028060913,0.0,0.0,0.0,0.0,1000.0,234.35858154296875,765.6414184570312,0.0,-34.3536262512207,0.0,-34.3536262512207,0.0,34.3536262512207
0.0021639999999999997,4.16465950012207,0.0,0.0,0.0,0.0,1000.0,26.61016845703125,849.2091674804688,124.1806640625,-27.08936309814453,7.228496551513672,-41.546356201171875,-7.228496551513672,34.3178596496582
0.0021644999999999998,4.322025775909424,0.0,0.0,0.0,0.0,1000.0,11.05194091796875,937.3724365234375,51.57562255859375,-31.279937744140625,3.0021934509277344,-37.284324645996094,-3.0021934509277344,34.28213119506836
0.002165,4.348663806915283,0.0,0.0,0.0,1000.0,0.0,-412.5316162109375,1027.465087890625,-614.9334716796875,-69.27103424072266,-35.024593353271484,0.0,34.24644088745117,34.24644088745117
0.0021655,0.7538560628890991,0.0,42.84370040893555,42.84370040893555,1000.0,0.0,-463.3280029296875,1082.5455322265625,-619.217529296875,-69.35781860351562,-35.137107849121094,0.0,34.22071075439453,34.22071075439453
0.002166,-2.992938280105591,0.0,88.25464630126953,88.25464630126953,1000.0,0.0,-444.68487548828125,1062.1031494140625,-617.418212890625,-69.29914855957031,-35.08246994018555,0.0,34.2166748046875,34.2166748046875
0.0021665,-6.327548027038574,0.0,126.72282409667969,126.72282409667969,1000.0,0.0,-358.7069091796875,968.422119140625,-609.7152099609375,-69.09886169433594,-34.8654670715332,0.0,34.23339080810547,34.23339080810547
0.002167,-8.742341995239258,0.0,149.69174194335938,149.69174194335938,1000.0,0.0,-217.70697021484375,814.8674926757812,-597.1605224609375,-68.77960205078125,-34.51416778564453,0.0,34.26543426513672,34.26543426513672
0.0021674999999999997,-9.863607406616211,0.0,150.86343383789062,150.86343383789062,1000.0,0.0,-42.4483642578125,623.9771728515625,-581.52880859375,-68.37963104248047,-34.075950622558594,0.0,34.303680419921875,34.303680419921875
0.002168,-9.509464263916016,0.0,127.17512512207031,127.17512512207031,1000.0,0.0,140.90902709960938,424.1471252441406,-565.05615234375,-67.94715881347656,-33.61050796508789,0.0,34.336647033691406,34.336647033691406
0.0021685,-7.719356536865234,0.0,79.29656982421875,79.29656982421875,1000.0,0.0,304.71051025390625,245.3959503173828,-550.1064453125,-67.53316497802734,-33.18095779418945,0.0,34.35220718383789,34.35220718383789
0.002169,-4.750364303588867,0.0,11.567891120910645,11.567891120910645,1000.0,0.0,423.9750061035156,114.84042358398438,-538.8154296875,-67.18374633789062,-32.844322204589844,0.0,34.339420318603516,34.339420318603516
0.0021695,-1.0405558347702026,0.0,0.0,0.0,1000.0,0.0,-52.563480377197266,52.563480377197266,0.0,-34.29021072387695,0.0,-34.29021072387695,0.0,34.29021072387695
0.00217,-1.1015530824661255,0.0,0.0,0.0,0.0,1000.0,359.538818359375,30.31317901611328,610.1480102539062,0.0,34.25450897216797,-69.14314270019531,-34.88862991333008,34.25450897216797
0.0021704999999999997,1.8435558080673218,31.90160369873047,0.0,31.90160369873047,0.0,1000.0,354.86669921875,35.89997100830078,609.2333374023438,0.0,34.2259521484375,-69.07362365722656,-34.8476676940918,34.2259521484375
0.0021709999999999998,4.544339656829834,59.70082092285156,0.0,59.70082092285156,0.0,1000.0,296.59112548828125,99.81987762451172,603.5889892578125,0.0,34.2121467590332,-68.88784790039062,-34.675697326660156,34.2121467590332
0.0021715,6.5907793045043945,76.48735046386719,0.0,76.48735046386719,0.0,1000.0,192.97528076171875,213.10328674316406,593.92138671875,0.0,34.20946502685547,-68.60104370117188,-34.391578674316406,34.20946502685547
0.002172,7.667617321014404,76.94902038574219,0.0,76.94902038574219,0.0,1000.0,59.22686767578125,359.2427673339844,581.5303344726562,0.0,34.21122741699219,-68.24122619628906,-34.03000259399414,34.21122741699219
0.0021725,7.60302734375,58.192569732666016,0.0,58.192569732666016,0.0,1000.0,-84.73138427734375,516.6126098632812,568.1187744140625,0.0,34.20869445800781,-67.84513092041016,-33.636436462402344,34.20869445800781
0.002173,6.396085739135742,20.20694351196289,0.0,20.20694351196289,0.0,1000.0,-217.22711181640625,661.6876220703125,555.5394287109375,0.0,34.1923713684082,-67.45272827148438,-33.26036071777344,34.1923713684082
0.0021735,4.21867036819458,0.0,0.0,0.0,0.0,1000.0,227.417724609375,772.582275390625,0.0,-34.153438568115234,0.0,-34.153438568115234,0.0,34.153438568115234
0.0021739999999999997,4.486808776855469,0.0,0.0,0.0,0.0,1000.0,24.17572021484375,863.0042724609375,112.82000732421875,-27.55068588256836,6.567195892333984,-40.68507766723633,-6.567195892333984,34.117881774902344
0.0021745,4.6192755699157715,0.0,0.0,0.0,0.0,1000.0,7.48114013671875,957.6069946289062,34.911865234375,-32.05015563964844,2.0322036743164062,-36.11456298828125,-2.0322036743164062,34.082359313964844
0.002175,4.612009525299072,0.0,0.0,0.0,1000.0,0.0,-439.4556884765625,1053.529296875,-614.0736694335938,-68.94703674316406,-34.90016555786133,0.0,34.046875,34.046875
0.0021755,0.7841836810112,0.0,46.86981964111328,46.86981964111328,1000.0,0.0,-493.15252685546875,1111.799072265625,-618.6466064453125,-69.04400634765625,-35.02170181274414,0.0,34.02230453491211,34.02230453491211
0.002176,-3.202319622039795,0.0,96.41845703125,96.41845703125,1000.0,0.0,-472.9271240234375,1089.680908203125,-616.7537841796875,-68.98735046386719,-34.965904235839844,0.0,34.02144241333008,34.02144241333008
0.0021765,-6.747128486633301,0.0,138.52536010742188,138.52536010742188,1000.0,0.0,-381.07745361328125,989.6688232421875,-608.5913696289062,-68.78126525878906,-34.73800277709961,0.0,34.04325866699219,34.04325866699219
0.002177,-9.310503959655762,0.0,164.092529296875,164.092529296875,1000.0,0.0,-230.760498046875,826.0440063476562,-595.2835693359375,-68.449951171875,-34.36798858642578,0.0,34.08195877075195,34.08195877075195
0.0021774999999999997,-10.495615005493164,0.0,166.43211364746094,166.43211364746094,1000.0,0.0,-44.11346435546875,622.8357543945312,-578.7222900390625,-68.0341796875,-33.906368255615234,0.0,34.127811431884766,34.127811431884766
0.002178,-10.110045433044434,0.0,142.3035888671875,142.3035888671875,1000.0,0.0,151.00213623046875,410.28692626953125,-561.2890625,-67.58528900146484,-33.41670608520508,0.0,34.168582916259766,34.168582916259766
0.0021785,-8.197006225585938,0.0,92.44024658203125,92.44024658203125,1000.0,0.0,325.1566467285156,220.34280395507812,-545.4994506835938,-67.15754699707031,-32.966182708740234,0.0,34.19136428833008,34.19136428833008
0.002179,-5.031228065490723,0.0,21.479846954345703,21.479846954345703,1000.0,0.0,451.78851318359375,81.83599853515625,-533.62451171875,-66.79995727539062,-32.61542510986328,0.0,34.18452835083008,34.18452835083008
0.0021795,-1.0797816514968872,0.0,0.0,0.0,1000.0,0.0,-16.09262466430664,16.09262466430664,0.0,-34.139488220214844,0.0,-34.139488220214844,0.0,34.139488220214844
0.00218,-1.08708655834198,0.0,0.0,0.0,0.0,1000.0,395.47222900390625,-6.422101974487305,610.9498901367188,0.0,34.10394287109375,-68.94112396240234,-34.837181091308594,34.10394287109375
0.0021804999999999997,2.1434028148651123,36.7840576171875,0.0,36.7840576171875,0.0,1000.0,388.0010986328125,2.2021565437316895,609.7967529296875,0.0,34.076663970947266,-68.86654663085938,-34.789878845214844,34.076663970947266
0.0021809999999999998,5.0871405601501465,68.75018310546875,0.0,68.75018310546875,0.0,1000.0,321.88446044921875,74.6318359375,603.4837036132812,0.0,34.06638717651367,-68.66648864746094,-34.60010528564453,34.06638717651367
0.0021815,7.296911716461182,88.36077117919922,0.0,88.36077117919922,0.0,1000.0,206.51995849609375,200.66616821289062,592.8139038085938,0.0,34.0689811706543,-68.35826873779297,-34.28928756713867,34.0689811706543
0.002182,8.431925773620605,89.87300872802734,0.0,89.87300872802734,0.0,1000.0,58.852294921875,361.9122009277344,579.2354736328125,0.0,34.07699966430664,-67.97309875488281,-33.896095275878906,34.07699966430664
0.0021825,8.310467720031738,70.22686004638672,0.0,70.22686004638672,0.0,1000.0,-99.11248779296875,534.4828491210938,564.629638671875,0.0,34.08079147338867,-67.55154418945312,-33.47074890136719,34.08079147338867
0.002183,6.939026832580566,29.53628158569336,0.0,29.53628158569336,0.0,1000.0,-243.583984375,692.5538330078125,551.0301513671875,0.0,34.06992721557617,-67.13746643066406,-33.067543029785156,34.06992721557617
0.0021835,4.513254165649414,0.0,0.0,0.0,0.0,1000.0,187.7496337890625,812.2503662109375,0.0,-34.034786224365234,0.0,-34.034786224365234,0.0,34.034786224365234
