"Time / s","Vmout:Measured voltage","VD1:Measured voltage","VD2:Measured voltage","VD3:Measured voltage","VD4:Measured voltage","Am1:Measured current","Am2:Measured current","Am3:Measured current","Am4:Measured current","Vc:Measured voltage","AMLr:Measured current","AMIo:Measured current"
0,0,0,0,0,0,0,0,0,0,0,0,0
4.9999999999999998e-07,0.14115924330593896,0,-0.14115924330593896,-0.14115924330593896,0,543.36693317828781,0,0,543.36693317828781,128.3785786878023,29.633253983332153,0.56463697322375583
9.9999999999999995e-07,0.50236520910660509,0,-0.50236520910660509,-0.50236520910660509,0,848.60433116936952,0,0,848.60433116936952,457.36860279157446,46.315417665850958,2.0094608364264204
1.5e-06,0.92478407984467503,0,-0.92478407984467503,-0.92478407984467503,0,781.97618035887444,0,0,781.97618035887444,843.26073064793002,42.772962380117605,3.6991363193787001
1.9999999999999999e-06,1.2226406263364109,0,-1.2226406263364109,-1.2226406263364109,0,372.15316785569047,0,0,372.15316785569047,1117.5989127473199,20.565008645780992,4.8905625053456436
2.4999999999999998e-06,1.2919127919991675,-1.2919127919991675,0,0,-1.2919127919991675,0,166.23893790201737,166.23893790201737,0,1107.1681241485071,-8.744729991582787,5.1676511679966701
3.0000000000000001e-06,1.4794073071817344,-1.4794073071817344,0,0,-1.4794073071817344,0,565.91274923668016,565.91274923668016,0,936.2524948860256,-30.709888470066474,5.9176292287269376
3.4999999999999999e-06,1.8100741894004475,-1.8100741894004475,0,0,-1.8100741894004475,0,718.91934999412092,718.91934999412092,0,633.16913990331716,-39.259478323349953,7.24029675760179
3.9999999999999998e-06,2.1377634436058068,-2.1377634436058068,0,0,-2.1377634436058068,0,556.82764997872232,556.82764997872232,0,330.26509458517677,-30.671486858870097,8.5510537744232273
4.5000000000000001e-06,2.316823078027368,-2.316823078027368,0,0,-2.316823078027368,0,148.79674869555544,148.79674869555544,0,159.71360350692458,-8.7068900509241942,9.2672923121094719
4.9999999999999996e-06,2.4145222162338769,-2.4145222162338769,0,0,-2.4145222162338769,0,448.83028732652895,448.83028732652895,0,59.979828128455878,-25.361956928148388,9.6580888649355074
5.4999999999999999e-06,2.7600869817473832,-2.7600869817473832,0,0,-2.7600869817473832,0,898.9384327841417,898.9384327841417,0,-267.45396918392595,-50.228519540775267,11.040347926989533
6.0000000000000002e-06,3.234129534085163,-3.234129534085163,0,0,-3.234129534085163,0,945.98955853751659,945.98955853751659,0,-715.33380961226032,-53.172179005689088,12.936518136340652
6.4999999999999996e-06,3.6210386440768958,-3.6210386440768958,0,0,-3.6210386440768958,0,566.66846180953212,566.66846180953212,0,-1088.2407942739594,-32.924396348977638,14.484154576307583
6.9999999999999999e-06,3.7416508274353628,0,-3.7416508274353628,-3.7416508274353628,0,57.997490967064529,0,0,57.997490967064529,-1196.1408870251728,0.77936710769513162,14.966603309741451
7.4999999999999993e-06,3.8845340110995767,0,-3.8845340110995767,-3.8845340110995767,0,523.79862705138794,0,0,523.79862705138794,-1077.2752297153322,26.656276739364131,15.538136044398307
7.9999999999999996e-06,4.2135124457618884,0,-4.2135124457618884,-4.2135124457618884,0,775.20512910418483,0,0,775.20512910418483,-784.74551583431605,40.874195173130602,16.854049783047554
8.4999999999999999e-06,4.5873011572420443,0,-4.5873011572420443,-4.5873011572420443,0,698.32887668616786,0,0,698.32887668616786,-446.39310569082244,37.238521435658868,18.349204628968177
9.0000000000000002e-06,4.8429985768454751,0,-4.8429985768454751,-4.8429985768454751,0,322.64620565081924,0,0,322.64620565081924,-209.94570819427889,17.351673552353276,19.3719943073819
9.4999999999999988e-06,4.8816937914236167,-4.8816937914236167,0,0,-4.8816937914236167,0,104.37820955383023,104.37820955383023,0,-215.42109120790744,-5.7756772468993987,19.526775165694467
9.9999999999999991e-06,4.9867521067051275,-4.9867521067051275,0,0,-4.9867521067051275,0,337.1616478086695,337.1616478086695,0,-323.12854872641577,-19.090029205918682,19.94700842682051
1.0499999999999999e-05,5.0730859467475078,0,-5.0730859467475078,-5.0730859467475078,0,482.11596899284262,0,0,482.11596899284262,-189.34286865521463,25.791889548724043,20.292343786990031
1.1e-05,5.4470866765880004,0,-5.4470866765880004,-5.4470866765880004,0,997.27276246481074,0,0,997.27276246481074,158.64578650793732,54.542374186404089,21.788346706352002
1.15e-05,5.9743841871566383,0,-5.9743841871566383,-5.9743841871566383,0,1074.6273752068514,0,0,1074.6273752068514,652.54121272881605,59.480809060145674,23.897536748626553
1.2e-05,6.4171382744883241,0,-6.4171382744883241,-6.4171382744883241,0,674.93760515487111,0,0,674.93760515487111,1076.8039930333787,38.47204577803339,25.668553097953296
