time,Current: AMD1,Current: AM1-IL,Voltage: VMD1,Voltage: VM1-VR
8.4e-05,0.0,3.238246202468872,-1.5208977460861206,1.5208977460861206
8.499999999999999e-05,0.0,3.2782461643218994,-1.5133113861083984,1.5133113861083984
8.599999999999999e-05,0.0,3.3182461261749268,-1.5057629346847534,1.5057629346847534
8.7e-05,0.0,3.358246326446533,-1.4982521533966064,1.4982521533966064
8.8e-05,0.0,3.3982462882995605,-1.4907788038253784,1.4907788038253784
8.9e-05,0.0,3.438246250152588,-1.4833427667617798,1.4833427667617798
8.999999999999999e-05,0.0,3.4782462120056152,-1.4759438037872314,1.4759438037872314
9.099999999999999e-05,0.0,3.5182461738586426,-1.4685816764831543,1.4685816764831543
9.2e-05,3.55824613571167,3.55824613571167,0.0,1.4612563848495483
9.3e-05,3.588172197341919,3.588172197341919,0.0,1.5609054565429688
9.4e-05,3.6174325942993164,3.6174325942993164,0.0,1.6609430313110352
9.499999999999999e-05,3.646024703979492,3.646024703979492,0.0,1.7613474130630493
9.6e-05,3.6739463806152344,3.6739463806152344,0.0,1.8620966672897339
9.7e-05,3.701195240020752,3.701195240020752,0.0,1.9631688594818115
9.8e-05,3.727769613265991,3.727769613265991,0.0,2.064542293548584
9.9e-05,3.753666877746582,3.753666877746582,0.0,2.1661953926086426
9.999999999999999e-05,0.0,3.778885841369629,-2.268106460571289,2.268106460571289
0.000101,0.0,3.8188858032226562,-2.2567930221557617,2.2567930221557617
0.000102,0.0,3.8588857650756836,-2.2455360889434814,2.2455360889434814
0.000103,0.0,3.898885726928711,-2.23433518409729,2.23433518409729
0.000104,0.0,3.9388859272003174,-2.2231903076171875,2.2231903076171875
0.00010499999999999999,0.0,3.9788858890533447,-2.2121009826660156,2.2121009826660156
0.000106,0.0,4.018885612487793,-2.2010669708251953,2.2010669708251953
0.000107,0.0,4.0588860511779785,-2.1900877952575684,2.1900877952575684
0.000108,0.0,4.098886013031006,-2.179163694381714,2.179163694381714
0.00010899999999999999,0.0,4.138885974884033,-2.1682939529418945,2.1682939529418945
0.00010999999999999999,0.0,4.1788859367370605,-2.1574783325195312,2.1574783325195312
0.000111,0.0,4.218885898590088,-2.146716833114624,2.146716833114624
0.000112,4.258885860443115,4.258885860443115,0.0,2.1360087394714355
0.000113,4.284255027770996,4.284255027770996,0.0,2.253192663192749
0.00011399999999999999,4.308842658996582,4.308842658996582,0.0,2.370539426803589
0.00011499999999999999,4.332647323608398,4.332647323608398,0.0,2.488025188446045
0.000116,4.355668544769287,4.355668544769287,0.0,2.605625629425049
0.000117,4.377905368804932,4.377905368804932,0.0,2.7233166694641113
0.000118,4.399357318878174,4.399357318878174,0.0,2.8410744667053223
0.00011899999999999999,4.420024394989014,4.420024394989014,0.0,2.9588751792907715
0.00011999999999999999,0.0,4.439905643463135,-3.076694965362549,3.076694965362549
0.000121,0.0,4.479905605316162,-3.0613481998443604,3.0613481998443604
0.000122,0.0,4.5199055671691895,-3.0460782051086426,3.0460782051086426
0.00012299999999999998,0.0,4.559905529022217,-3.030884265899658,3.030884265899658
0.000124,0.0,4.599905490875244,-3.015766143798828,3.015766143798828
0.000125,0.0,4.6399054527282715,-3.000723361968994,3.000723361968994
0.000126,0.0,4.679905891418457,-2.985755443572998,2.985755443572998
0.000127,0.0,4.719905853271484,-2.97086238861084,2.97086238861084
0.000128,0.0,4.759905815124512,-2.9560437202453613,2.9560437202453613
0.000129,0.0,4.799905776977539,-2.9412989616394043,2.9412989616394043
0.00013,0.0,4.839905738830566,-2.9266276359558105,2.9266276359558105
0.00013099999999999999,0.0,4.879905700683594,-2.912029504776001,2.912029504776001
0.00013199999999999998,4.919905662536621,4.919905662536621,0.0,2.8975040912628174
0.000133,4.940145492553711,4.940145492553711,0.0,3.0305957794189453
0.000134,4.959497928619385,4.959497928619385,0.0,3.1636159420013428
0.000135,4.977964401245117,4.977964401245117,0.0,3.296538829803467
0.000136,4.995544910430908,4.995544910430908,0.0,3.429337739944458
0.000137,5.012240409851074,5.012240409851074,0.0,3.5619874000549316
0.000138,5.02805233001709,5.02805233001709,0.0,3.6944618225097656
0.000139,5.04298210144043,5.04298210144043,0.0,3.826735496520996
0.00014,0.0,5.05703067779541,-3.9587831497192383,3.9587831497192383
0.00014099999999999998,0.0,5.0970306396484375,-3.9390366077423096,3.9390366077423096
0.00014199999999999998,0.0,5.137030601501465,-3.91938853263855,3.91938853263855
0.000143,0.0,5.177030563354492,-3.899838447570801,3.899838447570801
0.000144,0.0,5.2170305252075195,-3.8803858757019043,3.8803858757019043
0.000145,0.0,5.257030487060547,-3.861030340194702,3.861030340194702
0.000146,0.0,5.297030448913574,-3.841771364212036,3.841771364212036
0.000147,0.0,5.337030410766602,-3.822608470916748,3.822608470916748
0.000148,0.0,5.377030372619629,-3.8035411834716797,3.8035411834716797
0.000149,0.0,5.417030334472656,-3.784569025039673,3.784569025039673
0.00015,0.0,5.457030296325684,-3.7656912803649902,3.7656912803649902
0.00015099999999999998,0.0,5.497030258178711,-3.746907949447632,3.746907949447632
0.00015199999999999998,5.5370306968688965,5.5370306968688965,0.0,3.7282183170318604
0.000153,5.551684856414795,5.551684856414795,0.0,3.87555193901062
0.000154,5.565357685089111,5.565357685089111,0.0,4.0225749015808105
0.000155,5.578052043914795,5.578052043914795,0.0,4.1692585945129395
0.000156,5.58976936340332,5.58976936340332,0.0,4.315576076507568
0.000157,5.600512981414795,5.600512981414795,0.0,4.46150016784668
0.000158,5.610284805297852,5.610284805297852,0.0,4.607003211975098
0.000159,5.619088172912598,5.619088172912598,0.0,4.752058506011963
0.00015999999999999999,0.0,5.626925945281982,-4.896639347076416,4.896639347076416
0.00016099999999999998,0.0,5.666926383972168,-4.8722147941589355,4.8722147941589355
0.00016199999999999998,0.0,5.706926345825195,-4.847911834716797,4.847911834716797
0.000163,0.0,5.746926307678223,-4.82373046875,4.82373046875
0.000164,0.0,5.78692626953125,-4.79966926574707,4.79966926574707
0.000165,0.0,5.826926231384277,-4.775728225708008,4.775728225708008
0.000166,0.0,5.866926193237305,-4.751906871795654,4.751906871795654
0.000167,0.0,5.906926155090332,-4.728204250335693,4.728204250335693
0.000168,0.0,5.946926116943359,-4.704619884490967,4.704619884490967
0.000169,0.0,5.986926078796387,-4.681152820587158,4.681152820587158
0.00016999999999999999,0.0,6.026926040649414,-4.657803058624268,4.657803058624268
0.00017099999999999998,0.0,6.066926002502441,-4.6345696449279785,4.6345696449279785
0.00017199999999999998,6.106925964355469,6.106925964355469,0.0,4.611452579498291
0.000173,6.115650653839111,6.115650653839111,0.0,4.771347522735596
0.000174,6.123310565948486,6.123310565948486,0.0,4.930690765380859
0.000175,6.129910469055176,6.129910469055176,0.0,5.089452266693115
0.000176,6.135454177856445,6.135454177856445,0.0,5.247603416442871
0.000177,6.1399455070495605,6.1399455070495605,0.0,5.405116081237793
0.000178,6.1433892250061035,6.1433892250061035,0.0,5.561961650848389
0.000179,6.14578914642334,6.14578914642334,0.0,5.718112468719482
0.00017999999999999998,0.0,6.147150993347168,-5.873540878295898,5.873540878295898
0.00018099999999999998,0.0,6.187150955200195,-5.84424352645874,5.84424352645874
0.00018199999999999998,0.0,6.227150917053223,-5.815092086791992,5.815092086791992
0.000183,0.0,6.26715087890625,-5.786086082458496,5.786086082458496
0.000184,0.0,6.307150840759277,-5.757225036621094,5.757225036621094
0.000185,0.0,6.347150802612305,-5.728507995605469,5.728507995605469
0.000186,0.0,6.387150764465332,-5.6999335289001465,5.6999335289001465
0.000187,0.0,6.427150726318359,-5.671502113342285,5.671502113342285
0.000188,0.0,6.467150688171387,-5.643212795257568,5.643212795257568
0.00018899999999999999,0.0,6.507150650024414,-5.6150641441345215,5.6150641441345215
0.00018999999999999998,0.0,6.547150611877441,-5.587055683135986,5.587055683135986
0.00019099999999999998,0.0,6.587150573730469,-5.559187412261963,5.559187412261963
0.000192,6.627150535583496,6.627150535583496,0.0,5.531457901000977
0.000193,6.629705429077148,6.629705429077148,0.0,5.702240943908691
0.000194,6.631124496459961,6.631124496459961,0.0,5.872231960296631
0.000195,6.631412982940674,6.631412982940674,0.0,6.04140043258667
0.000196,6.630576133728027,6.630576133728027,0.0,6.209716796875
0.000197,6.628620624542236,6.628620624542236,0.0,6.377151966094971
0.000198,6.625551700592041,6.625551700592041,0.0,6.543676853179932
0.00019899999999999999,6.621376037597656,6.621376037597656,0.0,6.709262847900391
0.00019999999999999998,0.0,6.6160993576049805,-6.8738813400268555,6.8738813400268555
0.00020099999999999998,0.0,6.656099319458008,-6.839593887329102,6.839593887329102
0.000202,0.0,6.696099281311035,-6.805478096008301,6.805478096008301
0.000203,0.0,6.7360992431640625,-6.77153205871582,6.77153205871582
0.000204,0.0,6.77609920501709,-6.737755298614502,6.737755298614502
0.000205,0.0,6.816099166870117,-6.7041473388671875,6.7041473388671875
0.000206,0.0,6.8560991287231445,-6.670706748962402,6.670706748962402
0.000207,0.0,6.896099090576172,-6.637433052062988,6.637433052062988
0.000208,0.0,6.936099529266357,-6.604325294494629,6.604325294494629
0.00020899999999999998,0.0,6.976099491119385,-6.571382522583008,6.571382522583008
0.00020999999999999998,0.0,7.016099452972412,-6.538604259490967,6.538604259490967
0.00021099999999999998,0.0,7.0560994148254395,-6.505989074707031,6.505989074707031
0.000212,7.096099376678467,7.096099376678467,0.0,6.473536968231201
0.000213,7.092342853546143,7.092342853546143,0.0,6.653561592102051
0.000214,7.087389945983887,7.087389945983887,0.0,6.832557678222656
0.000215,7.081246852874756,7.081246852874756,0.0,7.010495185852051
0.000216,7.0739216804504395,7.0739216804504395,0.0,7.187343120574951
0.000217,7.065420627593994,7.065420627593994,0.0,7.363072395324707
0.00021799999999999999,7.055752277374268,7.055752277374268,0.0,7.53765344619751
0.00021899999999999998,7.044924259185791,7.044924259185791,0.0,7.711056709289551
0.00021999999999999998,0.0,7.0329437255859375,-7.883254051208496,7.883254051208496
0.00022099999999999998,0.0,7.072943687438965,-7.843932151794434,7.843932151794434
0.000222,0.0,7.112943649291992,-7.804806232452393,7.804806232452393
0.000223,0.0,7.1529436111450195,-7.765875339508057,7.765875339508057
0.000224,0.0,7.192943572998047,-7.727138996124268,7.727138996124268
0.000225,0.0,7.232943534851074,-7.688595771789551,7.688595771789551
0.000226,0.0,7.272943496704102,-7.65024471282959,7.65024471282959
0.000227,0.0,7.312943935394287,-7.612084865570068,7.612084865570068
0.00022799999999999999,0.0,7.3529438972473145,-7.574115753173828,7.574115753173828
0.00022899999999999998,0.0,7.392943859100342,-7.536335468292236,7.536335468292236
0.00022999999999999998,0.0,7.432943820953369,-7.498744010925293,7.498744010925293
0.00023099999999999998,0.0,7.4729437828063965,-7.461339950561523,7.461339950561523
0.000232,7.512943744659424,7.512943744659424,0.0,7.424122333526611
0.000233,7.502824783325195,7.502824783325195,0.0,7.611785411834717
0.000234,7.491458892822266,7.491458892822266,0.0,7.798191070556641
0.000235,7.478854656219482,7.478854656219482,0.0,7.983307838439941
0.000236,7.465020656585693,7.465020656585693,0.0,8.167105674743652
0.000237,7.449965953826904,7.449965953826904,0.0,8.349555015563965
0.00023799999999999998,7.433699607849121,7.433699607849121,0.0,8.530625343322754
0.00023899999999999998,7.41623067855835,7.41623067855835,0.0,8.710288047790527
0.00023999999999999998,0.0,7.397568702697754,-8.888513565063477,8.888513565063477
0.00024099999999999998,0.0,7.437568664550781,-8.84417724609375,8.84417724609375
0.000242,0.0,7.477569103240967,-8.80006217956543,8.80006217956543
0.000243,0.0,7.517569065093994,-8.756166458129883,8.756166458129883
0.000244,0.0,7.5575690269470215,-8.712491035461426,8.712491035461426
0.000245,0.0,7.597568988800049,-8.669032096862793,8.669032096862793
0.00024599999999999996,0.0,7.637568950653076,-8.6257905960083,8.6257905960083
0.000247,0.0,7.6775689125061035,-8.582765579223633,8.582765579223633
0.000248,0.0,7.717568874359131,-8.53995418548584,8.53995418548584
0.000249,0.0,7.757568836212158,-8.497356414794922,8.497356414794922
0.00025,0.0,7.7975687980651855,-8.454971313476562,8.454971313476562
0.000251,0.0,7.837568759918213,-8.412797927856445,8.412797927856445
0.000252,7.87756872177124,7.87756872177124,0.0,8.370834350585938
0.00025299999999999997,7.861118316650391,7.861118316650391,0.0,8.564592361450195
0.000254,7.843380928039551,7.843380928039551,0.0,8.75687313079834
0.00025499999999999996,7.824366569519043,7.824366569519043,0.0,8.94764518737793
0.000256,7.804085731506348,7.804085731506348,0.0,9.136877059936523
0.000257,7.782548904418945,7.782548904418945,0.0,9.324539184570312
0.000258,7.759766101837158,7.759766101837158,0.0,9.510601997375488
0.000259,7.735748291015625,7.735748291015625,0.0,9.695036888122559
0.00026,0.0,7.710506439208984,-9.877815246582031,9.877815246582031
0.000261,0.0,7.750506401062012,-9.828543663024902,9.828543663024902
0.00026199999999999997,0.0,7.790506362915039,-9.779519081115723,9.779519081115723
0.000263,0.0,7.830506324768066,-9.730738639831543,9.730738639831543
0.00026399999999999997,0.0,7.870506286621094,-9.68220043182373,9.68220043182373
0.000265,0.0,7.910506248474121,-9.633905410766602,9.633905410766602
0.000266,0.0,7.950506210327148,-9.585851669311523,9.585851669311523
0.000267,0.0,7.990506172180176,-9.538036346435547,9.538036346435547
0.000268,0.0,8.030506134033203,-9.490460395812988,9.490460395812988
0.000269,0.0,8.07050609588623,-9.443121910095215,9.443121910095215
0.00027,0.0,8.110506057739258,-9.396018981933594,9.396018981933594
0.000271,0.0,8.150506019592285,-9.349151611328125,9.349151611328125
0.000272,8.190505981445312,8.190505981445312,0.0,9.302517890930176
0.00027299999999999997,8.167829513549805,8.167829513549805,0.0,9.500901222229004
0.000274,8.143835067749023,8.143835067749023,0.0,9.69759750366211
0.00027499999999999996,8.118535995483398,8.118535995483398,0.0,9.892574310302734
0.000276,8.091941833496094,8.091941833496094,0.0,10.085803031921387
0.000277,8.064065933227539,8.064065933227539,0.0,10.277252197265625
0.000278,8.034919738769531,8.034919738769531,0.0,10.466893196105957
0.000279,8.004515647888184,8.004515647888184,0.0,10.65469741821289
0.00028,0.0,7.972866058349609,-10.840636253356934,10.840636253356934
0.000281,0.0,8.012866020202637,-10.7865629196167,10.7865629196167
0.00028199999999999997,0.0,8.052865982055664,-10.732758522033691,10.732758522033691
0.000283,0.0,8.092865943908691,-10.67922306060791,10.67922306060791
0.00028399999999999996,0.0,8.132865905761719,-10.625954627990723,10.625954627990723
0.000285,0.0,8.172865867614746,-10.572952270507812,10.572952270507812
0.000286,0.0,8.212865829467773,-10.520214080810547,10.520214080810547
0.000287,0.0,8.2528657913208,-10.46773910522461,10.46773910522461
0.000288,0.0,8.292865753173828,-10.415525436401367,10.415525436401367
0.000289,0.0,8.332865715026855,-10.363572120666504,10.363572120666504
0.00029,0.0,8.372865676879883,-10.311878204345703,10.311878204345703
0.00029099999999999997,0.0,8.41286563873291,-10.260441780090332,10.260441780090332
0.000292,8.452865600585938,8.452865600585938,0.0,10.20926284790039
0.00029299999999999997,8.42413330078125,8.42413330078125,0.0,10.410884857177734
0.000294,8.394062042236328,8.394062042236328,0.0,10.610621452331543
0.00029499999999999996,8.362667083740234,8.362667083740234,0.0,10.808442115783691
0.000296,8.32995891571045,8.32995891571045,0.0,11.004317283630371
0.000297,8.295950889587402,8.295950889587402,0.0,11.198216438293457
0.000298,8.260658264160156,8.260658264160156,0.0,11.390111923217773
0.000299,8.224092483520508,8.224092483520508,0.0,11.579974174499512
0.0003,0.0,8.186267852783203,-11.767777442932129,11.767777442932129
0.000301,0.0,8.22626781463623,-11.709078788757324,11.709078788757324
0.00030199999999999997,0.0,8.266267776489258,-11.650673866271973,11.650673866271973
0.000303,0.0,8.306267738342285,-11.592559814453125,11.592559814453125
0.00030399999999999996,0.0,8.346267700195312,-11.534735679626465,11.534735679626465
0.000305,0.0,8.38626766204834,-11.47719955444336,11.47719955444336
0.000306,0.0,8.426267623901367,-11.419951438903809,11.419951438903809
0.000307,0.0,8.466267585754395,-11.362988471984863,11.362988471984863
0.000308,0.0,8.506267547607422,-11.30630874633789,11.30630874633789
0.000309,0.0,8.54626750946045,-11.24991226196289,11.24991226196289
0.00031,0.0,8.586267471313477,-11.193798065185547,11.193798065185547
0.00031099999999999997,0.0,8.626267433166504,-11.137962341308594,11.137962341308594
0.000312,8.666267395019531,8.666267395019531,0.0,11.082406044006348
0.00031299999999999996,8.631707191467285,8.631707191467285,0.0,11.285972595214844
0.000314,8.595797538757324,8.595797538757324,0.0,11.487469673156738
0.00031499999999999996,8.558550834655762,8.558550834655762,0.0,11.686866760253906
0.000316,8.51998233795166,8.51998233795166,0.0,11.884134292602539
0.000317,8.48010540008545,8.48010540008545,0.0,12.079244613647461
0.000318,8.438935279846191,8.438935279846191,0.0,12.27216911315918
0.000319,8.396486282348633,8.396486282348633,0.0,12.462879180908203
0.00031999999999999997,0.0,8.352773666381836,-12.651349067687988,12.651349067687988
0.000321,0.0,8.392773628234863,-12.58824348449707,12.58824348449707
0.00032199999999999997,0.0,8.43277359008789,-12.525453567504883,12.525453567504883
0.000323,0.0,8.472773551940918,-12.46297550201416,12.46297550201416
0.00032399999999999996,0.0,8.512773513793945,-12.400810241699219,12.400810241699219
0.000325,0.0,8.552773475646973,-12.338953971862793,12.338953971862793
0.000326,0.0,8.5927734375,-12.277406692504883,12.277406692504883
0.000327,0.0,8.632773399353027,-12.216166496276855,12.216166496276855
0.000328,0.0,8.672773361206055,-12.155232429504395,12.155232429504395
0.000329,0.0,8.712773323059082,-12.09460163116455,12.09460163116455
0.00033,0.0,8.75277328491211,-12.034273147583008,12.034273147583008
0.00033099999999999997,0.0,8.792773246765137,-11.97424602508545,11.97424602508545
0.000332,8.832773208618164,8.832773208618164,0.0,11.914517402648926
0.00033299999999999996,8.79266357421875,8.79266357421875,0.0,12.118833541870117
0.000334,8.751198768615723,8.751198768615723,0.0,12.320910453796387
0.000335,8.708395004272461,8.708395004272461,0.0,12.52071762084961
0.000336,8.664266586303711,8.664266586303711,0.0,12.718228340148926
0.000337,8.618828773498535,8.618828773498535,0.0,12.913413047790527
0.000338,8.572097778320312,8.572097778320312,0.0,13.106245040893555
0.000339,8.524089813232422,8.524089813232422,0.0,13.296697616577148
0.00033999999999999997,0.0,8.47481918334961,-13.48474407196045,13.48474407196045
0.000341,0.0,8.514820098876953,-13.417481422424316,13.417481422424316
0.00034199999999999996,0.0,8.55482006072998,-13.350554466247559,13.350554466247559
0.000343,0.0,8.594820022583008,-13.283961296081543,13.283961296081543
0.00034399999999999996,0.0,8.634819984436035,-13.217700958251953,13.217700958251953
0.000345,0.0,8.674819946289062,-13.15177059173584,13.15177059173584
0.000346,0.0,8.71481990814209,-13.08616828918457,13.08616828918457
0.000347,0.0,8.754819869995117,-13.020894050598145,13.020894050598145
0.000348,0.0,8.794819831848145,-12.95594596862793,12.95594596862793
0.00034899999999999997,0.0,8.834819793701172,-12.891321182250977,12.891321182250977
0.00035,0.0,8.8748197555542,-12.827018737792969,12.827018737792969
0.00035099999999999997,0.0,8.914819717407227,-12.763036727905273,12.763036727905273
0.000352,8.954819679260254,8.954819679260254,0.0,12.699374198913574
0.00035299999999999996,8.909478187561035,8.909478187561035,0.0,12.903349876403809
0.000354,8.862785339355469,8.862785339355469,0.0,13.104930877685547
0.000355,8.814757347106934,8.814757347106934,0.0,13.304089546203613
0.000356,8.765408515930176,8.765408515930176,0.0,13.500797271728516
0.000357,8.714757919311523,8.714757919311523,0.0,13.695027351379395
0.000358,8.662819862365723,8.662819862365723,0.0,13.886754035949707
0.000359,8.609612464904785,8.609612464904785,0.0,14.075950622558594
0.00035999999999999997,0.0,8.55515193939209,-14.262592315673828,14.262592315673828
0.000361,0.0,8.595151901245117,-14.191450119018555,14.191450119018555
0.00036199999999999996,0.0,8.635151863098145,-14.120662689208984,14.120662689208984
0.000363,0.0,8.675151824951172,-14.050228118896484,14.050228118896484
0.00036399999999999996,0.0,8.7151517868042,-13.980145454406738,13.980145454406738
0.000365,0.0,8.755151748657227,-13.910411834716797,13.910411834716797
0.000366,0.0,8.795151710510254,-13.841026306152344,13.841026306152344
0.000367,0.0,8.835151672363281,-13.77198600769043,13.77198600769043
0.000368,0.0,8.875151634216309,-13.703290939331055,13.703290939331055
0.00036899999999999997,0.0,8.915151596069336,-13.63493824005127,13.63493824005127
0.00037,0.0,8.955151557922363,-13.566926956176758,13.566926956176758
0.00037099999999999996,0.0,8.99515151977539,-13.499255180358887,13.499255180358887
0.000372,9.035151481628418,9.035151481628418,0.0,13.431920051574707
0.00037299999999999996,8.984931945800781,8.984931945800781,0.0,13.634572982788086
0.000374,8.933368682861328,8.933368682861328,0.0,13.834692001342773
0.000375,8.880480766296387,8.880480766296387,0.0,14.03225040435791
0.000376,8.82628345489502,8.82628345489502,0.0,14.22722053527832
0.000377,8.770795822143555,8.770795822143555,0.0,14.419576644897461
0.00037799999999999997,8.714034080505371,8.714034080505371,0.0,14.609293937683105
0.000379,8.656017303466797,8.656017303466797,0.0,14.796347618103027
0.00037999999999999997,0.0,8.596761703491211,-14.980713844299316,14.980713844299316
0.000381,0.0,8.636761665344238,-14.905988693237305,14.905988693237305
0.00038199999999999996,0.0,8.676761627197266,-14.831637382507324,14.831637382507324
0.000383,0.0,8.716761589050293,-14.757657051086426,14.757657051086426
0.000384,0.0,8.75676155090332,-14.68404483795166,14.68404483795166
0.000385,0.0,8.796761512756348,-14.610800743103027,14.610800743103027
