"Time / s","Vc:Measured voltage","AMLr:Measured current","VD1:Measured voltage","VD2:Measured voltage","VD3:Measured voltage","VD4:Measured voltage","Vmout:Measured voltage","Am1:Measured current","Am2:Measured current","Am3:Measured current","Am4:Measured current","AMIo:Measured current"
1.1666666666666668e-05,840.14202880859375,44.994171142578125,0,-6.1304516792297363,-6.1304516792297363,0,6.1304516792297363,790.0931396484375,0,0,790.0931396484375,24.521806716918945
1.2e-05,1047.521240234375,28.407737731933594,0,-6.337031364440918,-6.337031364440918,0,6.337031364440918,476.2584228515625,0,0,476.2584228515625,25.348125457763672
1.2333333333333334e-05,1145.326171875,6.212921142578125,0,-6.4195818901062012,-6.4195818901062012,0,6.4195818901062012,59.338272094726563,0,0,59.338272094726563,25.678327560424805
1.2666666666666667e-05,1114.303955078125,-17.187957763671875,-6.3570594787597656,0,0,-6.3570594787597656,6.3570594787597656,0,379.71768188476563,379.71768188476563,0,25.428237915039063
1.3000000000000001e-05,983.385986328125,-29.146163940429688,-6.5123996734619141,0,0,-6.5123996734619141,6.5123996734619141,0,589.1077880859375,589.1077880859375,0,26.049598693847656
1.3333333333333333e-05,801.24462890625,-35.318389892578125,-6.7205066680908203,0,0,-6.7205066680908203,6.7205066680908203,0,692.0975341796875,692.0975341796875,0,26.882026672363281
1.3666666666666667e-05,604.01861572265625,-34.485992431640625,-6.9414629936218262,0,0,-6.9414629936218262,6.9414629936218262,0,666.284912109375,666.284912109375,0,27.765851974487305
1.4000000000000001e-05,430.80972290039063,-26.818862915039063,-7.1321415901184082,0,0,-7.1321415901184082,7.1321415901184082,0,514.79931640625,514.79931640625,0,28.528566360473633
1.4333333333333334e-05,315.93258666992188,-13.841266632080078,-7.2547512054443359,0,0,-7.2547512054443359,7.2547512054443359,0,265.6727294921875,265.6727294921875,0,29.019004821777344
1.4666666666666668e-05,282.11688232421875,1.8708109855651855,0,-7.2843279838562012,-7.2843279838562012,0,7.2843279838562012,33.723915100097656,0,0,33.723915100097656,29.137311935424805
1.5e-05,310.068603515625,8.0230560302734375,0,-7.3032946586608887,-7.3032946586608887,0,7.3032946586608887,135.30137634277344,0,0,135.30137634277344,29.213178634643555
1.5333333333333334e-05,251.75831604003906,-28.656707763671875,-7.2235956192016602,0,0,-7.2235956192016602,7.2235956192016602,0,548.6519775390625,548.6519775390625,0,28.894382476806641
1.5666666666666667e-05,28.013725280761719,-50.532791137695313,-7.465846061706543,0,0,-7.465846061706543,7.465846061706543,0,938.5396728515625,938.5396728515625,0,29.863384246826172
1.6000000000000003e-05,-291.04129028320313,-62.391281127929688,-7.8087329864501953,0,0,-7.8087329864501953,7.8087329864501953,0,1144.24560546875,1144.24560546875,0,31.234931945800781
1.6333333333333335e-05,-642.17742919921875,-61.888809204101563,-8.1824169158935547,0,0,-8.1824169158935547,8.1824169158935547,0,1122.6861572265625,1122.6861572265625,0,32.729667663574219
1.6666666666666667e-05,-955.84783935546875,-49.13232421875,-8.510188102722168,0,0,-8.510188102722168,8.510188102722168,0,875.83477783203125,875.83477783203125,0,34.040752410888672
1.7e-05,-1169.97119140625,-26.656997680664063,-8.7236757278442383,0,0,-8.7236757278442383,8.7236757278442383,0,450.3138427734375,450.3138427734375,0,34.894702911376953
1.7333333333333336e-05,-1242.2313232421875,1.0769252777099609,0,-8.7763919830322266,-8.7763919830322266,0,8.7763919830322266,71.860275268554688,0,0,71.860275268554688,35.105567932128906
1.7666666666666668e-05,-1189.7069091796875,17.511680603027344,0,-8.8375682830810547,-8.8375682830810547,0,8.8375682830810547,359.69244384765625,0,0,359.69244384765625,35.350273132324219
1.8e-05,-1054.13818359375,30.46978759765625,0,-8.9854335784912109,-8.9854335784912109,0,8.9854335784912109,583.59814453125,0,0,583.59814453125,35.941734313964844
1.8333333333333333e-05,-862.41436767578125,37.387771606445313,0,-9.1902265548706055,-9.1902265548706055,0,9.1902265548706055,696.4500732421875,0,0,696.4500732421875,36.760906219482422
1.8666666666666669e-05,-652.52545166015625,36.90008544921875,0,-9.4099903106689453,-9.4099903106689453,0,9.4099903106689453,673.147705078125,0,0,673.147705078125,37.639961242675781
1.9000000000000001e-05,-466.02957153320313,29.109283447265625,0,-9.5988931655883789,-9.5988931655883789,0,9.5988931655883789,515.58392333984375,0,0,515.58392333984375,38.395572662353516
1.9333333333333333e-05,-339.81622314453125,15.565093994140625,0,-9.7163181304931641,-9.7163181304931641,0,9.7163181304931641,252.26123046875,0,0,252.26123046875,38.865272521972656
1.9666666666666669e-05,-298.79776000976563,-1.0432291030883789,-9.7349042892456055,0,0,-9.7349042892456055,9.7349042892456055,0,67.365364074707031,67.365364074707031,0,38.939617156982422
2.0000000000000002e-05,-316.3125,-5.1554546356201172,-9.7547588348388672,0,0,-9.7547588348388672,9.7547588348388672,0,127.74272155761719,127.74272155761719,0,39.019035339355469
2.0333333333333334e-05,-237.62355041503906,33.002891540527344,0,-9.6637544631958008,-9.6637544631958008,0,9.6637544631958008,587.10528564453125,0,0,587.10528564453125,38.655017852783203
2.0666666666666666e-05,3.7501907348632813,52.428207397460938,0,-9.9077672958374023,-9.9077672958374023,0,9.9077672958374023,928.275390625,0,0,928.275390625,39.631069183349609
2.1000000000000002e-05,325.55935668945313,61.472976684570313,0,-10.234800338745117,-10.234800338745117,0,10.234800338745117,1078.616455078125,0,0,1078.616455078125,40.939201354980469
2.1333333333333335e-05,664.10198974609375,58.352218627929688,0,-10.574527740478516,-10.574527740478516,0,10.574527740478516,1005.316162109375,0,0,1005.316162109375,42.298110961914063
2.1666666666666667e-05,952.40350341796875,43.69244384765625,0,-10.853110313415527,-10.853110313415527,0,10.853110313415527,719.902099609375,0,0,719.902099609375,43.412441253662109
2.2000000000000003e-05,1133.489990234375,20.406505584716797,0,-11.007839202880859,-11.007839202880859,0,11.007839202880859,275.94189453125,0,0,275.94189453125,44.031356811523438
2.2333333333333335e-05,1171.67431640625,-6.8844413757324219,-10.999558448791504,0,0,-10.999558448791504,10.999558448791504,0,241.58676147460938,241.58676147460938,0,43.998233795166016
2.2666666666666668e-05,1098.788330078125,-18.909233093261719,-11.100642204284668,0,0,-11.100642204284668,11.100642204284668,0,445.0728759765625,445.0728759765625,0,44.402568817138672
2.3e-05,968.58673095703125,-27.171150207519531,-11.258906364440918,0,0,-11.258906364440918,11.258906364440918,0,579.34466552734375,579.34466552734375,0,45.035625457763672
2.3333333333333336e-05,806.94439697265625,-30.0382080078125,-11.445738792419434,0,0,-11.445738792419434,11.445738792419434,0,614.403076171875,614.403076171875,0,45.782955169677734
2.3666666666666668e-05,645.93536376953125,-26.948081970214844,-11.625737190246582,0,0,-11.625737190246582,11.625737190246582,0,539.9183349609375,539.9183349609375,0,46.502948760986328
