time,Current: AMDpa,Current: AMDpb,Current: AMDpc,Current: AMDpd,Current: AMDP1,Current: AMDP2,Voltage: VMCF,Voltage: VMDpa,Voltage: VMDpb,Voltage: VMDpc,Voltage: VMDpd,Voltage: VMDP1,Voltage: VMDP2,Voltage: VMout
3.4e-05,0.011772966012358665,0.011772966012358665,0.0,0.0,0.005877600517123938,-6.67152926325798e-06,0.039411742240190506,0.0,0.0,-0.039411742240190506,-0.039411742240190506,0.0,-5.8786219597095624e-05,5.8786219597095624e-05
3.5e-05,0.012657243758440018,0.012657243758440018,0.0,0.0,0.006319392938166857,-7.1730464696884155e-06,0.040235403925180435,0.0,0.0,-0.040235403925180435,-0.040235403925180435,0.0,-6.570845289388672e-05,6.570845289388672e-05
3.6e-05,0.01355821080505848,0.01355821080505848,0.0,0.0,0.006769491359591484,-7.683876901865005e-06,0.04092114046216011,0.0,0.0,-0.04092114046216011,-0.04092114046216011,0.0,-7.313687092391774e-05,7.313687092391774e-05
3.7e-05,0.014472749084234238,0.014472749084234238,0.0,0.0,0.007226331625133753,-8.20215791463852e-06,0.041464291512966156,0.0,0.0,-0.041464291512966156,-0.041464291512966156,0.0,-8.108000474749133e-05,8.108000474749133e-05
3.7999999999999995e-05,0.015397639945149422,0.015397639945149422,0.0,0.0,0.007688303478062153,-8.726492524147034e-06,0.04186127707362175,0.0,0.0,-0.04186127707362175,-0.04186127707362175,0.0,-8.954459917731583e-05,8.954459917731583e-05
3.9e-05,0.016329605132341385,0.016329605132341385,0.0,0.0,0.008153763599693775,-9.25455242395401e-06,0.042109619826078415,0.0,0.0,-0.042109619826078415,-0.042109619826078415,0.0,-9.853554365690798e-05,9.853554365690798e-05
3.9999999999999996e-05,0.01726531982421875,0.01726531982421875,0.0,0.0,-9.811483323574066e-06,0.008644272573292255,0.04220796003937721,0.0,0.0,-0.04220796003937721,-0.04220796003937721,-0.00010805585770867765,-0.00010805585770867765,0.00010805585770867765
4.1e-05,0.018153540790081024,0.018153540790081024,0.0,0.0,-0.009063748642802238,0.009063760749995708,0.042164046317338943,0.0,0.0,-0.042164046317338943,-0.042164046317338943,-0.00011810580326709896,0.0,0.00011810580326709896
4.2e-05,0.019087091088294983,0.019087091088294983,0.0,0.0,-1.0817311704158783e-05,0.009529849514365196,0.041978705674409866,0.0,0.0,-0.041978705674409866,-0.041978705674409866,-0.0001286583428736776,0.0,0.0001286583428736776
4.2999999999999995e-05,0.02001476101577282,0.02001476101577282,0.0,0.0,-1.1342577636241913e-05,0.009992939420044422,0.041645824909210205,0.0,0.0,-0.041645824909210205,-0.041645824909210205,-0.00013973822933621705,0.0,0.00013973822933621705
4.4e-05,0.020933302119374275,0.020933302119374275,0.0,0.0,-1.1863186955451965e-05,0.010451401583850384,0.04116838052868843,0.0,0.0,-0.04116838052868843,-0.04116838052868843,-0.0001513411261839792,0.0,0.0001513411261839792
4.4999999999999996e-05,0.02183954045176506,0.02183954045176506,0.0,0.0,-1.2376345694065094e-05,0.010903646238148212,0.040550414472818375,0.0,0.0,-0.040550414472818375,-0.040550414472818375,-0.00016346087795682251,0.0,0.00016346087795682251
4.6e-05,0.022730402648448944,0.022730402648448944,0.0,0.0,-1.2881122529506683e-05,0.011348134838044643,0.039797015488147736,0.0,0.0,-0.039797015488147736,-0.039797015488147736,-0.00017608956841286272,0.0,0.00017608956841286272
4.7e-05,0.023602943867444992,0.023602943867444992,0.0,0.0,-1.3374723494052887e-05,0.011783390305936337,0.038914263248443604,0.0,0.0,-0.038914263248443604,-0.038914263248443604,-0.0001892175350803882,0.0,0.0001892175350803882
4.8e-05,0.024454358965158463,0.024454358965158463,0.0,0.0,-1.3857148587703705e-05,0.012208009138703346,0.037909187376499176,0.0,0.0,-0.037909187376499176,-0.037909187376499176,-0.00020283351477701217,0.0,0.00020283351477701217
4.9e-05,0.025282014161348343,0.025282014161348343,0.0,0.0,-1.4324672520160675e-05,0.012620670720934868,0.03678971529006958,0.0,0.0,-0.03678971529006958,-0.03678971529006958,-0.00021692468726541847,0.0,0.00021692468726541847
4.9999999999999996e-05,0.026083460077643394,0.026083460077643394,0.0,0.0,0.013063312508165836,-1.4827586710453033e-05,0.0355646014213562,0.0,0.0,-0.0355646014213562,-0.0355646014213562,-0.00023147677711676806,-0.00023147677711676806,0.00023147677711676806
5.1e-05,0.026785705238580704,0.026785705238580704,0.0,0.0,0.013377669267356396,-0.013377645052969456,0.03425515070557594,0.0,0.0,-0.03425515070557594,-0.03425515070557594,0.0,-0.0002464829885866493,0.0002464829885866493
